gender,name,other,specifier,size
,hanna ericson-broberg,,,4
man,hagberg,talmannen,luleå,4
man,hag,,,4
man,ha,talmannen,,4
man,ha,,,4
,göthe knutson,socialministern,,4
,göthe knutson,industriministern,,4
,göte jonsson,socialministern,,4
,görel bohlin,kommunikationsministern,,4
,göran magnusson,justitieministern,,4
man,gö jacobsson,,,4
,gunnel jonäng,industriministern,,4
,gullan lindblad,justitieministern,,4
man,greback,,,4
man,geijerstam,statsrådet,,4
man,fritiof thun,,,4
man,franzéen,,motala,4
,evert svensson,utrikesministern,,4
,erling bager,utrikesministern,,4
man,eriksson,,västbro,4
,erik holmkvist,industriministern,,4
man,ericsson,,åtvidaberg,4
,elver jonsson,justitieministern,,4
man,ekman,statsminister,,4
man,ekman,,,4
,eivor marklund,industriministern,,4
,eivor marklund,industriministern,norrbotten,4
man,dalgren,,,4
man,christensson,,malmö,4
,chatrine pålsson,socialministern,,4
,catherine pålsson,,,4
,catarina rönnung,statsrådet,,4
,carl frick,statsrådet,,4
,carl bildt,,,4
,börje nilsson,industriministern,,4
man,burenstam linder,industriministern,,4
man,bosén,,,4
,bo lundgren,,,4
,björn eliasson,,,4
man,biörnsson,,,4
man,biörck,,,4
,birgitta wistrand,,,4
,birgitta hambraeus,industriministern,,4
,bertil zachrisson,kommunikationsministern,,4
,bertil måbrink,industriministern,,4
man,arvidson,statsrådet,,4
,anne wibble,statsrådet,,4
,anne sörensen,,,4
woman,andersson,,strängnäs,4
man,andersoni råstock,,,4
,anders björck,statsrådet,,4
,alf wennerfors,statsrådet,,4
,alf svensson,,,4
man,öh,,,3
man,åsling,,,3
,ålderspresident beatrice,,,3
,ålderspresident,,,3
man,äkerlind,,,3
,zenit shipping ab,statsrådet,,3
,ylva annerstedt,utrikesministern,,3
man,wrangel,ministern,,3
man,wo,,,3
,wivi-anne radesijö,,,3
man,weiine,statsrådet,,3
man,wahrendorfef,,,3
,viola claesson,utrikesministern,,3
man,ullsten,statsrådet,,3
,ulla orring,industriministern,,3
,ulla hoffman,,,3
man,uhleén,,,3
man,törnkvist,,,3
,trejde vice,talmannen,,3
,tredje,talmannen,,3
,tore claeson,bostadsministern,,3
man,tobée,,,3
man,tistad,statsrådet,,3
,thure jadestig,industriministern,,3
man,thorp,,,3
,tage påhlsson,justitieministern,,3
,södra skogsägarna ab,industriministern,,3
man,sydow,statsministern,,3
man,svensson,,,3
man,svar,statsrådet,,3
man,sundin,statsrådet,,3
man,stälhammar,,,3
man,strömberg,,vretstorp,3
man,sträng,,,3
,stina eliasson,kommunikationsministern,,3
,stig eriksson,,,3
,stig alemyr,industriministern,,3
man,stahle,,,3
,sonia thomasson,,,3
man,skärman,,,3
woman,sjö,,,3
,siw persson,industriministern,,3
,siw holma,,,3
,sigge godin,statsrådet,,3
man,sch,,,3
,rolf hagel,industriministern,,3
,roland le ben,,,3
,roland larsson,statsrådet,,3
man,richardson,statsrådet,,3
woman,radesijö,,,3
,pär granstedt,kommunikationsministern,,3
,per westerberg,statsrådet,,3
,per stenmarck,utrikesministern,,3
man,per olof hansson,,,3
,per israelsson,industriministern,,3
,paul lestander,industriministern,luleå,3
man,paul jansson,statsrådet,,3
,oswald söderqvist,utrikesministern,chile,3
,oswald söderqvist,industriministern,,3
,oswald söderqvist,försvarsministern,,3
man,oskarsson,,,3
man,osear karlsson,,,3
man,om,,,3
man,olsson,,sösdala,3
,olle östrand,kommunikationsministern,,3
,olle östrand,industriministern,söderhamn,3
,olle wästberg,industriministern,stockholm,3
man,näsgaård,,,3
man,nordlander,statsrådet,,3
man,nilsson,talmannen,bonarp,3
,nils berndtson,industriministern,värmland,3
man,netzen,statsrådet,,3
man,molin,,aspa,3
,marianne samuelsson,statsrådet,,3
,maria leissner,utrikesministern,,3
,margitta edgren,statsrådet,,3
,margit gennser,statsrådet,,3
,margareta winberg,utrikesministern,,3
,margareta palmqvist,statsrådet,,3
,magnus jacobsson,,,3
,maggi mikaelsson,kommunikationsministern,,3
,maggi mikaelson,,,3
man,lundström,statsrådet,,3
man,lundkvist,,eskilstuna,3
man,lothig ius,,,3
,lisbet calner,,,3
man,lindqvisti kosta,,,3
man,lindovist,,,3
,lilly hansson,industriministern,,3
man,li,,,3
,lesjöfors ab,industriministern,,3
,lennart rhodin,,,3
,lennart daléus,justitieministern,,3
,lennart brunander,statsrådet,,3
,lena öhrsvik,statsrådet,,3
,lars sundin,utrikesministern,,3
man,larfors,statsrådet,,3
woman,lantz,statsrådet,,3
,laila freivalds,,,3
man,kungl,,,3
,knut wachtmeister,justitieministern,,3
,kerstin kristiansson grahn,,,3
,kerstin ekman,utrikesministern,,3
,kenneth attefors,statsrådet,,3
man,karlsson,,granebo,3
man,karlsson,,vadstena,3
,karin starrin,statsrådet,,3
,karin israelsson,kommunikationsministern,,3
,karin andersson,statsrådet,,3
man,justitiedepartem,statsrådet,,3
woman,johansson,,,3
man,johansson,,kalmar,3
man,johansson,,vittinge,3
,jens eriksson,utrikesministern,,3
,jan jennehag,utrikesministern,,3
,jan hyttring,statsrådet,,3
,jan björkman,talman,,3
,jan björinge,,,3
,ivar franzén,utrikesministern,,3
man,isaesson,,,3
,inger skeppstedt,,,3
,inger hestvik,justitieministern,,3
,ingegerd wärnersson,,,3
,ingegerd anderlund,statsrådet,,3
,ingbritt irhammar,justitieministern,,3
,ian wachtmeister,statsrådet,,3
woman,hå vik,,,3
man,hult,,,3
man,hibinette,statsrådet,,3
man,hey,,,3
man,herr reuterskiöld,,,3
man,herr bergqvist,,,3
man,herr,talmannen,,3
man,hernelius,ministern,,3
,henrik,,,3
,hans göran,utrikesministern,chile,3
man,hagard,,,3
,görel thurdin,statsrådet,,3
man,göranson,,,3
,göran persson,statsrådet,,3
,göran hägglund,,,3
,gustav von essen,,,3
,gunnar olsson,statsrådet,,3
,gunnar biörck,justitieministern,värmdö,3
,gudrun schyman,justitieministern,,3
,gudrun lindvall,,,3
,gabriel romanus,statsrådet,,3
,förste vice,talman,,3
woman,fyr na,,,3
woman,fredrikson,socialministern,,3
man,fn,,,3
,filip johansson,industriministern,norrbotten,3
,evert svensson,kommunministern,,3
,eva zetterberg,utrikesministern,,3
,eva winther,industriministern,,3
,eva hjelmström,utrikesministern,,3
,erling bager,statsrådet,,3
,erkki tammenoksa,statsrådet,,3
man,eriksson,,,3
man,eriksson,,frägsta,3
,erik johansson,,hållsta,3
,erik artur egervärn,,,3
,eny möller,,,3
,elving andersson,statsrådet,,3
,elver jonsson,kommunikationsministern,,3
,elisabeth persson,statsrådet,,3
woman,diesen,utbildningsministern,,3
,desirée pethrus-engström,,,3
man,dahleéen,,,3
,dag ericson,,,3
,christer eirefelt,statsrådet,,3
man,chlin,,,3
,charlotte cederschiöld,statsrådet,,3
,charlotte branting,statsrådet,,3
,cecilia jensfelt,,,3
,carl-hugo hamilton,,,3
,carl lidbom,statsministern,,3
,carl frick,kommunikationsministern,,3
man,bär,,,3
man,brundin,statsrådet,,3
man,boreli,statsrådet,,3
man,bolija,,,3
man,boilja,,,3
,bo lundgren,statsrådet,,3
,bo hammar,utrikesministern,,3
,bo finnkvist,,,3
,björn söder,talman,,3
,björn samuelsson,,,3
,birgitta hambraeus,utrikesministern,,3
,birgitta dahl,statsrådet,,3
,birger rosqvist,statsrådet,,3
,birger hagård,statsrådet,,3
man,beuterskiöld,,,3
,bertil fiskesjö,statsrådet,,3
,berith eriksson,justitieministern,,3
,berit mohlin-erbeus,,,3
man,bergman,bostadsministern,,3
man,bergman,,,3
man,bergavist,,,3
man,bengtssoni norup,,,3
man,bengtsson,talmannen,norup,3
,bengt hurtig,industriministern,,3
man,ben,,,3
man,beckström,,,3
,axel wennerholm,,,3
man,axel kristiansson,statsrådet,,3
man,arrheén,,,3
,arne lindberg,industriministern,luleå,3
,anton fågelsbo,bostadsministern,,3
,anna-greta skantaz,,,3
,anna maria narti,,,3
,anna horn,statsrådet,,3
man,ang,statsrådet,,3
,andres king,utrikesministern,,3
man,andreasson,,östra,3
,andre vice,talman,,3
man,andersson,,billingfors,3
man,anderson,,knapasjö,3
man,ahlqvist,,,3
man,ahlmark,statsministern,,3
,agne hansson,statsrådet,,3
man,österdahl,statsrådet,,2
man,ösberg,,,2
man,örn,,,2
man,ör,,,2
man,öhman,,,2
man,öd,,,2
man,åkerlund,statsrådet,,2
,åke wictorsson,bostadsministern,,2
,åke svensson,,,2
,åke carnerö,justitieministern,,2
man,äkerström,,,2
man,äkerlund,,,2
,ylva johansson,statsrådet,,2
,ylva annerstedt,utrikesministern,sverige,2
,ylva annerstedt,justitieministern,,2
woman,wohlin-andersso,,,2
man,wirtén,statsrådet,,2
man,wikner,statsrådet,,2
man,wiklund,,öjebyn,2
man,wikberg,statsrådet,,2
man,wik lund,,härnösand,2
man,wik lund,,stockholm,2
,wiggo komstedt,statsministern,,2
,wiggo komstedt,justitieministern,,2
man,wigforss,talmannen,,2
man,westerberg,statsrådet,,2
man,werner andersson,,,2
man,werner,statsrådet,malmö,2
man,weiijne,,,2
man,waååg,,,2
man,wallén,talmannen,,2
man,walldén,,,2
man,wahrendorefef,,,2
man,wagunsson,,,2
man,wagnusson,,,2
man,wa,,,2
man,von friesen,talmannen,,2
,vivann gerdin,,,2
,viola claesson,industriministern,,2
man,viklund,,oviken,2
man,vabhlstedt,,,2
man,undeén,,,2
,ulrika carlsson,,,2
man,ullsten,industriministern,,2
,ulla vester,,,2
,ulla tillander,utrikesministern,,2
,ulla tillander,kommunikationsministern,,2
,ulla orring,kommunikationsministern,,2
woman,ugglas,statsrådet,,2
man,trä,,,2
man,trygger,talman,,2
woman,troedsson,finansministern,,2
,tredje vice,talman,,2
,torsten karlsson,statsrådet,,2
,torsten karlsson,industriministern,,2
,torgny danielsson,,,2
,tom heyman,kommunikationsministern,,2
woman,tillander,socialministern,,2
woman,tillander,kommunikationsministern,,2
man,ti,,,2
man,tengda,,,2
,sylvia lindgren,justitieministern,,2
,syliva lindgren,,,2
man,sy,,,2
,sverre palm,industriministern,strömstad,2
man,svensson,utrikesministern,malmö,2
man,svensson,statsministern,malmö,2
,sven munke,statsrådet,,2
,sven lindberg,industriministern,,2
,stvert andersson,,,2
man,stjernstedt,,,2
,stina eliasson,statsrådet,,2
,stina eliasson,justitieministern,,2
,stig alftin,industriministern,alfta,2
,sten söderberg,justitieministern,,2
man,"sta,",,,2
,sonia karlsson,industriministern,,2
man,skåärman,,,2
man,sjönell,industriministern,,2
,sixten pettersson,,,2
,siri häggmark,statsrådet,,2
,sinnika bohlin,,,2
,silwa cedell,,,2
man,silieström,,,2
man,silfwerbrand,,,2
woman,sigurdsen,,,2
,sigge godin,industriministern,,2
man,seth,talmannen,,2
man,sed,,,2
man,se,,,2
,scania ab,industriministern,linköping,2
woman,sandströms,,,2
man,samuelssons,,,2
man,rö,,,2
,rune ångström,utrikesministern,,2
,rune torwald,utrikesministern,,2
,rune backlund,justitieministern,,2
,roy ottosson,industriministern,,2
man,rosqvist,industriministern,,2
man,romanus,statsrådet,,2
,rolf clarkson,kommunikationsministern,,2
,rolf,socialministern,,2
,rolf,industriministern,,2
,roland sundgren,statsrådet,,2
man,risberg,statsrådet,,2
man,rimas,,,2
,ragnhild pohanka,kommunikationsministern,,2
,pär granstedt,utrikesministern,jugoslavien,2
,pär granstedt,kommunministern,,2
man,pm,,,2
man,pettersson,talmannen,dahl,2
man,pettersson,,,2
man,petersson,,,2
man,persson,,bramstorp,2
,per westerberg,kommunikationsministern,,2
,per stenmarck,industriministern,,2
,per olof,industriministern,,2
,per bergman,bostadsministern,,2
,per arne,statsrådet,,2
woman,pehrsson,utbildningsministern,,2
woman,pehrsson,statsrådet,,2
man,pehrsson,,,2
,peder pedersen,,,2
,paul lestander,industriministern,norrbotten,2
,paul jansson,bostadsministern,,2
,paul grabö,,,2
man,pa lme,statsministern,,2
,oswald söderqvist,utrikesministern,etiopien,2
,oswald söderqvist,utrikesministern,turkiet,2
,oswald söderqvist,statsrådet,sverige,2
,oskar lindqvist,,,2
,oskar lindkvist,statsrådet,,2
,oscar lindkvist,,,2
man,oscar ericsson,,,2
man,olssoni ramsta,,,2
man,olssoni broberg,,,2
man,olsson,talmannen,gävle,2
man,olsson,talmannen,mellerud,2
man,olsson,,kuilenbergstorp,2
man,olsson,,oskarshamn,2
man,olsson,,österbo,2
,olof johansson,statsrådet,,2
,olle östrand,industriministern,,2
,olle östrand,industriministern,ljusne,2
,olle westberg,industriministern,hofors,2
,olle svensson,industriministern,,2
,olle grahn,,,2
man,olivecrona,,,2
man,oisson,,kullenbergstorp,2
man,oison,,göteborg,2
man,näsgard,,,2
woman,nr,justitieministern,,2
man,nilssons,,antnäs,2
man,nilssoni bonarp,,,2
man,nilsson kungl,statsrådet,,2
,nils nordh,justitieministern,,2
,nils hjorth,statsrådet,forsmark,2
,nils berndtson,kommunministern,,2
,nils berndtson,justitieministern,,2
man,nationernas,,,2
man,n- hard,,,2
man,möller,talmannen,,2
man,mårtenson,,,2
,märtha berglund,,,2
man,mogard,,,2
man,miihlenfels,,,2
man,mihlenfels,,,2
,matz hammarström,,,2
woman,mattsson,,,2
woman,marklund,industriministern,,2
,marianne karlsson,statsrådet,,2
,marianne jönsson,statsrådet,,2
,marianne carlström,statsrådet,,2
,marianne anderson,,,2
,maria hed,,,2
,margitta edgren,socialministern,,2
,margitta edgren,kommunikationsministern,,2
,margit gennser,utrikesministern,,2
,margareta viklund,socialministern,,2
,margareta persson,utrikesministern,,2
,margareta israelsson,statsrådet,,2
,margareta israelsson,justitieministern,,2
,margareta gard,kommunikationsministern,,2
,margareta gard,industriministern,grängesberg,2
,maj britt,utrikesministern,,2
,maj britt,statsrådet,,2
man,magnussoni skövde,,,2
man,magnussoni kalmar,,,2
man,magnusson,talmannen,skövde,2
man,magnusson,,tumbhult,2
,magnus persson,statsrådet,,2
,maggi mikaelsson,statsrådet,,2
woman,ma ttson,,,2
man,lövenborg,industriministern,,2
man,lö,,,2
man,läöbeck,,,2
man,ly,,,2
,luxor industri ab,industriministern,,2
,luxor industri ab,industriministern,motala,2
man,lundstedt,talmannen,,2
man,lundkvist,,,2
woman,lundblad,statsrådet,,2
,lotta nilsson hed-ström,,,2
,lola björkquist,utrikesministern,irak,2
man,lo,,,2
,ljusne kätting ab,industriministern,,2
man,ljungavist,,,2
man,lithander,talmannen,,2
,lisbeth sta af-igelström,,,2
man,lindmans,,,2
man,lindiey,,,2
,lindholm,statsrådet,,2
man,lindbagen,,,2
man,lind,statsrådet,,2
woman,lilly ohlsson,statsrådet,,2
man,lilbeck,statsrådet,,2
,liisa rulander,justitieministern,,2
man,lidskog,,,2
,lennart pettersson,industriministern,,2
,lennart brunander,justitieministern,,2
,lennart bladh,statsrådet,,2
,lena öhrsvik,socialministern,,2
,leif pagrotsky,,,2
man,le,,,2
man,larsson,,lutira,2
,lars-erik lövdén,,,2
,lars tobisson,utrikesministern,,2
,lars moquist,utrikesministern,,2
,lars moquist,justitieministern,,2
,lars leijonborg,utrikesministern,,2
,lars bergqvist,,,2
man,lar fors,,,2
,kurt hugosson,kommunikationsministern,,2
man,kungl,statsrådet,,2
,kristina svensson,utrikesministern,,2
,kristina svensson,kommunikationsministern,,2
,krantz ab,industriministern,göteborg,2
man,korpas,,,2
,kling,statsrådet,,2
man,klefbe,,,2
,kjell nilsson,industriministern,,2
,kjell johansson,statsrådet,södermanland,2
,kjell eldensjö,justitieministern,,2
,kia andreassson,,,2
,kerstin warnebring,,,2
,kerstin göthberg,statsrådet,,2
,kerstin ekman,bostadsministern,,2
,kenth härstedt,,,2
,kent carlsson,statsrådet,,2
,kent carlsson,socialministern,,2
,kent carlsson,kommunikationsministern,,2
,kent carlsson,justitieministern,,2
,kenneth attefors,utrikesministern,irak,2
man,karlsson,,,2
,karl olov persson,,,2
man,karl oisson,,,2
man,karl johansson,,,2
man,karl johan,,,2
,karl boo,industriministern,,2
man,karl andersson,,,2
,karin wegestål,,,2
,karin jeppson,,,2
,karin isralesson,,,2
,karin israelsson,socialministern,,2
,karin israelsson,industriministern,,2
,karin israelsson,industriministern,västerbottens,2
,karin falkmer,industriministern,,2
,karin ahrland,utrikesministern,afghanistan,2
,kaj nilsson,utrikesministern,,2
man,kahlström,,,2
,jörn svensson,justitieministern,,2
,jörgen ullenhag,statsrådet,,2
,jörgen ullenhag,justitieministern,,2
man,jönssoni revinge,,,2
man,jönsson,,lund,2
man,johnsson,,blentarp,2
,john andersson,jordbruksministern,,2
,john andersson,industriministern,västerbottens,2
woman,johansson,kommunikationsministern,uddevalla,2
man,johan ericson,,,2
man,jjustitiedeparte,statsrådet,,2
man,jeppson,statsrådet,,2
woman,jaäderberg,,,2
man,janssoni falun,,,2
man,janssoni,,,2
man,janson,talmannen,frändesta,2
,jan-evert rådström,,,2
,jan strömdahl,utrikesministern,,2
,jan jennehag,statsrådet,,2
,jan jennehag,kommunikationsministern,,2
,jan fransson,industriministern,lidköping,2
,jan ertsborn,talman,,2
,ivar nordberg,industriminister,,2
man,it,,,2
man,interpellation,talmannen,,2
man,interpellation,,,2
,ingrid sundberg,utrikesministern,,2
,ingrid hasselström,kommunikationsministern,,2
,inger näslund,,,2
,inger lundberg,socialministern,,2
,inger kock,,,2
,ingela mårtensson,utrikesministern,turkiet,2
,ingela mårtensson,justitieministern,,2
,ingbritt irhammar,utrikesministern,västsahara,2
,ines uusmann,socialministern,,2
man,ii,,svalöv,2
man,höuöbinette,,,2
man,höglund,,,2
man,höeggblom,,,2
,håkan strömberg,industriministern,,2
,håkan holmberg,utrikesministern,,2
,håkan holmberg,utrikesministern,rumänien,2
,håkan holmberg,statsrådet,,2
,håkan hansson,statsrådet,,2
,håkan hansson,industriministern,,2
man,hästad,,,2
man,häbinette,statsrådet,,2
,hugo hegeland,justitieministern,,2
,hugo hegeland,industriministern,,2
,hugo bergdahl,justitieministern,,2
,hugo bengtsson,industriministern,,2
man,holmbäck,talmannen,,2
man,holmberg,statsrådet,,2
man,hjaälmarson,,,2
man,hj,,,2
man,herr holmström,,,2
man,herr anderson,talmannen,råstock,2
man,herr anderson,,råstock,2
man,henriksson,talmannen,,2
man,henriksson,,,2
man,henning,,,2
,helge hagberg,statsrådet,,2
man,haåstad,,,2
,harriet colliander,statsrådet,,2
man,harald pettersson,statsrådet,,2
man,hansson,talmannen,skediga,2
man,hansson,,,2
,hans petersson,kommunministern,röstånga,2
,hans petersson,industriministern,röstånga,2
,hans nyhage,kommunikationsministern,,2
,hans nyhage,justitieministern,,2
,hans karlsson,justitieministern,,2
,hans göran,utrikesministern,ryssland,2
,hans göran,statsrådet,bergshamra,2
,hans göran,socialministern,,2
,hans göran,justitieministern,solna,2
,hans dau,statsrådet,,2
man,hans,ministern,,2
man,ham,statsrådet,,2
man,hage,talmannen,,2
,hadar cars,utrikesministern,sverige,2
,hadar cars,industriministern,,2
,göthe knutson,utrikesministern,,2
,göte jonsson,justitieministern,,2
,görel thurdin,,,2
,gustav lorentzon,industriministern,,2
,gunnel liljegren,utrikesministern,,2
,gunnel jonäng,industriministern,alfta,2
,gunnel jonäng,industriministern,gävleborgs,2
,gunnel jonäng,industriministern,söderhamn,2
,gunnar olsson,industriministern,värmland,2
,gunnar hökmark,industriministern,stockholmsregion,2
,gunhild bolander,statsrådet,,2
,gunhild bolander,kommunikationsministern,,2
man,gullström,,,2
,gullan lindblad,utrikesministern,,2
,gudrun sundström,bostadsministern,,2
,gudrun norberg,industriministern,,2
,gudrun lindwall,,,2
,grethe lundblad,statsrådet,,2
man,granstedt,industriministern,,2
man,geiier,,,2
man,fågelsbo,kommunministern,,2
woman,fru troedsson,,,2
,fru,,,2
man,fridolfsson,statsrådet,,2
woman,frenkel,socialministern,,2
,fredrik reinfeldt,socialministern,,2
man,fransson,,,2
man,fortsattes,,,2
woman,fn-,utrikesministern,,2
,fn,,,2
man,flyg,talmannen,,2
woman,floréen-winther,,,2
,fanny ritzell,,,2
man,fager lund,,,2
,eva zetterberg,statsrådet,,2
,eva thalén finné,,,2
,eva larsson,,,2
,eva johansson,utrikesministern,,2
,eva johansson,socialministern,,2
,eva hjelmström,utrikesministern,nicaragua,2
,eva goe,kommunikationsministern,,2
,eva bengtsson,,,2
man,ernulef,,,2
man,eriksson,talmannen,stockholm,2
,erik warnberg,,,2
,erik holmkvist,industriministern,norrbotten,2
,eric rejdnell,industriministern,,2
man,enarsson,statsrådet,,2
,ena hedkvist petersen,,,2
man,en,,,2
man,emil johansson,,,2
,elvy nilsson,industriministern,torsby,2
,elving andersson,industriministern,,2
woman,elmeéen,,,2
,elisabeth fleetwood,justitieministern,,2
man,eliasson,,mobolm,2
man,ekberg,,,2
man,ek,,,2
man,därvid,,,2
man,det,,,2
,dan kilström,,,2
,dan kilhström,,,2
,dan ericsson,justitieministern,kolmården,2
man,dahl,,,2
man,dablén,,,2
man,claeson,statsrådet,,2
,christina rogestam,statsrådet,,2
,christina linderholm,socialministern,,2
,christer nilsson,industriministern,motalaregionen,2
,christel anderberg,statsrådet,,2
man,chlon,,,2
,chatrine pålsson,justitieministern,,2
,chatrine pålson,,,2
,charlotte cederskiöld,justitieministern,,2
,catarina rönnung,justitieministern,,2
man,carlsson,,,2
,carl-johan ihrfors,,,2
,carl lidbom,industriministern,,2
,carl frick,utrikesministern,,2
,börje stensson,kommunikationsministern,,2
,börje hörnlund,statsrådet,,2
,börje hörnlund,industriministern,klemensnäs,2
,börje hörnlund,industriministern,malå,2
man,brundin,statsministern,,2
,broby industrier ab,industriministern,,2
,britta hammarbacken,statsrådet,,2
,britta hammarbacken,industriministern,,2
,britta bjelle,statsrådet,,2
,brita lejon,statsrådet,,2
man,bor,,,2
man,booth,,,2
,bonnie bernström,industriministern,,2
,bo siegbahn,statsrådet,,2
man,blom,statsrådet,,2
,björn samuelson,industriministern,,2
,björn körlof,industriministern,,2
man,björk,statsministern,,2
man,biörklund,,,2
man,biörek,,kristianstad,2
,birthe sörestedt,socialministern,,2
,birgitta johansson,statsrådet,tidaholm,2
,birgitta johansson,industriministern,karlsborgs,2
,birgitta hambraeus,kommunikationsministern,,2
,birger rosqvist,industriministern,,2
,birger andersson,socialministern,,2
,birger andersson,justitieministern,,2
,bertil måbrink,utrikesministern,el,2
,bertil måbrink,utrikesministern,korea,2
,bertil måbrink,industriministern,gävle,2
,bertil måbrink,industriministern,vannsäter,2
,bertil hansson,kommunministern,,2
,bertil fiskesjö,kommunministern,,2
,bertil fiskesijö,,,2
,bertil danielsson,justitieministern,,2
,berol kemi ab,industriministern,,2
,bernt nilsson,industriministern,,2
,bernt nilsson,industriministern,kalmar,2
,berith eriksson,utrikesministern,irak,2
,berith eriksson,utrikesministern,turkiet,2
,berith eriksson,socialministern,,2
,berit oscarsson,statsrådet,,2
,berit edvardsson,,,2
man,bengtson,statsrådet,,2
,bengt-ola ryttar,,,2
,bengt westerberg,statsrådet,,2
,bengt dahlström,,,2
,bengt,civilminister,,2
,arne nygren,industriministern,,2
,arne nygren,industriministern,västerbottens,2
,arne jansson,socialministern,,2
,arne andersson,statsrådet,ljung,2
,arne andersson,kommunministern,gamleby,2
man,anton larsson,,,2
,anton fågelsbo,industriministern,,2
,annika åhnberg,statsrådet,,2
,annika åhnberg,socialministern,,2
,anne wibble,industriministern,,2
,anna eliasson,kommunministern,,2
,anita johansson,statsrådet,,2
,anita johansson,socialministern,,2
,anita gradin,statsrådet,,2
,anita bråkenhielm,,,2
man,andréen,,,2
man,andersson,talmannen,,2
woman,andersson,,hultsfred,2
man,andersson,,edsbro,2
man,andersson,,falun,2
man,andersson,,torngård,2
woman,anderson,,,2
,anders björck,justitieministern,,2
man,aman,,,2
,alwa wennerlund,statsrådet,,2
man,almqvist,,,2
,alf svensson,utrikesministern,,2
,alexander chrisopoulos,statsrådet,sverige,2
man,akerberg,,,2
,aina westin,statsrådet,,2
man,af geijerstam,statsrådet,,2
man,adolfsson,statsrådet,,2
woman,,talman,,2
,övre norrland,,antnäs,1
man,östrand,industriministern,,1
man,österdael,,,1
,östbergs fabriks ab,industriministern,alfta,1
,öresundsför- anf,,,1
man,öo,,,1
man,öhvall,statsrådet,,1
man,öhv all,,,1
man,öb,,,1
,åtgärder,,,1
,åsa domellj,,,1
,åsa domelilj,,,1
,åsa domeij,statsrådet,,1
,ås or,industriminister,,1
,ås a regné,statsrådet,,1
,årsredovisning jörn,,,1
man,ångström,bostadsministern,,1
man,ång,,stockholm,1
,ålderspresident stig,,,1
,ålderspresident ingvar,,,1
,ålderspresident anders,,,1
man,åkerlund,statsministern,,1
man,åkerlun,,,1
man,åker lind,,,1
,åker carnerö,,,1
man,åke wictorsson,talman,,1
,åke wictorsson,kommunikationsministern,,1
,åke wictorsson,industriministern,hallstavik,1
,åke wictorsson,arbetsmarknadsministern,stockholmsregion,1
,åke svensson,kommunikationsministern,,1
,åke sehlberg,,,1
,åke polstam,statsrådet,,1
,åke polstam,industriministern,,1
,åke gustavsson,utrikesministern,,1
,åke gustavsson,statsrådet,jönköpingsregion,1
,åke gustavsson,statsministern,,1
,åke gustavsson,kommunikationsministern,,1
,åke green,statsrådet,,1
,åke green,industriministern,,1
,åke green,industriministern,horndal,1
,åke gillström,statsministern,,1
,åke,,,1
man,åk,statsrådet,,1
man,åk,,,1
man,åberg,kommunministern,,1
man,åaqvist,,,1
man,åaman,,,1
man,äångström,,,1
man,äåkerström,,,1
man,äå,,,1
man,äsling,,,1
man,äman,,,1
man,äkerlund,statsministern,,1
,yvonne sanberg-fries,,,1
,yvonne anderssson,,,1
man,yougt,statsrådet,,1
,yngve wernersson,industriministern,,1
,yngve nyqvist,,,1
,yngve nyquist,industriministern,,1
,yngve nyquist,industriministern,smedjebacken,1
,ylva johansson,utrikesministern,,1
,ylva johansson,bostadsministern,,1
,ylva annerstedt,utrikesministern,afrika,1
,ylva annerstedt,socialministern,,1
,ylva annerstedt,kommunikationsministern,stockholmsområde,1
,ylva annerstedt,kommunikationsministern,södertälje,1
,ylva annerstedt,energiministern,,1
,ylva annderstedt,,,1
,ylv a johansson,etableringsminister,,1
man,wäarnberg,,,1
man,wsstrandler,,,1
man,wohlin,talmannen,,1
man,wobhlin,,,1
,wivi-anne johansson,,,1
,wivi-anne cederoqvist,,,1
man,wirtén,talmannen,skara,1
man,wirma rk,,,1
man,winberg,jusitieministern,,1
man,winberg,industriministern,härnösand,1
man,win,,,1
,wilhelm gustafsson,industriministern,,1
man,wilhelm biörck,,,1
man,wilhelm,,,1
man,wilhehn björck,,,1
man,wikström,statsrådet,,1
man,wikstr öm,,,1
man,wiklund,talmannen,brattfors,1
woman,wiklund,kommunikationsministern,,1
woman,wiklund,justitieministern,,1
woman,wiklund,industriministern,lövånger,1
woman,wiklund,försvarsministern,,1
man,wiklund,,stockhohn,1
man,wiklun,,,1
man,wijkman,statsrådet,,1
man,wijkman,statsministern,sovjetunionen,1
man,wiikander,,,1
man,wigtorss,,,1
,wiggo komstedt,utrikesministern,sverige,1
,wiggo komstedt,kommunikationsministern,,1
,wiggo komstedt,industriministern,,1
man,wideil,,,1
,widar andersson,justitieministern,,1
woman,wetterstr,,,1
man,wetters,,,1
woman,wetftterström,,,1
man,westerdahl,statsrådet,,1
,westerberg,,,1
man,westberg,kommunministern,ljusdal,1
man,westberg,industriministern,ljusdal,1
man,werners,,,1
man,werner,talman,malmö,1
man,wennquist,,,1
man,wennnerfors,,,1
man,wennkvist,,,1
man,wennerfoöors,,,1
woman,weliin,,,1
woman,weilin,,,1
man,weijne kungl,statsrådet,,1
man,weije,,,1
man,wehtjie,,,1
man,wehtje,talmannen,,1
man,wedéen,,,1
man,waärnberg,,,1
man,waäg,,,1
man,wazgnsson,,,1
man,wazgnhsson,,,1
man,wawvwrinsky,,,1
man,wanhainen,statsrådet,,1
,walén,,,1
