wiki_id,name
Q6029071,Jens Orback
Q6196549,Anders Sundström
Q6255333,Assar Åkerman
Q537342,Lena Sommestad
Q547580,Ann-Christin Nykvist
Q2448370,Bo Lundgren
Q3386964,Pierre Schori
Q4961261,Reidunn Laurén
Q5005171,Börje Hörnlund
Q5572966,Thorwald Bergquist
Q5955664,Sven Linders
Q6206776,Carl Tham
Q208591,Anna Lindh
Q4944305,Inger Davidson
Q4982742,Görel Thurdin
Q5579495,Leif Blomberg
Q5622212,Ulf Dinkelspiel
Q6018174,Torsten Nothin
Q273408,Anne Wibble
Q3115681,Marita Ulvskog
Q4126210,Sten Heckscher
Q5563972,Gösta Bagge
Q6027273,Karl Erik Olsson
Q16165766,Kerstin Andersson
Q18238922,Anders Forsberg
Q21497027,Fredrik Eriksson
Q21567758,Lena Larsson
Q6254499,Georg Åberg
Q16633140,Niklas Karlsson
Q9393603,Åsa Eriksson
Q15963975,Adam Marttinen
Q16596143,Magda Rasmusson
Q16633513,Lorentz Tovatt
Q18649282,Johanna Jönsson
Q19976148,Erik Georg Danielsson
Q18202340,Monica Haider
Q18202336,Yasmine Bladelius
Q18237073,Said Abdu
Q18243197,Nina Kain
Q18243514,Robert Stenkvist
Q18243853,Rasmus Ling
Q18244644,Johan Nissinen
Q18244900,Magnus Oscarsson
Q18245444,Azadeh Rojhan Gustafsson
Q18275164,Emanuel Öz
Q18448419,Agneta Karlsson
Q18448703,Sanne Lennström
Q18747077,Bengt Eliasson
Q21558214,John Skoglund
Q21558216,Ralf Lindström
Q21567759,Per-Johan Emtell
Q21567861,Jan Hyttring
Q21570585,Elisabet Franzén
Q21572124,Helge Hagberg
Q21572129,Olle Aulin
Q21578744,Jan Orrenius
Q21578772,Sten Sture Paterson
Q21614175,Göran Allmér
Q21614364,Bengt Niska
Q21731075,Gösta Lyngå
Q21733239,Karl-Anders Petersson
Q23915305,Henrik Edin
Q50353136,John Widegren
Q50353175,Helena Bonnier
Q56923131,Kadir Kasirga
Q57168715,Linda Modig
Q57168779,Jessica Thunander
Q5571416,Ulf Berg
Q4973078,Maria Plass
Q4975004,Helena Rivière
Q4976856,Viola Sandell
Q4976914,Lena Sandlin-Hedman
Q4978575,Ingibjörg Sigurdsdóttir
Q4981396,Gunilla Svantorp
Q4987718,Charlotte Branting
Q4987905,Lisbet Calner
Q4988676,Maria Hassan
Q4990177,Camilla Waltersson Grönvall
Q4990210,Kerstin Warnerbring
Q4990249,Marie Weibull Kornias
Q4990503,Cecilia Wigström
Q4990669,Siw Wittgren-Ahl
Q4990781,Liselotte Wågö
Q4990906,Pernilla Zethraeus
Q4991025,Marianne Åhman
Q4991094,Eliza Roszkowska Öberg
Q4991167,Karin Östergren
Q5218897,Daniel Tarschys
Q5546483,Stig Alftin
Q5547383,Harald Almgren
Q5548100,Peter Althin
Q5551491,Erik Adamsson
Q5555156,Karl-Gustav Andersson
Q5556543,Owe Andréasson
Q5556677,Gunnar Andrén
Q5559774,Otto von Arnold
Q5575977,Per Bill
Q5583890,John Bouvin
Q5602814,Nils Carlshamre
Q77555,Walburga Habsburg Douglas
Q271468,Gudrun Schyman
Q369024,Lars Werner
Q460539,Cecilia Wikström
Q460597,Anna Ibrisagic
Q517960,Lotta Hedström
Q520956,Ulf Holm
Q97097194,Kerstin Nilsson
Q98937434,Arne Andersson
Q97971246,Margareta Persson
Q97772191,Olle Larsson
Q98415201,Krister Andersson
Q99373635,Ingrid Olsson
Q97046134,Rune Johnsson
Q97097221,Raul Blücher
Q97154361,Holger Bergman
Q97155940,Jan-Eric Virgin
Q97156005,Sigvard Persson
Q97258376,Barbro Nilsson
Q97461195,Åsa Strömbäck-Norrman
Q97777868,Rebwar Hassan
Q97823701,Torgny Johansson
Q97838827,Katja Larsson
Q97971226,Rolf Edlund
Q98271096,Ulla Bouvin
Q98271408,Sten Söderpalm-Berndes
Q98281504,Björn Eliasson
Q98556497,Eivor Nilsson
Q99363797,Åke Bergbäck
Q99836915,Inge Ståhlgren
Q104215586,Gustav Schyllert
Q104215982,Margareta Wallin-Johansson
Q105414501,Nicklas Attefjord
Q106559819,Ingrid Fägersten
Q106560063,Thor Mattisson
Q106582866,Lena Wallgren
Q106785041,Daniel Färm
Q107413452,Bertil Borglund
Q3373340,Leif Jakobsson
Q3373032,Louise Malmström
Q3373324,Marie Granlund
Q3373659,Christina Oskarsson
Q3374576,Christina Zedell
Q3374751,Caroline Helmersson Olsson
Q3544279,Karin Enström
Q4118653,Abir Al-Sahlani
Q4895688,Bertil Johansson
Q4559562,Jessica Polfjärd
Q4607561,Kristina Zakrisson
Q4730772,Allan Larsson
Q4767227,Anna Lilliehöök
Q4767224,Anna Lindgren
Q4768600,Anne Marie Brodén
Q4769497,Annika Nilsson
Q4919750,Björn Leivik
Q4935739,Barbro Andersson Öhrn
Q5950878,Percy Liedholm
Q5956750,Jan Lindholm
Q5957403,Bengt Lindqvist
Q5978433,Bo Martinsson
Q5992996,Lars Moquist
Q6000480,Alvar Mårtensson
Q6004883,Eric Nelander
Q6007973,Pyry Niemi
Q6009920,Börje Nilsson
Q6019483,Arne Nygren
Q6027267,Kalle Olsson
Q3374466,Björn Rosengren
Q6011492,Olof Nilsson
Q20760558,Carl Svensson
Q3370194,Sven-Erik Österberg
Q4991027,Annika Åhnberg
Q5619080,Gunnar Lund
Q5937929,Kjell Larsson
Q1232072,Jan O. Karlsson
Q3296958,Leif Pagrotsky
Q4959140,Maj-Inger Klingvall
Q4990768,Ingegerd Wärnersson
Q104215963,Åsa Hartzell
Q106349346,Annika Öhrström
Q106625850,John Rignell
Q107364088,Mohamoud M. Enow
Q108525972,Anna-Belle Strömberg
Q70588456,Mattias Karlsson
Q70994131,Mats Berglund
Q97854776,Johan Andersson
Q97065045,Rolf Andersson
Q63869806,Hampus Hagman
Q65499866,Alexander Christiansson
Q97263333,Erik Olsson
Q70529257,Arin Karapet
Q71057524,Ulrika Jörgensen
Q71131299,Ann-Sofie Lifvenhage
Q97971268,Ulf Löfgren
Q97971269,Nils Häggström
Q97012473,Rune Pettersson
Q97119947,Barbro Nilsson
Q96324330,Ulrika Thulin
Q96982125,Arne Fransson
Q96983325,Filip Johansson
Q96983918,Elvy Nilsson
Q97031152,Ann Mari Laag
Q97039437,Gösta Gustafsson
Q97050936,Margit Odelsparr
Q97097177,Ingrid Segerström
Q97824072,Greger Tidlund
Q97971256,Yngve Wernersson
Q98530561,Johanna Rantsi
Q98556988,Josef Axelsson
Q98668821,Ingalill Ekholm-Frank
Q99342645,Marie Wickberg
Q99419703,Marianne Beyer
Q4975172,Birgit Rodhe
Q6033276,Sture Palm
Q6033286,Sverre Palm
Q6039297,Peter Pedersen
Q6043314,Leo Persson
Q6043337,Magnus Persson (politiker)
Q6045358,Esse Petersson
Q6045408,Hans Petersson
Q6052911,Åke Polstam
Q6053983,Bruno Poromaa
Q6062372,Per Ramhorn
Q6072812,Stig Rindborg
Q6079130,Bengt Rosén
Q6080471,Birger Rosqvist
Q4954452,Elisabet Holm
Q4962326,Hedda Lindahl
Q6077653,Sven Romanus
Q297275,Hans Blix
Q5604013,Hadar Cars
Q4987638,Anitha Bondestam
Q3431988,Ulf Adelsohn
Q4753755,Anders Dahlgren
Q4990079,Marianne Wahlberg
Q5708784,Ingemar Eliasson
Q60971016,Gerhard Larsson
Q5717497,Ulf Eriksson
Q5777857,Lars Gustafsson
Q5716200,Dan Eriksson
Q5603522,Valdo Carlström
Q5616901,Torgny Danielsson
Q5618676,Lars De Geer
Q5619373,Lennart Degerliden
Q5621490,Adnan Dibrani
Q5629023,Christer Eirefelt
Q5650816,Hans Wallmark
Q5711082,Arvid Enarsson
Q5716511,Henrik S. Järrel
Q5743710,Lennart Fridén
Q5750886,Pavel Gamov
Q5759675,Åke Gillström
Q5766619,Paul Grabö
Q5767496,Olle Grahn
Q5783589,Robert Halef
Q5802833,Allan Hernelius
Q5807574,Lars Hjertén
Q5820191,Per Olof Håkansson
Q5820955,Kenth Högström
Q5826571,Jonas Jacobsson Gjörtler
Q5826586,Magnus Jacobsson
Q5886933,Larz Johansson
Q4753949,Anders Wiklund
Q4935870,Magdalena Andersson
Q4563087,Karin Åström
Q4693157,Agneta Berliner
Q4693168,Agneta Ringman
Q4753779,Anders G. Högmark
Q4766189,Ann-Marie Fagerström
Q4767161,Anna Kinberg Batra
Q4769201,Annicka Engblom
Q4859750,Barbro Hietala Nordlund
Q4859748,Barbro Feltzing
Q4887285,Clas-Göran Carlsson
Q4916292,Birgitta Carlsson
Q4935587,Christel Anderberg
Q4935981,Gunilla André
Q4936116,Acko Ankarberg Johansson
Q4938354,Astrid Bergegren
Q4938333,Lilly Bergander
Q4939376,Eva Björne
Q4939882,Gunhild Bolander
Q4939904,Sigrid Bolkéus
Q4940591,Agneta Brendt
Q4940657,Cecilia Brinck
Q4941267,Ingrid Burman
Q946708,Jens Holm
Q2954414,Göran Karlsson
Q865171,Birger Schlaug
Q960693,Lennart Daléus
Q1357206,Gunnar Hökmark
Q2029704,Jonas Sjöstedt
Q3271292,Anton Abele
Q3358494,Lars Mejern Larsson
Q3358814,Raimo Pärssinen
Q3370093,Pia Nilsson
Q3370155,Phia Andersson
Q3373667,Fredrik Olovsson
Q3375804,Berit Högman
Q96309257,Stefan Wikén
Q96775388,Bror Engström
Q96982284,Alma Olsson
Q97013129,Sonja Fredgardh-Svensson
Q97030883,Tyra Johansson
Q97097168,Jan Prytz
Q97778021,Annika Duàn
Q97786913,Inger Fredriksson
Q97824077,Curt Linderoth
Q97965511,Bengt-Göran Hansson
Q97971262,Maria Hed
Q98271350,Birgitta Budd
Q98528070,Börje Runesson
Q101093736,Gudrun Nordborg
Q103821442,Solange Olame Bayibsa
Q104215826,Cecilia Dahl
Q104215904,Catarina Deremar
Q106350428,Birgitta Källman
Q108598507,Margareta Fransson
Q108713160,Stefan Plath
Q21717750,Magnus Johansson
Q25935880,Peter Helander
Q213126,Lars Isovaara
Q406161,Blenda Ljungberg
Q486892,Hanna Zetterberg
Q518776,Jimmie Åkesson
Q574782,Anti Avsan
Q21694244,Göran Engström
Q21745484,Åke Sundqvist
Q21717748,Göran R. Hedberg
Q21759277,Hans Lindforss
Q30000227,Roland Gustbée
Q30035682,Jamal El-Haj
Q31685086,Ove Eriksson
Q42393729,Axel Hallberg
Q50353141,Yasmine Posio
Q97039443,Lars-Åke Larsson
Q54365860,Jacob Sandgren
Q56229207,Jeannette Escanilla
Q56925588,Sara Gille
Q57280146,Pia Steensland
Q60144183,Eric Palmqvist
Q60823070,Sofia Nilsson
Q62287119,Tomas Kronståhl
Q70589038,Noria Manouchi
Q71059733,Eric Westroth
Q71063276,Anne Oskarsson
Q71132178,Martina Johansson
Q71340705,Ingemar Kihlström
Q97824059,Björn Lind
Q97911803,Christina Andersson
Q5799445,Johannes Hellner
Q5811763,Fredrik Holmquist
Q6085444,Värner Rydén
Q1727737,Karin Andersson
Q4723287,Alfred Petersson
Q4959336,Karin Kock
Q5360742,Eliel Löfgren
Q5996964,Ingemar Mundebo
Q6340136,Jan-Erik Wikström
Q4990642,Eva Winther
Q6061623,Ove Rainer
Q4352320,Claes Elmstedt
Q5590197,Staffan Burenstam Linder
Q5616559,Georg Danell
Q6255950,Nils G. Åsling
Q4982841,Ulla Tillander
Q468538,Karin Söder
Q3658738,Carl Axel Petri
Q5817889,Erik Huss
Q6244910,Rolf Wirtén
Q3375074,Anders Karlsson
Q3374305,Yngve Holmberg
Q1581082,Hans Linde
Q1910868,Matz Hammarström
Q2029325,Gustav Fridolin
Q2476427,Sinikka Bohlin
Q2846537,Andres Küng
Q3041165,Sten Nordin
Q3055894,Yilmaz Kerimo
Q3363839,Carin Runeson
Q3370127,Susanne Eberstein
Q3372906,Kerstin Haglö
Q3372970,Kurt Kvarnström
Q3374704,Carina Hägg
Q3675520,Fredrik Malm
Q3742553,Göran Pettersson
Q21567824,Anders Andersson
Q21503959,Stefan Nilsson
Q26211839,Tobias Andersson
Q21567756,Stig Gustafsson
Q18600515,Daniel Bäckström
Q21567761,Hugo Andersson
Q6241308,Bengt Wiklund
Q6243875,Håkan Winberg
Q6247957,Niklas Wykman
Q10667542,Sigge Godin
Q10720409,Wivi-Anne Cederqvist
Q15992158,Linus Bylund
Q16616153,Kristina Yngwe
Q16623762,Kristina Winberg
Q18202390,Maria Strömkvist
Q18202361,Sofia Fölster
Q18238235,Nooshi Dadgostar
Q18238432,Dennis Dioukarev
Q18239164,Tina Ghasemi
Q18243057,Eric Johanson
Q18243097,Lotta Johnsson Fornarve
Q18243354,Elisabet Knutsson
Q18243576,Birger Lahti
Q18243811,Veronica Lindholm
Q18246234,Cassandra Sundin
Q18275046,Jennie Åfeldt
Q18451520,Lawen Redar
Q19976447,Jonny Cato
Q21567757,Inga Lantz
Q21567814,Christoffer Dulny
Q21567754,Sture Thun
Q21567856,Pether Nordblad
Q21572126,Arne Mellqvist
Q21731240,Krister Skånberg
Q21733317,Oswald Söderqvist
Q22923559,Camilla Hansén
Q29059095,Sultan Kayhan
Q30035685,Ida Ekeroth
Q30035688,Heidi Karlsson
Q6085404,Rune Rydén
Q6091847,Jan Sandberg
Q6196053,Roland Sundgren
Q6199002,Olle Svensson
Q6203734,Erkki Tammenoksa
Q6209165,Rune Thorén
Q6210672,Roger Tiefensee
Q6212236,Lars Tobisson
Q5778433,Rune Gustavsson
Q6338909,Josef Weijne
Q6216923,Bo Turesson
Q1347731,Per Ahlmark
Q3742570,Johannes Antonsson
Q4967758,Britt Mogård
Q6169057,Axel Schotte
Q6009015,Erik Nilson
Q1267,Dag Hammarskjöld
Q6220743,Roland Utbult
Q6237325,Olle Westberg
Q6241709,Rune Wikström
Q6245387,Bengt Wittbom
Q6248237,Erik Wärnberg
Q6255280,Jonas Åkerlund
Q6328008,Johnny Skalin
Q6333187,Tommy Ternemar
Q10575345,Magnus Sjödahl
Q16633235,Peter Lundgren
Q16595953,Lina Nordquist
Q16633048,Hannes Hervieu
Q18202415,Alexandra Völker
Q17265833,Robert Hannah
Q18169826,Sotiris Delis
Q18202414,Anna Wallentheim
Q18202338,Paula Holmqvist
Q18238286,Sofia Damm
Q18238607,Aron Emilsson
Q18242990,Stefan Jakobsson
Q3430804,Bengt Berg
Q3674337,Gulan Avci
Q3798648,Inge Garstedt
Q4354795,Mikaela Valtersson
Q4605902,Erling Wälivaara
Q4765636,Anita Sidén
Q4768099,Anne-Marie Pålsson
Q4934300,Amanda Agestav
Q4934552,Rigmor Ahlstedt
Q4936057,Kerstin Anér
Q4936231,Ylva Annerstedt
Q4937165,Barbro Backberger
Q4938111,Eva Bengtson Skogsberg
Q4938643,Hannah Bergstedt
Q4938680,Harald Bergström
Q4939177,Britta Bjelle
Q4939326,Lola Björkquist
Q4942378,Margareta Cederfelt
Q4944871,Esabelle Dingizian
Q4944866,Rossana Dinamarca
Q4947860,Maria Ferm
Q4950012,Birgitta Gidblom
Q4951588,Stina Gustavsson
Q1681577,Jan Andersson
Q2438833,Hans Olsson
Q3373277,Lars Johansson
Q3373346,Leif Pettersson
Q3496488,Olle Schmidt
Q937985,Sören Wibe
Q1040479,Carl Schlyter
Q2934817,Camilla Lindberg
Q3363818,Catharina Bråkenhielm
Q3370145,Peter Jeppsson
Q3374237,Helén Pettersson
Q3374499,Gunilla Carlsson
Q3374555,Jan-Olof Larsson
Q3374587,Gunnar Sandberg
Q3847069,Lars Lilja
Q4354054,Tuve Skånberg
Q4972485,Elisabeth Persson
Q4958167,Sara Karlsson
Q4970175,Marie Nordström
Q4961080,Ewa Larsson
Q4944211,Siri Dannaeus
Q4945703,Margitta Edgren
Q4948092,Lotta Finstorp
Q4948395,Margareta Fogelberg
Q4949005,Helena Frisk
Q4949515,Ingela Gardner Sundström
Q4951444,Penilla Gunther
Q4951586,Inger Gustavsson
Q4951698,Kersti Gylling
Q4952016,Ulla-Britt Hagström
Q4952898,Ingrid Hasselström Nyvall
Q4953475,Solveig Hellquist
Q4953741,Kerstin Hermansson
Q4953866,Inger Hestvik
Q4953894,Shadiye Heydari
Q4955350,Margot Håkansson
Q4955982,Karin Israelsson
Q4956643,Isabella Jernbeck
Q4957198,Eva Johnsson
Q4961125,Margareta Gunsdotter Hayes
Q4962158,Gunnel Liljegren
Q4962686,Åsa Lindestam
Q4962846,Britt-Marie Lindkvist
Q4963592,Margareta Lorentzen
Q4968703,Ingela Mårtensson
Q4970036,Lise Nordin
Q4970153,Charlotte Nordström
Q4970171,Kristina Nordström
Q4970595,Ingela Nylund Watz
Q4971176,LiseLotte Olsson
Q4971770,Barbro Wagenius
Q4972450,Anita Persson
Q21561351,Jens Eriksson
Q21544248,Hans Petersson
Q17426180,Rune Johansson
Q27107494,Anna Vikström
Q16649506,Knut Johansson
Q6256938,Bertil Öhvall
Q16162546,Paula Bieler
Q18238133,Fredrik Christensson
Q18242588,Annika Hirvonen
Q18245379,Roger Richtoff
Q18245726,Daniel Sestrajcic
Q18246258,Håkan Svenneling
Q18335045,Emma Wallrup
Q18923356,Jesper Skalberg Karlsson
Q19521136,Håkan Hansson
Q19977330,Hanna Westerén
Q20652801,Magnus Ek
Q21553922,Margareta Nachmanson
Q21561347,Patrik Lundqvist
Q21567822,Åke Wictorsson
Q21567840,Boel Lindén
Q21567858,Nils Berndtson
Q21572121,Margit Sandéhn
Q21572128,Peter Jutterström
Q21694233,Gustav Persson
Q26305110,Lena Rådström Baastad
Q29059638,Marie Olsson
Q29059703,Camilla Mårtensen
Q30035697,Alexandra Anstrell
Q30035700,Anders Österberg
Q30035701,Crister Spets
Q4981208,Ingrid Sundberg
Q4972552,Margareta Persson
Q4991038,Anna Åkerhielm
Q4973390,Marietta de Pourbaix-Lundin
Q4973765,Saila Quicklund
Q4974516,Yoomi Renström
Q4974616,Anne Rhenman
Q4975541,Helena Hillar Rosenqvist
Q4980135,Anna Steele
Q4980790,Magdalena Streijffert
Q4981668,Mia Sydow Mölleby
Q4981717,Caroline Szyber
Q4982683,Inga Thorsson
Q4982902,Tone Tingsgård
Q4982955,Gunilla Tjernberg
Q4984712,Lilian Virgin
Q4987091,Lena Asplund
Q4988873,Mona Jönsson
Q4990128,Anna Wallén
Q4990159,Gunnel Wallin
Q4990247,Karin Wegestål
Q4990430,Birgitta Wichne
Q4990451,Cecilia Widegren
Q4991011,Åsa Ågren Wikström
Q4991101,Lena Ödeen
Q4991125,Lena Öhrsvik
Q4991178,Rosa Östh
Q4956917,Birgitta Johansson
Q4971169,Lena Olsson
Q4951929,Catharina Hagen
Q4952263,Isa Halvarsson
Q4953633,Emma Henriksson
Q4955456,Helena Höij
Q4955783,Margó Ingvardsson
Q4957340,Annika Jonsell
Q4959880,Astrid Kristensson
Q4961042,Anna-Kerstin Larsson
Q4962726,Else-Marie Lindgren
Q4967716,Anita Modin
Q4970253,Liza-Maria Norlin
Q4970689,Ingrid Näslund
Q4971799,Margareta Palmqvist
Q4972614,Ewa Hedkvist Petersen
Q4972961,Karin Pilsäter
Q4976146,Birgitta Rydle
Q4976825,Kerstin Sandborg
Q4977750,Inger Schörling
Q4980351,Rigmor Stenmark
Q4981479,Karin Svensson Smith
Q4982318,Cecilie Tenfjord-Toftby
Q4982739,Gunbjörg Thunvall
Q4984640,Jessika Roswall
Q4935905,Monica Andersson
Q4692974,Agne Hansson
Q4765559,Anita Jönsson
Q4768959,Annelie Enochson
Q4794608,Arne Kjörnsberg
Q4859755,Barbro Westerholm
Q4895710,Bertil af Ugglas
Q4919772,Björn Söder
Q4935919,Ruth Andersson
Q4936001,Kia Andreasson
Q4936668,Eva Arvidsson
Q4937530,Helena Bargholtz
Q4938434,Inga Berggren
Q4938708,Stina Bergström
Q4938815,Bonnie Bernström
Q4939232,Charlotta L. Bjälkebring
Q4940228,Lena Boström
Q4941068,Katarina Brännström
Q4942281,Bodil Valero
Q4943175,Åsa Coenraads
Q4944024,Camilla Dahlin-Andersson
Q4946369,Stina Eliasson
Q4946932,Gunvor G. Ericson
Q4949338,Ann-Kristin Føsker
Q4951217,Roza Güclü Hedin
Q4990909,Eva Zetterberg
Q4963176,Blenda Littmarck
Q4963832,Ingrid Ludvigsson
Q4963957,Inger Lundberg
Q4971355,Ulla Orring
Q4971571,Britta Rådström
Q4972478,Catherine Persson
Q4972780,Ulla Pettersson
Q4974444,Sonja Rembo
Q4975009,Fanny Rizell
Q4975354,Ingrid Ronne-Björkqvist
Q4979909,Lisbeth Staaf-Igelström
Q4981100,Marianne Stålberg
Q4981435,Stina Svegland
Q4981619,Kersti Swartz
Q4981700,Ilona Szatmári Waldau
Q4981914,Anna-Lena Sörenson
Q4981918,Birthe Sörestedt
Q4982361,Solveig Ternström
Q4984508,Iréne Vestlund
Q4987958,Ulrika Heie
Q4988425,Gerd Engman
Q4989123,Elin Lundgren
Q4989135,Ulla Löfgren
Q4989732,Anna-Greta Skantz
Q4990657,Birgitta Wistrand
Q4990848,Mariann Ytterberg
Q5719585,Gustaf von Essen
Q5603083,Erik Carlsson
Q5600483,Erik Börjesson
Q5554395,Elis Andersson
Q5577926,Lars Björkman
Q5717329,Stig Eriksson
Q5039758,Carl-Erik Skårman
Q5109199,Christer Nylander
Q5348198,Egon Andreasson
Q5543002,Tage Adolfsson
Q5543495,Per Arne Aglert
Q5544289,Lars Ahlström
Q5546459,Thoralf Alfsson
Q5547873,Lennart Alsén
Q5554868,Jan R. Andersson
Q5557659,Sven Antby
Q5560456,Bo Arvidson
Q5570215,Hugo Bengtsson
Q5596130,Lars Beckman
Q5603399,Sivert Carlsson
Q5609071,Paul Ciszuk
Q5609574,Rolf Clarkson
Q5617414,Hans Dau
Q5626645,Göran Norlander
Q5708826,Lars Eliasson
Q5716490,Henrik Ripa
Q5716833,Lars Eriksson
Q5719102,Arvid Eskel
Q5723350,Mahmood Fahmi
Q5731096,Bo Finnkvist
Q5740878,Jan-Olof Franzén
Q5742215,Torsten Fredriksson
Q98667808,Stina Andersson
Q96309958,Lars Jilmstad
Q96323903,Mona Ritzén
Q96323930,Elsemarie Bjellqvist
Q96678352,Monika Lövgren
Q96775434,Sven-Eric Åkerfeldt
Q97013163,Märta Fredrikson
Q97030645,Lennart Bladh
Q97045791,Ella Johnsson
Q97065553,Karin Flodström
Q97065567,Karl-Gustaf Mathsson
Q97943815,Ina Järlesjö
Q97971343,Abraham Halef
Q98271113,Silwa Cedell
Q98271148,My Gillberg
Q98556473,Torsten Sandberg
Q98744750,Marcus Jonsson
Q98837514,Hans-Eric Andersson
Q104215541,Melker Strand
Q104215861,Lotta Jonsson
Q104215884,Lars-Erik Soting
Q106350110,Sigrid Danielsson
Q107395700,Michael Lund
Q326524,Göran Lindblad
Q61103104,Katja Nyberg
Q262285,Lars Ohly
Q269859,Åsa Westlund
Q441891,C.-H. Hermansson
Q444680,Elisebeht Markström
Q73918460,Lars Andersson
Q97039609,Kerstin Andersson
Q39871399,Paula Örn
Q54365869,Leif Hård
Q56640168,Leila Ali Elmi
Q56706638,Mattias Ingeson
Q57168632,Juno Blom
Q57168784,Jessica Wetterling
Q57168927,Mats Wiking
Q57297792,Joakim Järrebring
Q59243589,Fredrik Stenberg
Q59243593,Maria Jacobsson
Q62287016,Nermina Mizimovic
Q98668554,Åke Svensson
Q63741595,Tony Haddou
Q64684689,Andreas Lennkvist Manriquez
Q70899253,Matheus Enholm
Q71064125,Per Schöldberg
Q71465386,Denis Begic
Q4947014,Eva Eriksson
Q4355135,Per Landgren
Q4575538,Inger Nordlander
Q4693160,Agneta Lundberg
Q4750415,Ana Maria Narti
Q4766168,Ann-Charlotte Hammar Johnsson
Q4767194,Anna König Jerlmyr
Q4830255,Axel Darvik
Q4894082,Berndt Ekholm
Q4894089,Berndt Sköldestig
Q4895681,Bertil Fiskesjö
Q4919729,Björn Hamilton
Q4933704,Tina Acketoft
Q4935876,Majvi Andersson
Q4939797,Britt Bohlin
Q4941329,Ebba Busch
Q4941539,Berit Bölander
Q4942003,Willemo Carlsson
Q4944157,Britt-Marie Danestig
Q4944811,Ingrid Diesen
Q4945880,Tina Ehn
Q4946998,Berith Eriksson
Q4947558,Karin Falkmer
Q4948373,Eva Flyborg
Q4948688,Bodil Francke Ohlsson
Q4948794,Rose-Marie Frebran
Q4949356,Ida Gabrielsson
Q4949792,Margit Gennser
Q4951954,Ann-Cathrine Haglund
Q4952297,Birgitta Hambraeus
Q5891935,Peter Jonsson
Q5972016,Göran Magnusson
Q5938604,Roland Larsson
Q5891990,Rune Jonsson
Q5828563,Arne Jansson
Q5778392,Lennart Gustavsson
Q5781437,Roger Haddad
Q5781951,Lars-Ove Hagberg
Q5796014,Carl Erik Hedlund
Q5812045,Lennart Holmsten
Q5819040,Eric Hägelmark
Q5855550,Per-Ola Eriksson
Q5885773,Carl-Axel Johansson
Q5891385,Anders Jonsson i Mora
Q5891398,Anders W. Jonsson
Q5893947,Thomas Julin
Q5906758,Ulf Kero
Q5917980,Lennart Kollmats
Q5919846,Ronny Korsberg
Q5933636,Jarl Lander
Q5950329,Bertil Lidgard
Q5956278,Ulrik Lindgren
Q5956968,Oskar Lindkvist
Q5972347,Osama Ali Maher
Q5973694,Niclas Malmberg
Q5978301,Jerry Martinger
Q5983177,Ian Wachtmeister
Q5983926,Ulf Melin
Q5991010,Per-Richard Molén
Q5553993,Arne Andersson
Q5584928,Erik Brandt
Q5556026,Sten Andersson
Q4988712,Carina Herrstedt
Q4989071,Marta Lindberg
Q4990089,Marie Wahlgren
Q4990144,Maj-Britt Wallhorn
Q4990884,Solveig Zander
Q4991197,Sermin Özürküt
Q5039749,Carl-Axel Roslund
Q5541652,Karl Gustav Abramsson
Q5548875,Jabar Amin
Q5555982,Sivert Andersson
Q5563089,Gunnar Axén
Q5568994,Lennart Beijer
Q5572155,Sten Bergheden
Q5573006,Jan Bergqvist
Q5573582,Sven Bergström
Q5576113,Knut Billing
Q5576993,Gunnar Biörck
Q5584861,Claes-Göran Brandin
Q5587157,Johan Brohult
Q5588253,Paul Brundin
Q5589038,Roland Brännström
Q4958119,Kristina Nilsson
Q4958187,Ulrika Karlsson
Q4951395,Britta Gunnarsson
Q4952585,Birgit Hansson
Q4956353,Laila Jansson
Q4957371,Margit Jonsson
Q4957699,Christine Jönsson
Q4959318,Inger Koch
Q4960997,Sofia Larsen
Q4961406,Helena Leander
Q4962867,Inger Lindquist
Q4963953,Carin Lundberg
Q4964077,Kajsa Lunderquist
Q4966043,Eivor Marklund
Q4968706,Iris Mårtensson
Q4968791,Margareta Mörck
Q4969998,Gunilla Nordgren
Q4971046,Laila Olsen
Q4971428,Irene Oskarsson
Q4971412,Yvonne Oscarsson
Q4971741,Veronica Palm
Q4974484,Inger René
Q4976518,Mona Saint Cyr
Q4976818,Yvonne Sandberg-Fries
Q4980571,Maria Stockhaus
Q4981553,Suzanne Svensson
Q4981674,Tullia von Sydow
Q4982413,Ewa Thalén Finné
Q563289,Mikael Jansson
Q3358763,Monica Green
Q1681740,Jan Ericson
Q701382,Björn von der Esch
Q719015,Mikael Odenberg
Q728197,Per Olof Sundman
Q964124,Lennart Sacrédeus
Q980319,Per Gahrton
Q3359013,Kent Härstedt
Q3369160,Tommy Waidelich
Q3373169,Kenneth G. Forslund
Q6044981,Eric Peterson
Q6027303,Kent Olsson
Q6197330,Ingvar Svanberg
Q6012166,Ulf Nilsson
Q6009843,Birger Nilsson
Q6034916,Nikos Papadopoulos
Q6009961,Carl G. Nilsson
Q6010368,Gustav Nilsson
Q6010812,Kaj Nilsson
Q6015678,Harald Nordlund
Q6016028,Ove Nordstrandh
Q6016840,Patrik Norinder
Q6047368,Sixten Pettersson
Q6063791,Karl Rask
Q6066319,Carl Göran Regnéll
Q6067574,Eric Rejdnell
Q6071900,Edward Riedl
Q6072936,Per-Eric Ringaby
