wiki_id,location
Q5718519,Sanne
Q19976514,Malmö
Q5924265,Eskilstuna
Q5938531,Viggetorp
Q5553916,Källtorp
Q5937815,Gallstad
Q6016802,Kragenäs
Q6016802,Röa
Q6039760,Öster-Edsvik
Q110321926,Malmö
Q104851791,Hennickehammar
Q5548121,Västerås
Q105046298,Stensdalen
Q6096470,Forsby
Q5588019,Färjestad
Q5588019,Långbanshyttan
Q110401403,Hägersten
Q6196285,Söderby
Q6197989,Malmö
Q6198270,Högsjöhult
Q6239905,Östersund
Q5718524,Vallsta
Q6336122,Falun
Q5937823,Göteborg
Q5976011,Skogen
Q6241288,Brattfors
Q5553568,Hälla
Q5555650,Nordanå
Q5555650,Malmö
Q5555650,Burlöv
Q5556212,Bråborg
Q5603432,Falun
Q5570240,Bjärnalt
Q5553974,Gisselås
Q5556244,Mellanköpinge
Q5570288,Göteborg
Q5579524,Kalix-Bredvik
Q5578534,Örsjö
Q5577789,Groeryd
Q5616069,Västervik
Q5717854,Främlinge
Q5552957,Hårsbäck
Q5553950,Intagan
Q5554710,Nöbbelöv
Q5554710,Västra Nöbbelöv
Q5554710,Skivarp
Q5555349,Lindome
Q5555443,Igelboda
Q5558249,Kalix
Q5558924,Åstorp
Q5560626,Gothem
Q5568860,Norrtälje
Q5572477,Forsed
Q5580519,Uppsala
Q5580635,Falköping
Q5603007,Carlsro
Q5603080,Västerås
Q5603467,Malmberget
Q5603467,Skåre
Q5603467,Frosterud
Q5708904,Moholm
Q5718494,Buska
Q5718494,Hede
Q5701778,Mörlanda
Q5555679,Malmö
Q6043460,Vadensjö
Q6026482,Mårdäng
Q6157673,Knislinge
Q6187601,Staxäng
Q6196280,Söderby
Q6198949,Olseröd
Q105072405,Vallby
Q45896660,Stockholm
Q5971704,Hunna
Q6026229,Göteborg
Q6042628,Rinna
Q105065199,Klovsta
Q6177984,Skövde
Q6238086,Hagsta
Q6256634,Tollsta
Q6046613,Dahl
Q5822164,Ränneslöv
Q5938457,Mörtlösa
Q5958323,Långnäs
Q5583930,Sala
Q5583930,Hedemora
Q5575098,Mångbyn
Q5581616,Blomstermåla
Q5572576,Visby
Q5891755,Hå
Q6010354,Vibberbo
Q5901397,Munkedal
Q5887336,Edsbyn
Q5912025,Stockholm
Q5938515,Fole
Q5968584,Falun
Q5968584,Stockholm
Q6009646,Rinkaby
Q6011383,Vrängebol
Q6026783,Kyrkebol
Q6011367,Karlstad
Q6027369,Vallsta
Q5573548,Stockholm
Q6027578,Rödningsberg
Q110654970,Rönna
Q6009684,Norrlångträsk
Q5577394,Stockholm
Q6172756,Kristianstad
Q110621758,Södra Vram
Q5571913,Sundsvall
Q5581360,Malmö
Q5708322,Arboga
Q5708322,Stockholm
Q5977935,Oskar-Fredriksborg
Q6011642,Råby
Q6026493,Tyllered
Q6011309,Östra Äspinge
Q6085588,Visby
Q6178458,Motala
Q6201132,Hörby
Q6009712,Lönsboda
Q6158754,Ättersta
Q6093486,Lidköping
Q6045499,Runtorp
Q6043112,Tidaholm
Q6017706,Karlstad
Q5571271,Stockholm
Q1347810,Stockholm
Q5549004,Mariestad
Q5553680,Hasselbol
Q5554055,Kroken
Q5554283,Malmö
Q5554635,Sollebrunn
Q5554956,Raklösen
Q5556217,Resebo
Q5557228,Saltsjö-Duvnäs
Q5561342,Fagersta
Q5571323,Göteborg
Q5572863,Hedåker
Q5577378,Kristianstad
Q5577909,Lötens gård
Q5578265,Enköping
Q5585253,Dalkarlsberg
Q5586815,Visby
Q5588970,Lysekil
Q5555007,Alfredshem
Q4991099,Göteborg
Q3510888,Stockholm
Q5554485,Helgesta
Q5603110,Göteborg
Q5577534,Tryde
Q5591765,Bjurholm
Q5591765,Teg
Q4346188,Göteborg
Q5544009,Ala
Q5571894,Östmark
Q5603051,Stockholm
Q5591469,Sundsvall
Q5615440,Assarebyn
Q5627064,Uppsala
Q727985,Nynäs
Q4936029,Västerås
Q4983117,Kalmar
Q6026915,Broddbo
Q6044972,Gäddvik
Q6198101,Edum
Q6157386,Hammerdal
Q6139775,Öckerö
Q6042832,Borrby
Q6043007,Arboga
Q6093202,Gävle
Q6238370,Broby
Q6253724,Vadstena
Q6011376,Skärhus
Q6023517,Halmstad
Q6023601,Växjö
Q6026244,Torsby
Q6027677,Olebyn
Q6043440,Grytterud
Q6010733,Sorröd
Q6085955,Uppsala
Q6085955,Västerås
Q6027685,See
Q6157973,Gävle
Q6158007,Norrhyttan
Q6170702,Söderhamn
Q6240050,Norum
Q6243408,Söderhamn
Q5936769,Tullus
Q6046742,Ersbacken
Q5923219,Osby
Q5966088,Fredriksberg
Q5966166,Stordalen
Q6026716,Berg
Q6083441,Asmundtorp
Q5971906,Lervik
Q6000239,Trää
Q6028028,Åsen
Q6019506,Stockholm
Q5930881,Karlshamn
Q5937365,Norderön
Q5938418,Rödön
Q6016298,Stockholm
Q6026932,Ramsta
Q6045814,Gävle
Q6047015,Alvesta
Q6027671,Löräng
Q6158688,Frösvi
Q6158688,Frössvi
Q6039812,Åkarp
Q5789497,Ronneby
Q5554599,Gustavsberg
Q5553501,Stockholm
Q5554640,Sundsvall
Q5555601,Ollsjö
Q5575914,Stockholm
Q5591660,Uttersberg
Q5820037,Viskafors
Q5542896,Arvika
Q5542896,Gustafsvik
Q5554402,Bollnäs
Q5554402,Gävle
Q5554624,Kolstad
Q5557473,Stockholm
Q5568204,Harg
Q5573763,Stockholm
Q5573763,Umeå
Q5574112,Stockholm
Q5578043,Visby
Q5602498,Abrahamsgård
Q5602498,Stockholm
Q5614977,Filipstad
Q5627420,Nordmaling
Q5629675,Hults bruk
Q5733290,Ronneby
Q5803936,Åmål
Q6193111,Transtrand
Q6206359,Ramnäs
Q6199259,Ljungskile
Q6252260,Norrköping
Q6079195,Götene
Q6140353,Mörkhult
Q6045471,Broaryd
Q6046940,Södertälje
Q6140360,Eskilstuna
Q6178786,Kungsängen
Q6179436,Karskrona
Q6180672,Toarp
Q6214703,Valö
Q6229600,Gävle
Q6045435,Boestad
Q6200331,Stavsjöbruk
Q5617030,Halmstad
Q5785420,Hamra
Q5882474,Åsum
Q5946416,Norrköping
Q6042371,Västerås
Q5930999,Stockholm
Q5588146,Skepparslöv
Q5588689,Gyllerup
Q5956347,Kil
Q5713371,Kubikenborg
Q5716147,Ljusdal
Q5724207,Gravendal
Q5916602,Augerum
Q6022275,Gustavsberg
Q6026814,Krokom
Q5810812,Växjö
Q5725116,Södertälje
Q5945805,Göteborg
Q5605319,Timrå
Q6045007,Karlskrona
Q321521,Stockholm
Q52956,Stockholm
Q4753813,Vinstorp
Q4753813,Lomma
Q6241030,Karlstad
Q6001508,Djursholm
Q6020901,Äppelviken
Q6020901,Österfärnebo
Q6011634,Kärra
Q6077509,Östersund
Q6172122,Stockholm
Q6228037,Stockholm
Q52960,Stockholm
Q53633,Stockholm
Q53633,Uppsala
Q53626,Hanaskog
Q6198963,Malmberget
Q384847,Nolhaga
Q384847,Stockholm
Q6033580,Stockholm
Q6043805,Norrköping
Q6045216,Lidingö villastad
Q6039805,Norrsund
Q6045299,Dänningelanda
