name,party,district,chamber,start,end,occupation,gender,id,party_abbrev,twittername
Herman Kvarnzelius,Liberalerna,Västernorrlands län och Jämtlands län,Första kammaren,1919,1925,,man,herman_kvarnzelius_e5ceca,L,
Herman Lamm,Unknown f,Stockholms stad,Första kammaren,1919,1925,,man,herman_lamm_a64489,,
Herman Rogberg,Högerpartiet,Västerbottens län och Norrbottens län,Första kammaren,1919,1925,,man,herman_rogberg_d04dd2,M,
Hjalmar von Sydow,Högerpartiet,Stockholms stad,Första kammaren,1919,1925,,man,hjalmar_von_sydow_e77d3b,M,
Hugo Erik Gustaf Hamilton,Hugo Erik Gustaf Hamilton,Älvsborgs län,Första kammaren,1919,1925,,man,hugo_erik_gustaf_hamilton_84c8ff,,
Ingebrekt Bergman,Liberalerna,Västernorrlands län och Jämtlands län,Första kammaren,1919,1925,,woman,ingebrekt_bergman_e22652,L,
Isak Svensson,Liberalerna,Göteborgs och Bohus län,Första kammaren,1919,1925,,man,isak_svensson_23e629,L,
Ivan Pauli,Socialdemokraterna,Jönköpings län,Första kammaren,1919,1925,,man,ivan_pauli_8509b5,S,
J. Axel Träff,Socialdemokraterna,Östergötlands län med Norrköpings stad,Första kammaren,1919,1925,,,j_axel_traff_144d47,S,
J. P. Johansson,Liberalerna,Västernorrlands län och Jämtlands län,Första kammaren,1919,1925,,,j_p_johansson_a92c44,L,
J.G. Carlsson,Socialdemokraterna,Blekinge län och Kristianstads län,Första kammaren,1919,1925,,,jg_carlsson_3a87e7,S,
Jacob Larsson,Socialdemokraterna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1919,1925,,man,jacob_larsson_20cb28,S,
Jacob Spens,Högerpartiet,Jönköpings län,Första kammaren,1919,1925,,man,jacob_spens_05e068,M,
Jan Berglund,Socialdemokraterna,Stockholms stad,Första kammaren,1919,1925,,man,jan_berglund_c038a4,S,
Janne Walles,Socialdemokraterna,Västernorrlands län och Jämtlands län,Första kammaren,1919,1925,,man,janne_walles_555a90,S,
Johan Bernhard Johansson,Högerpartiet,Kronobergs och Hallands län,Första kammaren,1919,1925,,man,johan_bernhard_johansson_2e451f,M,
Johan Carlsson,Högerpartiet,Värmlands län,Första kammaren,1919,1925,,man,johan_carlsson_eb380b,M,
Johan Johansson,Bondeförbundet,Älvsborgs län,Första kammaren,1919,1925,,man,johan_johansson_b77a05,C,
Johan Nilsson,Socialdemokraterna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1919,1925,,man,johan_nilsson_9f19c4,S,
Johan Nilsson,Högerpartiet,Blekinge län och Kristianstads län,Första kammaren,1919,1925,,man,johan_nilsson_62c508,M,
John Almkvist,Liberalerna,Västerbottens län och Norrbottens län,Första kammaren,1919,1925,,man,john_almkvist_2702e5,L,
John Jeansson,Högerpartiet,Kalmar läns norra och södra landstingsområden samt Gotlands län,Första kammaren,1919,1925,,man,john_jeansson_892ab0,M,
Jonas Andersson,Högerpartiet,Gävleborgs län med Gävle stad,Första kammaren,1919,1925,,man,jonas_andersson_1e3143,M,
Jöns Jönsson,Högerpartiet,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1919,1925,,man,jons_jonsson_6a305c,M,
Jöns Pålsson,Liberalerna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1919,1925,,man,jons_palsson_bc6a0e,L,
K.G. Westman,Bondeförbundet,Östergötlands län med Norrköpings stad,Första kammaren,1919,1925,,,kg_westman_a44fd6,C,
Karl Andersson,Bondeförbundet,Östergötlands län med Norrköpings stad,Första kammaren,1919,1925,,man,karl_andersson_bad206,C,
Karl Andersson,Unknown f,Göteborgs och Bohus län,Första kammaren,1919,1925,,man,karl_andersson_bd61ee,,
Karl August Nilsson,Liberalerna,Värmlands län,Första kammaren,1919,1925,,man,karl_august_nilsson_56a7ac,L,
Karl Ekman,Högerpartiet,Jönköpings län,Första kammaren,1919,1925,,man,karl_ekman_86e690,M,
Karl Franzén,Socialdemokraterna,Värmlands län,Första kammaren,1919,1925,,man,karl_franzen_0572f7,S,
Karl Johan Alfred Gustafsson,Högerpartiet,Jönköpings län,Första kammaren,1919,1925,,man,karl_johan_alfred_gustafsson_3112e7,M,
Karl Sandegård,Socialdemokraterna,Älvsborgs län,Första kammaren,1919,1925,,man,karl_sandegard_0386d6,S,
Kerstin Hesselgren,Liberalerna,Göteborgs stad,Första kammaren,1919,1925,,woman,kerstin_hesselgren_040840,L,
Knut Ebbe von Geijer,,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1919,1925,,man,knut_ebbe_von_geijer_b99e32,,
Knut Heyman,Högerpartiet,Älvsborgs län,Första kammaren,1919,1925,,man,knut_heyman_9087a6,M,
Knut Tengdahl,Socialdemokraterna,Värmlands län,Första kammaren,1919,1925,,man,knut_tengdahl_c81a49,S,
Lars Gunnar Bodin,,Kalmar läns norra och södra landstingsområden samt Gotlands län,Första kammaren,1919,1925,,man,lars_gunnar_bodin_6ef86e,,
Leonard Tjällgren,Bondeförbundet,Västernorrlands län och Jämtlands län,Första kammaren,1919,1925,,man,leonard_tjallgren_03365e,C,
Ludvig Widell,Högerpartiet,Göteborgs och Bohus län,Första kammaren,1919,1925,,man,ludvig_widell_993196,M,
Manne Asplund,Socialdemokraterna,Västerbottens län och Norrbottens län,Första kammaren,1919,1925,,man,manne_asplund_03f75f,S,
Martin Svensson,Högerpartiet,Kronobergs och Hallands län,Första kammaren,1919,1925,,man,martin_svensson_bb89fe,M,
Mauritz Hellberg,Liberalerna,Värmlands län,Första kammaren,1919,1925,,man,mauritz_hellberg_a9a0e4,L,
Nils Anton Bondeson,Liberalerna,Kronobergs och Hallands län,Första kammaren,1919,1925,,man,nils_anton_bondeson_358500,L,
Nils Gabrielsson,Bondeförbundet,Västerbottens län och Norrbottens län,Första kammaren,1919,1925,,man,nils_gabrielsson_d696c3,C,
Nils Persson,Socialdemokraterna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1919,1925,,man,nils_persson_970d6e,S,
Nils Sigfrid Norling,Socialdemokraterna,Gävleborgs län med Gävle stad,Första kammaren,1919,1925,,man,nils_sigfrid_norling_4fff7b,S,
Nils Wohlin,Bondeförbundet,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1919,1925,,man,nils_wohlin_4c4980,C,
Olaus Pettersson,Liberalerna,Älvsborgs län,Första kammaren,1919,1925,,man,olaus_pettersson_ca3a6b,L,
Olof Bergqvist,Högerpartiet,Västerbottens län och Norrbottens län,Första kammaren,1919,1925,,man,olof_bergqvist_105047,M,
Olof Carlsson,Socialdemokraterna,Blekinge län och Kristianstads län,Första kammaren,1919,1925,,man,olof_carlsson_918589,S,
Olof Olsson,Socialdemokraterna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1919,1925,,man,olof_olsson_b30fa5,S,
Oscar Ericson,Bondeförbundet,Jönköpings län,Första kammaren,1919,1925,,man,oscar_ericson_93f481,C,
Oscar Herman August Fleming,Högerpartiet,Östergötlands län med Norrköpings stad,Första kammaren,1919,1925,,man,oscar_herman_august_fleming_d6ed4f,M,
Oscar Olsson,Socialdemokraterna,Örebro län,Första kammaren,1919,1925,,man,oscar_olsson_40a308,S,
Oskar Strutz,Liberalerna,Södermanlands och Västmanlands län,Första kammaren,1919,1925,,man,oskar_strutz_a9aacd,L,
Otto Strömberg,Högerpartiet,Stockholms län och Uppsala län,Första kammaren,1919,1925,,man,otto_stromberg_768186,M,
Paul Hellström,Liberalerna,Västerbottens län och Norrbottens län,Första kammaren,1919,1925,,man,paul_hellstrom_bc15b7,L,
Per Andersson,Bondeförbundet,Gävleborgs län med Gävle stad,Första kammaren,1919,1925,,man,per_andersson_0c2138,C,
Per Gustafsson,Bondeförbundet,Kronobergs och Hallands län,Första kammaren,1919,1925,,man,per_gustafsson_b27178,C,
Per Norin,Socialdemokraterna,Gävleborgs län med Gävle stad,Första kammaren,1919,1925,,man,per_norin_6fb234,S,
Petrus Nilsson,Bondeförbundet,Kalmar läns norra och södra landstingsområden samt Gotlands län,Första kammaren,1919,1925,,man,petrus_nilsson_21389a,C,
Rickard Sandler,Socialdemokraterna,Gävleborgs län med Gävle stad,Första kammaren,1919,1925,,man,rickard_sandler_6cd2f3,S,
Samuel Clason,Högerpartiet,Stockholms stad,Första kammaren,1919,1925,,man,samuel_clason_c5f7b2,M,
Sigfrid Hansson,Socialdemokraterna,Göteborgs och Bohus län,Första kammaren,1919,1925,,man,sigfrid_hansson_cf6f80,S,
Sten Stendahl,Högerpartiet,Stockholms stad,Första kammaren,1919,1925,,man,sten_stendahl_5b6e87,M,
Teodor Julin,Socialdemokraterna,Stockholms län och Uppsala län,Första kammaren,1919,1925,,man,teodor_julin_235f70,S,
Theodor Borell,Högerpartiet,Stockholms län och Uppsala län,Första kammaren,1919,1925,,man,theodor_borell_2a7faa,M,
Torsten Nothin,Socialdemokraterna,Södermanlands och Västmanlands län,Första kammaren,1919,1925,,man,torsten_nothin_edc2c2,S,
Torsten Ström,Socialdemokraterna,Skaraborgs län,Första kammaren,1919,1925,,man,torsten_strom_109518,S,
Ulrik Leander,Liberalerna,Blekinge län och Kristianstads län,Första kammaren,1919,1925,,man,ulrik_leander_2515d0,L,
William Linder,Socialdemokraterna,Blekinge län och Kristianstads län,Första kammaren,1919,1925,,man,william_linder_e1f017,S,
Åke Ingeström,Liberalerna,Värmlands län,Första kammaren,1919,1925,,man,ake_ingestrom_eea3fe,L,
Adolf Alexandersson,Liberalerna,Södra valkretsen,Andra kammaren,1921,1921,,man,adolf_alexandersson_f91ddf,L,
Adolf Hellberg,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,adolf_hellberg_e76612,S,
Adolf Janson,Liberalerna,Västra valkretsen,Andra kammaren,1921,1921,,man,adolf_janson_1e4de7,L,
Adolf Linus Lundström,Liberalerna,Södra valkretsen,Andra kammaren,1921,1921,,man,adolf_linus_lundstrom_7faf9a,L,
Adolf Wallerius,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,adolf_wallerius_2064d7,M,
Adolf Wiklund,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,adolf_wiklund_e7a7a2,M,
Adolv Olsson,Socialdemokraterna,Gästriklands valkrets,Andra kammaren,1921,1921,,,adolv_olsson_806943,S,
Albert Johansson,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,albert_johansson_171429,M,
Alexander Thore,Högerpartiet,Göteborgs stad,Andra kammaren,1921,1921,,man,alexander_thore_b8b8fc,M,
Alfred Lindström,,Södra valkretsen,Andra kammaren,1921,1921,,man,alfred_lindstrom_12a39d,,
Alfred Persson,Liberalerna,Norra valkretsen,Andra kammaren,1921,1921,,man,alfred_persson_ce1373,L,
Alfred Pettersson,Högerpartiet,Mellersta valkretsen,Andra kammaren,1921,1921,,man,alfred_pettersson_4b10fb,M,
Algot Sjöström,Socialdemokraterna,Göteborgs stad,Andra kammaren,1921,1921,,man,algot_sjostrom_bff82e,S,
Anders Anderson,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,anders_anderson_487650,S,
Anders Hansson,Socialdemokraterna,Mellersta valkretsen,Andra kammaren,1921,1921,,man,anders_hansson_5c16fa,S,
Anders Johan Bärg,Socialdemokraterna,Södra valkretsen,Andra kammaren,1921,1921,,man,anders_johan_barg_ca53af,S,
Anders Johan Johansson,Bondeförbundet,Östra valkretsen,Andra kammaren,1921,1921,,man,anders_johan_johansson_b23fcc,C,
Anders Lindgren,Bondeförbundet,Norra valkretsen,Andra kammaren,1921,1921,,man,anders_lindgren_7774c6,C,
Anders Olsson,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,anders_olsson_74bf16,S,
Anders Paulsen,Socialdemokraterna,Mellersta valkretsen,Andra kammaren,1921,1921,,man,anders_paulsen_42d3ae,S,
Anders Petter Gustafsson,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,anders_petter_gustafsson_a512b9,M,
Anders Victor Isaksson,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,anders_victor_isaksson_212897,M,
Anton Wikström,Liberalerna,Norra valkretsen,Andra kammaren,1921,1921,,man,anton_wikstrom_15e8a3,L,
Arthur Engberg,Socialdemokraterna,Malmö stad,Andra kammaren,1921,1921,,man,arthur_engberg_b389dd,S,
Arthur Wilhelm Gustafsson,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,arthur_wilhelm_gustafsson_d5fce5,M,
Arvid Andersson,Bondeförbundet,Mellersta valkretsen,Andra kammaren,1921,1921,,man,arvid_andersson_3f809a,C,
Arvid Lindman,Högerpartiet,Första valkretsen,Andra kammaren,1921,1921,,man,arvid_lindman_6b1a73,M,
August Danielsson,Liberalerna,Mellersta valkretsen,Andra kammaren,1921,1921,,man,august_danielsson_71aafc,L,
August Schill,Liberalerna,Norra valkretsen,Andra kammaren,1921,1921,,man,august_schill_395484,L,
August Sävström,Socialdemokraterna,Hälsinglands södra valkrets,Andra kammaren,1921,1921,,man,august_savstrom_cc3fa5,S,
August Wilhelm Pettersson,Socialdemokraterna,Västra valkretsen,Andra kammaren,1921,1921,,man,august_wilhelm_pettersson_b144d1,S,
Axel Hugo Hansson,Socialdemokraterna,Blekinge län,Andra kammaren,1921,1921,,man,axel_hugo_hansson_8fce19,S,
Axel Ljungberg,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,axel_ljungberg_8ee562,S,
Axel Sundling,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,axel_sundling_75d2ca,M,
Bernhard Corneliusson,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,bernhard_corneliusson_ab0cd5,M,
Bernhard Nilsson,,Västra valkretsen,Andra kammaren,1921,1921,,man,bernhard_nilsson_9c081c,,
Björn Frithiofsson Holmgren,Högerpartiet,Blekinge län,Andra kammaren,1921,1921,,man,bjorn_frithiofsson_holmgren_3cf008,M,
C. O. Larsson,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,,c_o_larsson_b7dd4e,M,
C.A. Carlsson,Liberalerna,Gästriklands valkrets,Andra kammaren,1921,1921,,,ca_carlsson_9ecb82,L,
C.J. Ericsson,Socialdemokraterna,Västra valkretsen,Andra kammaren,1921,1921,,,cj_ericsson_3f26d5,S,
C.J. Jonsson,Högerpartiet,Västra valkretsen,Andra kammaren,1921,1921,,,cj_jonsson_69464e,M,
Carl Albin Björkman,Bondeförbundet,Södra valkretsen,Andra kammaren,1921,1921,,man,carl_albin_bjorkman_3e4329,C,
Carl Alfred Svensson,Socialdemokraterna,Medelpads valkrets,Andra kammaren,1921,1921,,man,carl_alfred_svensson_dae998,S,
Carl Arvid Anderson,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,carl_arvid_anderson_980045,M,
Carl Gustaf Olsson,Bondeförbundet,Uppsala län,Andra kammaren,1921,1921,,man,carl_gustaf_olsson_55acfb,C,
Carl Hederstierna,Högerpartiet,Hallands län,Andra kammaren,1921,1921,,man,carl_hederstierna_bcf5bb,M,
Carl Jansson,Liberalerna,Östra valkretsen,Andra kammaren,1921,1921,,man,carl_jansson_78e229,L,
Carl Johan Högström,Socialdemokraterna,Gästriklands valkrets,Andra kammaren,1921,1921,,man,carl_johan_hogstrom_587fe7,S,
Carl Johan Johansson,Socialdemokraterna,Södra valkretsen,Andra kammaren,1921,1921,,man,carl_johan_johansson_f86186,S,
Carl Johanson,Bondeförbundet,Södra valkretsen,Andra kammaren,1921,1921,,man,carl_johanson_3f0690,C,
Carl Johansson,Liberalerna,Norra valkretsen,Andra kammaren,1921,1921,,man,carl_johansson_d8af58,L,
Carl Lovén,Socialdemokraterna,Malmö stad,Andra kammaren,1921,1921,,man,carl_loven_60d008,S,
Carl Oscar Johansson,Unknown v-s,Ångermanlands södra valkrets,Andra kammaren,1921,1921,,man,carl_oscar_johansson_7da0dd,,
Carl Ros,Högerpartiet,Östra valkretsen,Andra kammaren,1921,1921,,man,carl_ros_f5d857,M,
Carl Sehlin,Liberalerna,Södra valkretsen,Andra kammaren,1921,1921,,man,carl_sehlin_de279b,L,
Carl Sjögren,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,carl_sjogren_4f08b7,S,
Carl Strid,Socialdemokraterna,Hallands län,Andra kammaren,1921,1921,,man,carl_strid_1268e8,S,
Carl Wahren,,Norrköping-Linköpings valkrets,Andra kammaren,1921,1921,,man,carl_wahren_a18de6,,
Carl Wilhelm Oskar Höglund,Socialdemokraterna,Göteborgs stad,Andra kammaren,1921,1921,,man,carl_wilhelm_oskar_hoglund_f8e246,S,
Carl Öberg,Högerpartiet,Ångermanlands norra valkrets,Andra kammaren,1921,1921,,man,carl_oberg_8aad24,M,
Christian Ericson,Unknown v-s,Södra valkretsen,Andra kammaren,1921,1921,,man,christian_ericson_fc5646,,
Cornelius Olsson,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,cornelius_olsson_9fb8a9,M,
Daniel Poppius,Högerpartiet,Mellersta valkretsen,Andra kammaren,1921,1921,,man,daniel_poppius_f0b5b9,M,
David Hjalmar Pettersson,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,david_hjalmar_pettersson_40930e,M,
David Norman,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,david_norman_d4efd8,M,
E. Eriksson,Bondeförbundet,Östra valkretsen,Andra kammaren,1921,1921,,,e_eriksson_8678ec,C,
Edvard Johanson,Socialdemokraterna,Första valkretsen,Andra kammaren,1921,1921,,man,edvard_johanson_e81ed8,S,
Edvard Lithander,Högerpartiet,Göteborgs stad,Andra kammaren,1921,1921,,man,edvard_lithander_1936ca,M,
Edvard Uddenberg,Socialdemokraterna,Södra valkretsen,Andra kammaren,1921,1921,,man,edvard_uddenberg_5f66f7,S,
Edvin Leffler,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,edvin_leffler_6dd867,M,
Eliel Löfgren,Liberalerna,Andra valkretsen,Andra kammaren,1921,1921,,man,eliel_lofgren_ff70fc,L,
Elof Lindström,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,elof_lindstrom_8f2dc3,M,
Emanuel Holmner,Liberalerna,Södra valkretsen,Andra kammaren,1921,1921,,man,emanuel_holmner_e42395,L,
Emil Andersson,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,emil_andersson_d4df6a,S,
Emil Bengtsson,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,emil_bengtsson_badd6e,M,
Emil Kristensson,Socialdemokraterna,Göteborgs stad,Andra kammaren,1921,1921,,man,emil_kristensson_6bcbb6,S,
En vakant plats (s),En vakant plats,Andra valkretsen,Andra kammaren,1921,1921,,,en_vakant_plats_s_c8f72f,,
Erik Agabus Nilson,Liberalerna,Norra valkretsen,Andra kammaren,1921,1921,,man,erik_agabus_nilson_d6b477,L,
Erik Fast,Socialdemokraterna,Västra valkretsen,Andra kammaren,1921,1921,,man,erik_fast_12752a,S,
Erik Godin,Liberalerna,Ångermanlands norra valkrets,Andra kammaren,1921,1921,,man,erik_godin_be7310,L,
Erik Gustaf Johansson,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,erik_gustaf_johansson_627030,S,
Erik Laurén,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,erik_lauren_a28438,M,
Erik Nylander,Högerpartiet,Andra valkretsen,Andra kammaren,1921,1921,,man,erik_nylander_765d1e,M,
Erik Röing,Liberalerna,Göteborgs stad,Andra kammaren,1921,1921,,man,erik_roing_78003e,L,
Erik Åkerlund,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,erik_akerlund_92ecef,M,
Ernst Eriksson,Socialdemokraterna,Andra valkretsen,Andra kammaren,1921,1921,,man,ernst_eriksson_c57cfd,S,
Ernst Hage,Unknown v-s,Södra valkretsen,Andra kammaren,1921,1921,,man,ernst_hage_d7d08f,,
Eskils Hans Hansson,Liberalerna,Norra valkretsen,Andra kammaren,1921,1921,,,eskils_hans_hansson_d616a5,L,
Ewald Lindmark,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,ewald_lindmark_c6631e,M,
F.V. Thorsson,Socialdemokraterna,Södra valkretsen,Andra kammaren,1921,1921,,,fv_thorsson_5d50ac,S,
Fabian Månsson,Unknown v-s,Gästriklands valkrets,Andra kammaren,1921,1921,,man,fabian_mansson_10f9cf,,
Felix Hamrin,Liberalerna,Västra valkretsen,Andra kammaren,1921,1921,,man,felix_hamrin_a275c1,L,
Frans Axel Lagerquist,Unknown b,Östra valkretsen,Andra kammaren,1921,1921,,man,frans_axel_lagerquist_db1ca0,,
Frans Ericson,Socialdemokraterna,Södra valkretsen,Andra kammaren,1921,1921,,man,frans_ericson_0b8e59,S,
Fredrik Aarnseth,Socialdemokraterna,Västra valkretsen,Andra kammaren,1921,1921,,man,fredrik_aarnseth_0804eb,S,
Fredrik Block,Högerpartiet,Första valkretsen,Andra kammaren,1921,1921,,man,fredrik_block_fcb7bd,M,
Fritz Kaijser,Högerpartiet,Ångermanlands södra valkrets,Andra kammaren,1921,1921,,man,fritz_kaijser_8a7a75,M,
Gerhard Strindlund,Bondeförbundet,Ångermanlands södra valkrets,Andra kammaren,1921,1921,,man,gerhard_strindlund_27853e,C,
Gottfrid Karlsson,Socialdemokraterna,Södra valkretsen,Andra kammaren,1921,1921,,man,gottfrid_karlsson_394e15,S,
Gustaf Adolf Björkman,Högerpartiet,Norrköping-Linköpings valkrets,Andra kammaren,1921,1921,,man,gustaf_adolf_bjorkman_785bf4,M,
Gustaf Andersson,Liberalerna,Västra valkretsen,Andra kammaren,1921,1921,,man,gustaf_andersson_52baf9,L,
Gustaf Flognfält,Socialdemokraterna,Västra valkretsen,Andra kammaren,1921,1921,,man,gustaf_flognfalt_f765b4,S,
Gustaf Nilson,Bondeförbundet,Västra valkretsen,Andra kammaren,1921,1921,,man,gustaf_nilson_5de30a,C,
Gustaf Olsson,Liberalerna,Södra valkretsen,Andra kammaren,1921,1921,,man,gustaf_olsson_59de54,L,
Gustav Hansson,Socialdemokraterna,Södra valkretsen,Andra kammaren,1921,1921,,man,gustav_hansson_6551f4,S,
Gustav Johansson (senare Hallagård),Bondeförbundet,Södra valkretsen,Andra kammaren,1921,1921,,man,gustav_johansson_senare_hallagard_892532,C,
