wiki_id,alias,name
Q16650562,,Nils Fredric Wallensteen
Q1675523,Bratt i Stockholm,Ivan Bratt
Q1675523,"Bratt, Ivan",Ivan Bratt
Q1681577,Jan Andersson (s),Jan Andersson
Q1681740,"Ericson, Jan",Jan Ericson
Q1681740,Jan Urban Ericson,Jan Ericson
Q16945247,Gustafsson i Borås,Axel Gustafsson
Q16945247,Johan Axel Teofil Gustafsson,Axel Gustafsson
Q16945523,Anton Emanuel Svensson,Anton Svensson
Q16945523,Svensson i Pershult,Anton Svensson
Q17080318,,Lars Adaktusson
Q1712821,Mankell i Stockholm,Julius Mankell
Q1712821,"Mankell, Julius",Julius Mankell
Q17265833,,Robert Hannah
Q1727737,Karin Andersson (politiker),Karin Andersson
Q1727737,Karin Elisabet Andersson,Karin Andersson
Q17426180,,Rune Johansson
Q1777531,Christian Ernst Günther,Christian Günther
Q1780398,Ulf Hjalmar Ed Kristersson,Ulf Kristersson
Q1780398,Ulf Hjalmar Kristersson,Ulf Kristersson
Q1780585,Gun Birgitta Hellsvik,Gun Hellsvik
Q1780585,"Hellsvik, Gun",Gun Hellsvik
Q179493,Bertil G Ohlin,Bertil Ohlin
Q179493,Bertil Gotthard Ohlin,Bertil Ohlin
Q179493,Ohlin i Stockholm,Bertil Ohlin
Q1796120,Anna Greta Leijon,Anna-Greta Leijon
Q1796120,Anna Greta Leion,Anna-Greta Leijon
Q1796120,Anna Greta Lejon,Anna-Greta Leijon
Q1796120,Anna-Greta Leion,Anna-Greta Leijon
Q1796120,Anna-Greta Lejon,Anna-Greta Leijon
Q1796120,Annagreta Leion,Anna-Greta Leijon
Q1796120,Annagreta lejon,Anna-Greta Leijon
Q1796120,"Leijon, Anna-Greta",Anna-Greta Leijon
Q1797996,Herlitz,Nils Herlitz
Q1797996,Herlitz i Djursholm,Nils Herlitz
Q1806170,"Anjou, Lars Anton",Lars Anton Anjou
Q1807154,Erik Kule Palmstierna,Erik Palmstierna
Q1807154,Palmstierna,Erik Palmstierna
Q1807154,Palmstierna i Stockholm,Erik Palmstierna
Q18169826,,Sotiris Delis
Q18176335,Aida Hadžialić,Aida Hadzialic
Q18177071,,Åsa Regnér
Q18202336,Yasmine Larsson,Yasmine Bladelius
Q18202336,Yasmine Natalie Sofie Bladelius,Yasmine Bladelius
Q18202338,Paula Katarina Holmqvist,Paula Holmqvist
Q18202339,Teresa Kristina Carvalho,Teresa Carvalho
Q18202340,,Monica Haider
Q18202361,,Sofia Fölster
Q18202362,,Maria Malmer Stenergard
Q18202365,Ida Christina Drougge,Ida Drougge
Q18202390,,Maria Strömkvist
Q18202393,,Maria Andersson Willner
Q18202405,,Lena Emilsson
Q18202407,,Emilia Töyrä
Q18202412,,Johanna Haraldsson
Q18202413,,Anna-Caren Sätherberg
Q18202414,Anna Kristina Wallentheim,Anna Wallentheim
Q18202415,Sofia Alexandra Völker,Alexandra Völker
Q182050,Anders Erik Borg,Anders Borg
Q18237073,,Said Abdu
Q18237084,Adler i Elleholm,Nils Adler
Q18237084,Adler i Nykvarn,Nils Adler
Q18237084,Nils Mårten Adler,Nils Adler
Q18237118,,Jeff Ahl
Q18237283,,Lisbeth Sundén Andersson
Q18237396,Arvedson i Storbrohyttan,Nils Arvedson
Q18237396,Arvidsson i Storbrohyttan,Nils Arvedson
Q18237396,Nils Gustaf Arvedson,Nils Arvedson
Q18237639,,Angelika Bengtsson
Q18237754,,Sara-Lena Bjälkö
Q18237937,Brånstad i Karlskrona,Gunnar Brånstad
Q18237937,Johan Olof Gunnar Brånstad,Gunnar Brånstad
Q18238049,Anders Victor Carlson,Victor Carlson
Q18238049,Carlson i Stockholm,Victor Carlson
Q18238133,,Fredrik Christensson
Q18238235,,Nooshi Dadgostar
Q18238280,Dalberg i Borlänge,Erik Dalberg
Q18238286,,Sofia Damm
Q18238432,,Dennis Dioukarev
Q18238607,,Aron Emilsson
Q18238692,Janine Sofia Alm Ericson,Janine Alm Ericson
Q18238731,Kent Johan Mikael Eskilandersson,Mikael Eskilandersson
Q18238811,,Olle Felten
Q18238847,Runar Salvatore Toto Schillaci Filper,Runar Filper
Q18238847,Runar Salvatore Toto Schillaci Sjöström,Runar Filper
Q18238922,Anders Erik Forsberg,Anders Forsberg
Q18239164,Tina Ghasemi Liljekvist,Tina Ghasemi
Q18239250,Mats Anders Green,Mats Green
Q18242588,Annika Hirvonen Falk,Annika Hirvonen
Q18242665,Emma Ulla Elisabet Hult,Emma Hult
Q18242990,,Stefan Jakobsson
Q18243057,Eric Johansson (politiker),Eric Johanson
Q18243057,Eric William Johanson,Eric Johanson
Q18243057,Johanson i Västervik,Eric Johanson
Q18243078,Johansson i Stora Mellby,Ludvig Johansson
Q18243078,Karl Ludvig Johansson,Ludvig Johansson
Q18243097,,Lotta Johnsson Fornarve
Q18243181,,Patrik Jönsson
Q18243197,Nina Charlotte Kain.,Nina Kain
Q18243244,Maj Git Elisabeth Karlsson,Maj Karlsson
Q18243330,,Per Klarberg
Q18243354,Elisabet Marianne Knutsson,Elisabet Knutsson
Q18243514,,Robert Stenkvist
Q18243576,,Birger Lahti
Q18243775,Ann Christin Linde,Ann Linde
Q18243811,,Veronica Lindholm
Q18243853,,Rasmus Ling
Q18244376,,Jonas Millard
Q18244622,,Christer Nilsson
Q18244644,,Johan Nissinen
Q18244660,,Emma Nohrén
Q18244900,,Magnus Oscarsson
Q18245020,,Magnus Persson
Q18245374,,Daniel Riazat
Q18245379,,Roger Richthoff
Q18245444,,Azadeh Rojhan Gustafsson
Q18245538,Rydberg i Barkaby,Wilhelm Rydberg
Q18245556,,Karin Rågsjö
Q18245726,,Daniel Sestrajcic
Q18245930,Linda Madelen Westerlund Snecker,Linda Westerlund Snecker
Q18246207,,Jimmy Ståhl
Q18246234,,Cassandra Sundin
Q18246258,,Håkan Svenneling
Q18246296,Sven Patrik Svensson,Patrik Svensson
Q18246296,Svensson i Alingsås,Patrik Svensson
Q18246424,Söderhielm i Stockholm,Erik Söderhielm
Q18246550,Christina Karlsson,Christina Tapper Östberg
Q18246550,Christina Thuring,Christina Tapper Östberg
Q18246550,Christina Östberg,Christina Tapper Östberg
Q18246818,Marco Venegas Astudillo,Marco Venegas
Q18274557,,Roger Hedlund
Q18274740,Carl Wachtmeister (1823–1871),Carl Wachtmeister
Q18275046,,Jennie Åfeldt
Q18275164,,Emanuel Öz
Q1830351,,Per Unckel
Q18335045,Emma Maria Wallrup,Emma Wallrup
Q18335061,Maria Eva Margareta Weimer,Maria Weimer
Q18448419,Agneta Ingrid Karin Karlsson,Agneta Karlsson
Q18448703,Sanne Chatarina Johanna Lennström,Sanne Lennström
Q18448703,Sanne Eriksson,Sanne Lennström
Q18451082,Ida Victoria Karkiainen,Ida Karkiainen
Q18451520,,Lawen Redar
Q18452054,Marianne Pettersson,Marianne Fundahn
Q18454922,,Pernilla Stålhammar
Q18600515,,Daniel Bäckström
Q18617010,,Oscar Sjöstedt
Q18649252,,Mikael Dahlqvist
Q18649282,Johanna Paarup-Jönsson,Johanna Jönsson
Q18692956,,Rickard Persson
Q18747077,,Bengt Eliasson
Q18923356,Jesper Jens Joakim Skalberg Karlsson,Jesper Skalberg Karlsson
Q1910868,"Hammarström, Matz",Matz Hammarström
Q192618,Arnoldson i Liljeholmen,Klas Pontus Arnoldson
Q192618,"Arnoldson, Klas Pontus",Klas Pontus Arnoldson
Q192618,K.P. Arnoldson,Klas Pontus Arnoldson
Q192618,KP Arnoldson,Klas Pontus Arnoldson
Q192618,Klas Pontus Arnoldsson,Klas Pontus Arnoldson
Q19365487,Fredrik Vilhelm Sandwall,Fredrik Sandwall
Q19380449,Carl Ossian Kjellberg,Carl Kjellberg
Q19380449,Kjellberg i Göteborg,Carl Kjellberg
Q19521136,,Håkan Hansson
Q1959642,Harald Gabriel Hjärne,Harald Hjärne
Q1959642,Hjärne i Uppsala,Harald Hjärne
Q196860,Carl Zeth Konstantin Höglund,Zeth Höglund
Q196860,Höglund i Stockholm,Zeth Höglund
Q196860,Höglund i Äppelviken,Zeth Höglund
Q196860,Karl Zeth Höglund,Zeth Höglund
Q19724763,,Erik Andersson
Q1976379,Anders Ivar Sven Wijkman,Anders Wijkman
Q1992475,Nils Richard Wohlin,Nils Wohlin
Q1992475,Wohlin i Stockholm,Nils Wohlin
Q1992475,Wohlin i Uppsala,Nils Wohlin
Q1992475,"Wohlin, Nils",Nils Wohlin
Q19975949,Ekman i Jönköping,Karl Ekman
Q19975949,Ekman i Stockholm,Karl Ekman
Q19975949,Godword Harpolekare,Karl Ekman
Q19975949,K.J. Ekman,Karl Ekman
Q19975949,Karl Johan Ekman,Karl Ekman
Q19976148,,Erik Georg Danielsson
Q19976333,Lars Pontus Andersson,Pontus Andersson
Q19976447,Lars Jonny Anders Cato Hansson,Jonny Cato
Q19976514,Anders Ericsson,Anders Ericsson i Malmö
Q19976568,Hagman i Domnarvet,Lars Johan Hagman
Q19976668,Max Christian Elger,Max Elger
Q19976882,Ernst Wilhelm Olsson,Ernst Olsson
Q19976882,Olsson i Leråkra,Ernst Olsson
Q19976882,Olsson i Listerby,Ernst Olsson
Q19977055,Ola Patrik Bertil Möller,Ola Möller
Q19977122,Per Olof Olsson Fridh,Per Olsson Fridh
Q19977122,Per Olsson,Per Olsson Fridh
Q19977128,,Erik Ottoson
Q19977180,,Anna Rheyneuclaudes Kihlman
Q19977216,,Anders Schröder
Q19977230,Harry Valter Gunnar Weibull,Gunnar Weibull
Q19977230,Weibull i Landskrona,Gunnar Weibull
Q19977241,Westrin i Kalmar,Adolf Westrin
Q19977330,,Hanna Westerén
Q19977344,,Christina Örnebjär
Q20095387,,Johan Büser
Q20156222,,Björn Wiechel
Q2021126,"Johansson, Olof",Olof Johansson
Q2029325,Gustaf Fridolin,Gustav Fridolin
Q2029325,Per Gustav Edvard Fridolin,Gustav Fridolin
Q2029704,Sjöstedt,Jonas Sjöstedt
Q2039857,Höglund i Stockholm,Otto Höglund
Q2039857,"Höglund, Otto",Otto Höglund
Q2039857,Otto Magnus Höglund,Otto Höglund
Q20652801,,Magnus Ek
Q20652878,Leif Georg Nysmed,Leif Nysmed
Q206619,,Charlotte Cederschiöld
Q20727,Dahl i Uddevalla,Einar Dahl
Q20727,Einar Vilhelm Robert Dahl,Einar Dahl
Q20760558,Carl Emil Svensson,Carl Svensson
Q20760558,Svensson i Eskilstuna,Carl Svensson
Q20760558,Svensson i Nyköping,Carl Svensson
Q20760558,Svensson i Stockholm,Carl Svensson
Q20760558,Svensson i Stocksund,Carl Svensson
Q20786765,Erik Amund Emanuel Uddenberg,Erik Uddenberg
Q20786765,Uddenberg i Varberg,Erik Uddenberg
Q208591,Ylva Anna Maria Lindh,Anna Lindh
Q20906993,,Ingegerd Anderlund
Q2091911,,Erik Almqvist
Q2130664,"Geijer, Lennart",Lennart Geijer
Q2130664,Johan Lennart Geijer,Lennart Geijer
Q213126,Isovaara,Lars Isovaara
Q21497027,,Fredrik Eriksson
Q21503959,Stefan Bruno Nilsson,Stefan Nilsson
Q21529003,Karin Gullan Maria Hult Jeppsson,Karin Jeppsson
Q21529026,Jamal Riad Mouneimne,Jamal Mouneimne
Q21531339,,Per-Arne Håkansson
Q21544232,,Anders Berglöv
Q21544238,Arne Andersson i Gamleby,Arne Andersson
Q21544238,John Arne Lennart  Andersson,Arne Andersson
Q21544243,,Eivor Husing
Q21544248,Hans Petersson i Hallstahammar,Hans Petersson
Q21544254,,Hans Pettersson
Q21553922,,Margareta Nachmanson
Q21558210,,Lars Biörck
Q21558211,,Erik Ezelius
Q21558212,,Kristina Knöös-Franzén
Q21558213,,Helge Klöver
Q21558214,,John Skoglund
Q21558216,,Ralf Lindström
Q21561342,Pétra Helena Gardos Ek,Petra Gardos
Q21561347,,Patrik Lundqvist
Q21561351,,Jens Eriksson
Q21561352,Carina Monica Margareta Grönhagen,Carina Grönhagen
Q21561355,,RosMarie Jönsson Neckö
Q2156636,Johnny Mattias Munkhammar,Johnny Munkhammar
Q21567754,,Sture Thun
Q21567755,,Ing-Britt Nygren
Q21567756,,Stig Gustafsson
Q21567757,,Inga Lantz
Q21567758,,Lena Larsson
Q21567759,,Per-Johan Emtell
Q21567760,Marianne Jönsson,Marianne Nilsson
Q21567761,,Hugo Andersson
Q21567799,,Ewy Möller
Q21567800,,Ingemar Konradsson
Q21567803,,Marita Bengtsson
Q21567811,,Ulla Johansson
Q21567814,Christoffer Robin Lech Dulny,Christoffer Dulny
Q21567815,,Arne Svensson
Q21567818,,Torsten Karlsson
Q21567822,,Åke Wictorsson
Q21567824,,Anders Andersson
Q21567827,,Kerstin Göthberg
Q21567830,,Lennart Bolander
Q21567840,,Boel Lindén
Q21567856,,Pether Nordblad
Q21567858,,Nils Berndtson
Q21567861,,Jan Hyttring
Q21570566,,Jan Strömdahl
Q21570585,,Elisabet Franzén
Q21572121,,Margit Sandéhn
Q21572124,,Helge Hagberg
Q21572126,,Arne Mellqvist
Q21572128,,Peter Jutterström
Q21572129,,Olle Aulin
Q21578737,,Anita Stenberg
Q21578741,,Wivi-Anne Radesjö
Q21578743,,Britta Hammarbacken
Q21578744,,Jan Orrenius
Q21578753,,Roger Lamell
Q21578771,,Erik Janson
Q21578772,,Sten Sture Paterson
Q21578777,,Larry Söder
Q21585329,Ulla Samuelsson,Ulla Berg
Q21585331,,Marie-Louise Rönnmark
Q21614175,,Göran Allmér
Q21614203,Sylvia Birgitta Elisabet Pettersson,Sylvia Pettersson
Q21614364,,Bengt Niska
Q21614462,Rosalill Viola Wåhlstedt,Rosa-Lill Wåhlstedt
Q21694214,,Magda Ayoub
Q21694216,,Anna Corshammar-Bojerud
Q21694229,,Eva Rydén
Q21694233,Gustav Bertil Persson,Gustav Persson
Q21694243,,Sven-Erik Alkemark
Q21694244,,Göran Engström
Q21717744,,Jörgen Persson
Q21717748,Göran Richard Hedberg,Göran R. Hedberg
Q21717750,,Magnus Johansson
Q21731075,,Gösta Lyngå
Q21731240,,Krister Skånberg
Q21731260,,Sven Munke
Q21733204,,Margareta Viklund
Q21733239,,Karl-Anders Petersson
Q21733290,,Marianne Karlsson
Q21733317,,Oswald Söderqvist
Q21745484,,Åke Sundqvist
Q21745498,,Kent Lundgren
Q21759275,Hans Åke Johan Rosengren,Hans Rosengren
Q21759277,,Hans Lindforss
Q21795365,,Marianne Andersson
Q21821412,Karl Gunnar Ström,Gunnar Ström
Q2254365,Dacke,Fabian Månsson
Q2254365,Karl Fabian Månsson,Fabian Månsson
Q2254365,Månsson i Furvik,Fabian Månsson
Q2254365,Månsson i Gävle,Fabian Månsson
Q2254365,Månsson i Hagaström,Fabian Månsson
Q2286404,Lars Birger Ekeberg,Birger Ekeberg
Q2291097,Hans Ludvig Forssell,Hans Forssell
Q22923559,,Camilla Hansén
Q22980633,Arfved Lovisin,Carl Lovisin
Q22980633,Carl Arfved Lovisin,Carl Lovisin
Q231413,Mona Ingeborg Sahlin,Mona Sahlin
Q231413,Mona Salin,Mona Sahlin
Q2345137,Eric Bertil Holmqvist,Eric Holmqvist
Q2345137,Holmqvist i Kallhäll,Eric Holmqvist
Q2345137,Holmqvist i Malmö,Eric Holmqvist
Q234872,Malmström,Cecilia Malmström
Q237522,,Margot Wallström
Q23915305,,Henrik Edin
Q23915324,Lina Marjatta Axelsson Kihlblom,Lina Axelsson Kihlblom
Q23916255,Åsa Maria Lindhagen,Åsa Lindhagen
Q2396467,Rojas,Mauricio Rojas
Q23989264,,Werner Ericson
Q23989278,Carl Jacob Wahren,Carl Wahren
Q24018140,Amanda Sofia Margareta Lind,Amanda Lind
Q2408431,"Peterson, Thage G",Thage G. Peterson
Q2408431,Thage Edvin Gerhard Peterson,Thage G. Peterson
Q2408431,Thage G Peterson,Thage G. Peterson
Q2408431,Thage Gerhard Peterson,Thage G. Peterson
Q241035,Nilsson i Stockholm,Torsten Nilsson
Q241208,Lövin,Isabella Lövin
Q241851,Nyamko Ana Sabuni,Nyamko Sabuni
Q241851,Nyamko Saboni,Nyamko Sabuni
Q2438833,,Hans Olsson
Q2448370,Bo Axel Magnus Lundgren,Bo Lundgren
Q24701062,,Mathias Tegnér
Q2476427,Bohlin,Sinikka Bohlin
Q2485795,Alin,Oscar Alin
Q2485795,Alin i Uppsala,Oscar Alin
Q2485795,Oscar Josef Alin,Oscar Alin
Q2485795,Oskar Alin,Oscar Alin
Q2485795,Oskar Josef Alin,Oscar Alin
Q2494607,Karl-Petter Torvaldsson,Karl-Petter Thorwaldsson
Q2494607,Thorwaldsson,Karl-Petter Thorwaldsson
Q2518893,,Carl Gustaf Malmström
Q253640,Maud Elisabeth Olofsson,Maud Olofsson
Q2575378,Gustaf Vilhelm Sebastian Tham,Wilhelm Tham
Q2575378,Gustaf Wilhelm Sebastian Tham,Wilhelm Tham
Q2575378,Tham i Huskvarna,Wilhelm Tham
Q25935880,,Peter Helander
Q26202,Bror Cederström (1780–1877),Bror Cederström
Q26202,Gustaf Albrekt Bror Cederström,Bror Cederström
Q26211839,Tobias Joachim Friden Andersson,Tobias Andersson
Q262285,,Lars Ohly
Q26305110,Lena Baastad,Lena Rådström Baastad
Q26305110,Lena Therese Rådström Baastad,Lena Rådström Baastad
Q26305112,,Joar Forssell
Q263366,Bo Gösta Bohman,Gösta Bohman
Q263366,Bohman i Stockholm,Gösta Bohman
Q264452,,Maria Lundqvist-Brömster
Q26710616,,Serkan Köse
Q2694124,,Albrecht Elof Ihre
Q269859,Westlund,Åsa Westlund
Q27107494,,Anna Vikström
Q271230,Åsa Elisabeth Romson,Åsa Romson
Q271235,Åsa-Britt Maria Torstensson,Åsa Torstensson
Q271468,Gudrun Skyman,Gudrun Schyman
Q271468,Schyman,Gudrun Schyman
Q27299991,,Pål Jonson
Q273408,Ann Wibble,Anne Wibble
Q273408,Anne Marie Ohlin,Anne Wibble
Q273408,Anne Marie Wibble,Anne Wibble
Q273408,"Wibble, Anne",Anne Wibble
Q2740012,Kjell Stefan Löfven,Stefan Löfven
Q2740012,Stefan Löfvén,Stefan Löfven
Q2744062,Höjer,Gerda Höjer
Q27750419,,Christian Carlsson
Q28125320,Per Vilhelm Sundgren,Per Sundgren
Q28125366,Jenny Eva Maria Bengtsson,Jenny Bengtsson
Q2846537,,Andres Küng
Q29059095,,Sultan Kayhan
Q29059638,Marie Olsson,Marie Olsson
Q29059703,,Camilla Mårtensen
Q291648,Laila Ligita Freivalds,Laila Freivalds
Q291648,Leila Freivalds,Laila Freivalds
Q2934817,,Camilla Lindberg
Q2938797,,Carin Jämtin
Q2940262,Afzelius i Stockholm,Ivar Afzelius
Q2940262,J F Ivar Afzelius,Ivar Afzelius
Q2940262,Johan Fredrik Ivar Afzelius,Ivar Afzelius
Q2941786,Catharina Sabine Maria Laurine Elmsäter-Svärd,Catharina Elmsäter-Svärd
Q2944347,Henrik Gerhard Lagerstråle,Gerhard Lagerstråle
Q2944347,Lagerstråle i Stockholm,Gerhard Lagerstråle
Q2954414,,Göran Karlsson
Q29611748,John Erik Hedin,John Hedin
Q297275,Hans Martin Blix,Hans Blix
Q297821,Adelsohn Liljeroth,Lena Adelsohn Liljeroth
Q297821,Lena Adelsohn-Liljeroth,Lena Adelsohn Liljeroth
Q297821,Lena Adelson-Liljeroth,Lena Adelsohn Liljeroth
Q297821,Lena Elisabeth Adelsohn Liljeroth,Lena Adelsohn Liljeroth
Q297821,Lena Liljeroth,Lena Adelsohn Liljeroth
Q29784015,,Björn Rubenson
Q297850,Beatris Ask,Beatrice Ask
Q298317,Bo Östen Undén,Östen Undén
Q298317,Oesten Unden,Östen Undén
Q298317,"Unden, Östen",Östen Undén
Q298317,Östen Unden,Östen Undén
Q2990882,Carina Elisabeth Moberg,Carina Moberg
Q30000205,Ulrika Linnea Heindorff,Ulrika Heindorff
Q30000227,,Roland Gustbée
Q30000308,,Rene Francis
Q30000444,Petra Margareta Ekerum,Petra Ekerum
Q30000498,,Patrik Engström
Q30000515,,Monica Tedestam Berglöw
Q30035676,,Linus Sköld
Q30035679,,Lars Püss
Q30035682,,Jamal El-Haj
Q30035685,Ida Ella Marie Ekeroth Clausson,Ida Ekeroth
Q30035688,Chris Heidi Rosalie Karlsson,Heidi Karlsson
Q30035688,Chris Heidi Rosalie Kronvall,Heidi Karlsson
Q30035688,Heidi Kronvall,Heidi Karlsson
Q30035697,Alexandra Eliasson,Alexandra Anstrell
Q30035697,Anna Maria Alexandra Anstrell,Alexandra Anstrell
Q30035700,,Anders Österberg
Q30035701,,Crister Spets
Q30035702,,Eva Lindh
Q30035703,,Eva Wallin
Q30035704,,Faradj Koliev
Q30035705,Lars Gustaf Oscar Lantz,Gustaf Lantz
Q30064227,Fornander i Växjö,Alfred Fornander
Q30064227,Johan Alfred Uno Fornander,Alfred Fornander
Q30230024,Carl Carlsson,Carl Carlson i Fridhem
Q30230024,Carlsson i Fridhem,Carl Carlson i Fridhem
Q303488,,Mikael Johansson
Q3041165,,Sten Nordin
Q3054681,Hamilton i Hedenlunda,Henning Hamilton
Q3054681,Henning Ludvig Hugo Hamilton,Henning Hamilton
Q3055894,,Yilmaz Kerimo
Q3055916,,Ibrahim Baylan
Q3058054,,Eskil Erlandsson
Q308217,Abdirisak Waberi,Abdirizak Waberi
Q308217,"Waberi, Abdirizak",Abdirizak Waberi
Q3087232,Afzelius i Uppsala,Fredrik Afzelius
Q3087232,Fredrik Georg Afzelius,Fredrik Afzelius
Q3112958,Tobias Lennart Billström,Tobias Billström
Q3115681,Marita Elisabet Ulvskog,Marita Ulvskog
Q3141607,Thomas Lennart Bodström,Thomas Bodström
Q3162739,Hjalmarson i Lidingö,Jarl Hjalmarson
Q3162739,Hjalmarson i Stora Essinge,Jarl Hjalmarson
Q3162739,Jarl Harald Hjalmarsson,Jarl Hjalmarson
Q316519,Einhorn,Jerzy Einhorn
Q31685086,,Ove Eriksson
Q320842,Per Nuder,Pär Nuder
Q3209237,Peter Erik Norman,Peter Norman
Q321521,Carlson i Stockholm,Fredrik Ferdinand Carlson
Q321521,"Carlson, F. F.",Fredrik Ferdinand Carlson
Q321521,F F Carlson,Fredrik Ferdinand Carlson
Q321521,F. F. Carlson,Fredrik Ferdinand Carlson
Q321521,F.F. Carlson,Fredrik Ferdinand Carlson
Q321595,Bo Ingvar Karchimirer Ringholm,Bosse Ringholm
Q321595,Bo Ringholm,Bosse Ringholm
Q3218127,,Lars-Erik Lövdén
Q326524,Lindblad,Göran Lindblad
Q3271292,,Anton Abele
Q3296958,Paggan,Leif Pagrotsky
Q3296958,"Pagrotsky, Leif",Leif Pagrotsky
Q3297193,Björn Thomas Östros,Thomas Östros
Q330545,Edlund,Erik Edlund
Q330545,Edlund i Stockholm,Erik Edlund
Q330757,Axel Gottfrid Leonard Billing,Gottfrid Billing
Q330757,Billing,Gottfrid Billing
Q330757,Billing i Lund,Gottfrid Billing
Q330757,Billing i Västerås,Gottfrid Billing
Q3357513,,William Petzäll
Q3358494,,Lars Mejern Larsson
Q3358763,Monica Elisabet Green,Monica Green
Q3358771,,Per Svedberg
Q3358782,Barbro Margareta Holmberg,Barbro Holmberg
Q3358804,,Kerstin Engle
Q3358814,,Raimo Pärssinen
Q3359013,,Kent Härstedt
Q3359406,Christer Nils-Olof Engelhardt,Christer Engelhardt
Q3363818,,Catharina Bråkenhielm
Q3363827,Carina Gunilla Ohlsson,Carina Ohlsson
Q3363834,,Ann-Kristine Johansson
Q3363839,,Carin Runeson
Q3363842,,Christer Adelsbo
Q3369160,,Tommy Waidelich
Q3369220,Urban Christian Ahlin,Urban Ahlin
Q3369252,,Kent Ekeroth
Q3369258,Ylva Julia Margareta Johansson,Ylva Johansson
Q3370093,,Pia Nilsson
Q3370127,Eva Susanne Eberstein,Susanne Eberstein
Q3370145,,Peter Jeppsson
Q3370155,,Phia Andersson
Q3370162,,Peter Hultqvist
Q3370194,,Sven-Erik Österberg
Q3372906,Kerstin Andersson,Kerstin Haglö
Q3372917,,Mikael Damberg
Q3372970,,Kurt Kvarnström
Q3373032,,Louise Malmström
Q3373040,,Maryam Yazdanfar
Q3373058,,Matilda Ernkrans
Q3373142,,Marie Nordén
Q3373169,Kenneth Gustaf Forslund,Kenneth G. Forslund
Q3373277,Lars Valdemar Johansson,Lars Johansson
Q3373324,Marie Elisabet Granlund,Marie Granlund
Q3373340,,Leif Jakobsson
Q3373346,,Leif Pettersson
Q3373659,Christina Elisabeth Oskarsson,Christina Oskarsson
Q3373659,Christina Nenes,Christina Oskarsson
Q3373667,,Fredrik Olovsson
Q3373674,,Helene Petersson
Q3373681,,Axel Gjöres
Q3374237,,Helén Pettersson
Q3374305,Holmberg i Stockholm,Yngve Holmberg
Q3374466,,Björn Rosengren
Q3374499,Gunilla Carlsson i Hisings Backa,Gunilla Carlsson
Q3374555,Jan-Olof Hugo Larsson,Jan-Olof Larsson
Q3374562,Hans Harald Hoff,Hans Hoff
Q3374576,Christina Elisabeth Zedell,Christina Zedell
Q3374587,,Gunnar Sandberg
Q3374619,,Désirée Liljevall
Q3374622,,Eva-Lena Jansson
Q3374627,Eva Christina Sonidsson,Eva Sonidsson
Q3374704,,Carina Hägg
Q3374751,,Caroline Helmersson Olsson
Q3374789,,Bo Bernhardsson
Q3375042,,Hillevi Larsson
Q3375050,Anders Ingvar Ygeman,Anders Ygeman
Q3375059,,Ann-Christin Ahlberg
Q3375074,,Anders Karlsson
Q3375136,Agneta Marianne Gille,Agneta Gille
Q3375152,,Billy Gustafsson
Q3375500,Ann Ulla Arleklo,Ann Arleklo
Q3375804,,Berit Högman
Q3375840,,Carina Adolfsson Elgestam
Q3376192,,Krister Wickman
Q3379728,,Ingrid Segerstedt Wiberg
Q3386964,Jean-Pierre Olov Schori,Pierre Schori
Q3424655,Boheman i Gränna,Erik Boheman
Q3424655,Erik Carlsson Boheman,Erik Boheman
Q3430022,,Margareta Winberg
Q3430804,,Bengt Berg
Q3431836,Lena Ingeborg Hallengren,Lena Hallengren
Q3431988,,Ulf Adelsohn
Q343674,Baltzar Julius Ernst von Platen,Baltzar von Platen
Q343674,Baltzar von Platen (1804–1875),Baltzar von Platen
Q343674,von Platen i Stockholm,Baltzar von Platen
Q3489146,Boberg i Bistingsmåla,Carl Boberg
