swerik_id,authority,identifier
i-QXoirosNrtcGRkxgo4Weud,SwePoArID,sj9PGLAlnmUAAAAAABfkkw
i-7KunTW1BDcxdvGiWn4n9H4,WiDaID,Q114772305
i-7KunTW1BDcxdvGiWn4n9H4,RiPeID,0387230530213
i-7KunTW1BDcxdvGiWn4n9H4,SwePaPeGUID,392a2ddd-593e-430b-9181-794b99a1ec7c
i-Gn5RLwRVePngC2Ti3ijbcs,WiDaID,Q114772318
i-Gn5RLwRVePngC2Ti3ijbcs,RiPeID,0262525788220
i-Gn5RLwRVePngC2Ti3ijbcs,SwePaPeGUID,2acd09b7-1877-4ba1-b9a3-64ebea6f065b
i-Mb3ZXaPvnFquR9LCU1hMbR,WiDaID,Q114772325
i-Mb3ZXaPvnFquR9LCU1hMbR,RiPeID,0635943298419
i-Mb3ZXaPvnFquR9LCU1hMbR,SwePaPeGUID,7673ff22-b111-483a-99cc-ca77f8cdda38
i-HVneZdv1k4Q7h3LNapAvAG,WiDaID,Q114772424
i-HVneZdv1k4Q7h3LNapAvAG,RiPeID,011548866929
i-HVneZdv1k4Q7h3LNapAvAG,SwePaPeGUID,f3d46888-d821-4678-b931-af170a932f3c
i-DP63nXUT3WdGMsHBfkoKrr,WiDaID,Q114772436
i-DP63nXUT3WdGMsHBfkoKrr,RiPeID,0723133822026
i-DP63nXUT3WdGMsHBfkoKrr,SwePaPeGUID,645d7ec6-f5b4-4aa7-894c-bb86da008bae
i-JzKpzJSo2n2n5uYhKKmwLF,WiDaID,Q114772470
i-JzKpzJSo2n2n5uYhKKmwLF,RiPeID,074310796828
i-JzKpzJSo2n2n5uYhKKmwLF,SwePaPeGUID,ddd14cee-8327-4c95-a2d5-b3ce4dbb3a8f
i-YC9eBMaj1LV84z79sjRe2B,WiDaID,Q114772526
i-YC9eBMaj1LV84z79sjRe2B,RiPeID,0302393368216
i-YC9eBMaj1LV84z79sjRe2B,SwePaPeGUID,f35d1113-d26c-4e3f-aec4-b175d31d384f
i-WNB4cZwTSnvMM2W3cess4Y,WiDaID,Q114772539
i-WNB4cZwTSnvMM2W3cess4Y,RiPeID,0592345073323
i-WNB4cZwTSnvMM2W3cess4Y,SwePaPeGUID,29ba1ada-536f-4fd9-8d87-d96c7ac21f2d
i-TUH2Jjadmg5c4junXEJShp,WiDaID,Q114772553
i-TUH2Jjadmg5c4junXEJShp,RiPeID,068822158616
i-TUH2Jjadmg5c4junXEJShp,SwePaPeGUID,eefa5137-f4ca-4462-8d51-a8267b469507
i-7JczRrovTGvs7Lvt1ihPfi,WiDaID,Q114867560
i-7JczRrovTGvs7Lvt1ihPfi,RiPeID,098329342620
i-7JczRrovTGvs7Lvt1ihPfi,SwePaPeGUID,42d366d4-89aa-4ccf-8e75-38f7d2d9d5eb
i-JDd3G3miMyra3Ja6NFaSon,WiDaID,Q114965635
i-JDd3G3miMyra3Ja6NFaSon,RiPeID,0348383585915
i-JDd3G3miMyra3Ja6NFaSon,SwePaPeGUID,f0f874f4-1281-4ff5-95d1-005a55eb5776
i-BLJsSYde4NkMtqfqGADxxj,WiDaID,Q114965717
i-BLJsSYde4NkMtqfqGADxxj,RiPeID,0822010116020
i-BLJsSYde4NkMtqfqGADxxj,SwePaPeGUID,0f87cae0-af18-4754-b8c2-0e3d09692fc4
i-Perad9eGoCowJz44FjB2ei,WiDaID,Q115110453
i-Perad9eGoCowJz44FjB2ei,RiPeID,0639398547124
i-Perad9eGoCowJz44FjB2ei,SwePaPeGUID,4ee449e9-0492-4408-ba0b-0db6ad5b0803
i-3JecSyBEVBAAoLDbynKGW6,WiDaID,Q115170015
i-3JecSyBEVBAAoLDbynKGW6,RiPeID,0245468368228
i-3JecSyBEVBAAoLDbynKGW6,SwePaPeGUID,533ec261-0b17-4458-b6bd-e3e7e2cad6d6
i-5cQcZgMfPXLpKbuzTtzgn6,WiDaID,Q115190201
i-5cQcZgMfPXLpKbuzTtzgn6,RiPeID,0663840649717
i-5cQcZgMfPXLpKbuzTtzgn6,SwePaPeGUID,d885b368-1058-4c32-a6c6-d19948135c0f
i-J9YYjptVDTE5xVop1UtSiN,WiDaID,Q115198538
i-J9YYjptVDTE5xVop1UtSiN,RiPeID,0174490514929
i-J9YYjptVDTE5xVop1UtSiN,SwePaPeGUID,7e0f8999-6a4e-4e2c-835b-eaa2c1a526d7
i-NcNpR3AeCZsDBMKh5QmGDW,WiDaID,Q115527399
i-NcNpR3AeCZsDBMKh5QmGDW,SwePoArID,sj9PGLAlnmUAAAAAABgbOw
i-3d9YgDFrCS7Yfq6padK5e6,WiDaID,Q115564925
i-3d9YgDFrCS7Yfq6padK5e6,RiPeID,0533104339313
i-3d9YgDFrCS7Yfq6padK5e6,SwePaPeGUID,20345589-95e2-4dc0-aec9-89a5c85d55dc
i-Nt4pNgA34uwRm35dkuus2r,WiDaID,Q115594483
i-Nt4pNgA34uwRm35dkuus2r,SwePoArID,sj9PGLAlnmUAAAAAABgRWg
i-WCbuc7xC49DdiKnEE1RiMN,WiDaID,Q115869391
i-WCbuc7xC49DdiKnEE1RiMN,SwePoArID,sj9PGLAlnmUAAAAAABfQZg
i-XECKTTjQaHWrFpZmPEsrFS,WiDaID,Q115869997
i-XECKTTjQaHWrFpZmPEsrFS,SwePoArID,sj9PGLAlnmUAAAAAABfQGA
i-DHGQWRCmusU1kvnhUeZ5zm,WiDaID,Q115870509
i-DHGQWRCmusU1kvnhUeZ5zm,SwePoArID,sj9PGLAlnmUAAAAAABfQOw
i-YULG4Eoup8dKyzuJx8X9fW,WiDaID,Q115933078
i-YULG4Eoup8dKyzuJx8X9fW,SwePoArID,sj9PGLAlnmUAAAAAABgaig
i-CLumAYb3xrgqPcWz3Gu397,WiDaID,Q115933592
i-CLumAYb3xrgqPcWz3Gu397,SwePoArID,sj9PGLAlnmUAAAAAABfPqw
i-8MGRjLM2Wz73p8sAJppawD,WiDaID,Q116014475
i-8MGRjLM2Wz73p8sAJppawD,SwePoArID,sj9PGLAlnmUAAAAAABfr_w
i-4M7g1N9tTKdbYmmszDc7j1,WiDaID,Q116025277
i-4M7g1N9tTKdbYmmszDc7j1,SwePoArID,sj9PGLAlnmUAAAAAABfsEQ
i-VvrKWHvS5YC9avJn4Jcoqj,WiDaID,Q116040430
i-VvrKWHvS5YC9avJn4Jcoqj,SwePoArID,sj9PGLAlnmUAAAAAABfkbA
i-GM2xU88Ad73erhWrLhU2u3,WiDaID,Q116057307
i-GM2xU88Ad73erhWrLhU2u3,SwePoArID,sj9PGLAlnmUAAAAAABgZtQ
i-WEvWjktyzaNccceUjywVYE,WiDaID,Q116141921
i-WEvWjktyzaNccceUjywVYE,RiPeID,0398471271026
i-WEvWjktyzaNccceUjywVYE,SwePaPeGUID,9d99df27-bae2-45b7-b31f-c69aca91b024
i-69mwhd5mHwANDzJTPX7jwr,WiDaID,Q116149882
i-PbcqSMPJFhALBHMJt8fC5P,WiDaID,Q116196835
i-PbcqSMPJFhALBHMJt8fC5P,SwePoArID,sj9PGLAlnmUAAAAAABfPXg
i-MPe2G8GUgjiRhR8NTtTmBy,WiDaID,Q116200364
i-MPe2G8GUgjiRhR8NTtTmBy,SwePoArID,sj9PGLAlnmUAAAAAABgfQg
i-PrsCQ5b3apVhb1mY1YWbbp,WiDaID,Q116218135
i-PrsCQ5b3apVhb1mY1YWbbp,SwePoArID,sj9PGLAlnmUAAAAAABfkYA
i-DuCgc7X8a4wHuXxQm37d7Z,WiDaID,Q116256367
i-DuCgc7X8a4wHuXxQm37d7Z,RiPeID,0998575875190
i-DuCgc7X8a4wHuXxQm37d7Z,SwePaPeGUID,6e97eb35-d3aa-4dcb-a974-4f22934629cb
i-NHEfCn32mEHrAw3JbShLAA,WiDaID,Q116482970
i-NHEfCn32mEHrAw3JbShLAA,RiPeID,0750092881021
i-NHEfCn32mEHrAw3JbShLAA,SwePaPeGUID,92b5ac10-80fc-4905-951d-734abe7fa626
i-MEejaJkoWPqYNujMkvsktv,WiDaID,Q116672148
i-MEejaJkoWPqYNujMkvsktv,SwePoArID,sj9PGLAlnmUAAAAAABfQSA
i-MJ3ZdAm2Qmn1W24wgX1Fe7,WiDaID,Q116687054
i-MJ3ZdAm2Qmn1W24wgX1Fe7,SwePoArID,sj9PGLAlnmUAAAAAABgZXw
i-DSuwArqvpRXotBm7ggATZG,WiDaID,Q116687298
i-DSuwArqvpRXotBm7ggATZG,SwePoArID,sj9PGLAlnmUAAAAAABgdMw
i-9UYqycUkhn1ehSciZgSn6m,WiDaID,Q116687501
i-9UYqycUkhn1ehSciZgSn6m,SwePoArID,sj9PGLAlnmUAAAAAABgbFA
i-3NbGNP9YEc8pT9LWALZDW6,WiDaID,Q116687586
i-3NbGNP9YEc8pT9LWALZDW6,SwePoArID,sj9PGLAlnmUAAAAAABfQPg
i-T4AZxB62vyEftFtuUdrbyD,WiDaID,Q116690088
i-T4AZxB62vyEftFtuUdrbyD,SwePoArID,sj9PGLAlnmUAAAAAABfUng
i-BE9rE88w7g6A9eUimJmA8D,WiDaID,Q116866668
i-BE9rE88w7g6A9eUimJmA8D,RiPeID,0249730539015
i-BE9rE88w7g6A9eUimJmA8D,SwePaPeGUID,94366ec1-ba40-44b2-b98f-8676fccbcd4d
i-QRMVvp7Mvt24ZFXQJva9iT,WiDaID,Q116880566
i-QRMVvp7Mvt24ZFXQJva9iT,SwePoArID,sj9PGLAlnmUAAAAAABfPlA
i-Y3VN6sK1YzvBbocP33n7oN,WiDaID,Q116883882
i-Y3VN6sK1YzvBbocP33n7oN,SwePoArID,sj9PGLAlnmUAAAAAABfPGQ
i-soGG7WvpfsE45txj7YR3j,WiDaID,Q116916
i-soGG7WvpfsE45txj7YR3j,SwePoArID,WQknIBFpuuAAAAAAAAN1hA
i-soGG7WvpfsE45txj7YR3j,UpUnAlID,alvin-person:53560
i-TakuMptA3j5ia3fgxc7a7j,WiDaID,Q116969964
i-TakuMptA3j5ia3fgxc7a7j,SwePoArID,sj9PGLAlnmUAAAAAABgauw
i-AvpuCBNCdN7LHjCsU7ixe5,WiDaID,Q116996454
i-AvpuCBNCdN7LHjCsU7ixe5,RiPeID,0990587970528
i-AvpuCBNCdN7LHjCsU7ixe5,SwePaPeGUID,e46ed7dc-8aaa-44d1-bcc6-a62fc23d9ae3
i-Nki2B38U2WzX6F4tb79yvm,WiDaID,Q117011372
i-Nki2B38U2WzX6F4tb79yvm,SwePoArID,sj9PGLAlnmUAAAAAABgbEw
i-GBSUdoSRv56vrATyT3J3Pv,WiDaID,Q117018060
i-GBSUdoSRv56vrATyT3J3Pv,SwePoArID,sj9PGLAlnmUAAAAAABfbxQ
i-ABaSrrbKvV3cZxEgs6yiWG,WiDaID,Q117039047
i-ABaSrrbKvV3cZxEgs6yiWG,SwePoArID,sj9PGLAlnmUAAAAAABfQXw
i-84CaU2aajmfrYKyB8RF9jC,WiDaID,Q117039161
i-84CaU2aajmfrYKyB8RF9jC,SwePoArID,sj9PGLAlnmUAAAAAABgRsw
i-3wgYCYs9BqQDCNxys6iyoE,WiDaID,Q117085828
i-3wgYCYs9BqQDCNxys6iyoE,SwePoArID,sj9PGLAlnmUAAAAAABfsHA
i-8ai3xeYnq1YhhbULiQGqVW,WiDaID,Q117221066
i-8ai3xeYnq1YhhbULiQGqVW,SwePoArID,sj9PGLAlnmUAAAAAABfpXw
i-JnsbkCPYDhEeErXQv27Yju,WiDaID,Q117221168
i-JnsbkCPYDhEeErXQv27Yju,SwePoArID,sj9PGLAlnmUAAAAAABfOEw
i-EtzAH131XhzsgKEF18yz69,WiDaID,Q117221314
i-EtzAH131XhzsgKEF18yz69,SwePoArID,sj9PGLAlnmUAAAAAABgRTg
i-4gJumJgEuP6Xz9pqA1wnWG,WiDaID,Q117221340
i-4gJumJgEuP6Xz9pqA1wnWG,SwePoArID,sj9PGLAlnmUAAAAAABfNQg
i-RL2hcNdhzHREop8X3xbMjU,WiDaID,Q117221443
i-RL2hcNdhzHREop8X3xbMjU,SwePoArID,sj9PGLAlnmUAAAAAABgZgg
i-1XsEfF3SYqxVzdDjxQSya,WiDaID,Q117221540
i-1XsEfF3SYqxVzdDjxQSya,SwePoArID,sj9PGLAlnmUAAAAAABgbHA
i-EpB6DAiA2qyU3edQAThA9u,WiDaID,Q117221725
i-EpB6DAiA2qyU3edQAThA9u,SwePoArID,sj9PGLAlnmUAAAAAABfmew
i-GTm5yh52P6KKxDhjmNvB6Y,WiDaID,Q117222610
i-GTm5yh52P6KKxDhjmNvB6Y,SwePoArID,sj9PGLAlnmUAAAAAABfSdA
i-CGSD9z8yQ5S4qfXaaeczbU,WiDaID,Q117222626
i-CGSD9z8yQ5S4qfXaaeczbU,SwePoArID,sj9PGLAlnmUAAAAAABgb_Q
i-MAp87ZRzNrh2KwMZswcvt2,WiDaID,Q117222675
i-MAp87ZRzNrh2KwMZswcvt2,SwePoArID,sj9PGLAlnmUAAAAAABgZdw
i-2t9Vp7JX4pqR6fx9wurVt3,WiDaID,Q117222738
i-2t9Vp7JX4pqR6fx9wurVt3,SwePoArID,sj9PGLAlnmUAAAAAABgd7A
i-PuJEE7tZPiv71iNZo1UA8,WiDaID,Q117222781
i-PuJEE7tZPiv71iNZo1UA8,SwePoArID,sj9PGLAlnmUAAAAAABfTWA
i-EQM2NLR1fbN9izUQhjTRGR,WiDaID,Q117223085
i-EQM2NLR1fbN9izUQhjTRGR,SwePoArID,sj9PGLAlnmUAAAAAABgcBQ
i-ExSAYRqk2xRRexace2P8wV,WiDaID,Q117223193
i-ExSAYRqk2xRRexace2P8wV,SwePoArID,sj9PGLAlnmUAAAAAABfPnw
i-TYpddiX12HJSyT4ZVp2VpB,WiDaID,Q117223318
i-TYpddiX12HJSyT4ZVp2VpB,SwePoArID,sj9PGLAlnmUAAAAAABgfhQ
i-D48LnWh2MhYRfi53JpMV8c,WiDaID,Q117223450
i-D48LnWh2MhYRfi53JpMV8c,SwePoArID,sj9PGLAlnmUAAAAAABfM_w
i-R6eNR9RuE1U1MpqLVsqC57,WiDaID,Q117223508
i-R6eNR9RuE1U1MpqLVsqC57,SwePoArID,sj9PGLAlnmUAAAAAABgRQw
i-2p8ymXYjHPTSuKVZSU7E3o,WiDaID,Q117223614
i-2p8ymXYjHPTSuKVZSU7E3o,SwePoArID,sj9PGLAlnmUAAAAAABgRUg
i-MEKeqfhrUozYo69DS2iN59,WiDaID,Q117223685
i-MEKeqfhrUozYo69DS2iN59,SwePoArID,sj9PGLAlnmUAAAAAABfTVw
i-2QMwPRu9aRvrGSP6ufskE5,WiDaID,Q117224084
i-G3foysEJ6LCRz9TzDch94P,WiDaID,Q117224201
i-G3foysEJ6LCRz9TzDch94P,SwePoArID,sj9PGLAlnmUAAAAAABfPxw
i-3K1ZGtYnJEg1E9AoTGFkNj,WiDaID,Q117280381
i-3K1ZGtYnJEg1E9AoTGFkNj,SwePoArID,sj9PGLAlnmUAAAAAABfTbQ
i-YPfhsG9VXbac4uL5462aGt,WiDaID,Q117280842
i-YPfhsG9VXbac4uL5462aGt,SwePoArID,sj9PGLAlnmUAAAAAABfb3A
i-7vWH6h3u1KyRdFh3Fq3Twv,WiDaID,Q117280895
i-7vWH6h3u1KyRdFh3Fq3Twv,SwePoArID,sj9PGLAlnmUAAAAAABga_g
i-66Wwkq4xTvkrUHpAcMgS5k,WiDaID,Q117280914
i-66Wwkq4xTvkrUHpAcMgS5k,SwePoArID,sj9PGLAlnmUAAAAAABgfTw
i-5TJn89iuS5tsvHYmTBPUAy,WiDaID,Q117286191
i-5TJn89iuS5tsvHYmTBPUAy,SwePoArID,sj9PGLAlnmUAAAAAABgeeA
i-519ccWmGNkm1T7rYymoX6F,WiDaID,Q117286352
i-519ccWmGNkm1T7rYymoX6F,SwePoArID,sj9PGLAlnmUAAAAAABfPMA
i-7cxbN2RoNZzLfH8PrW3LwN,WiDaID,Q117286391
i-7cxbN2RoNZzLfH8PrW3LwN,SwePoArID,sj9PGLAlnmUAAAAAABgdCg
i-Xtus94bWfPgNgA5bbAzUCK,WiDaID,Q117286580
i-Xtus94bWfPgNgA5bbAzUCK,SwePoArID,sj9PGLAlnmUAAAAAABgRsA
i-XEtEg6LxsMQkypjsyUrdjn,WiDaID,Q117286801
i-XEtEg6LxsMQkypjsyUrdjn,SwePoArID,sj9PGLAlnmUAAAAAABfRWg
i-YNnGatGGiCN5sfMx84itZi,WiDaID,Q117287698
i-YNnGatGGiCN5sfMx84itZi,SwePoArID,sj9PGLAlnmUAAAAAABfkQg
i-U4anBoFerU2gKE6hcB3GXc,WiDaID,Q117288109
i-U4anBoFerU2gKE6hcB3GXc,SwePoArID,sj9PGLAlnmUAAAAAABfNMQ
i-Rc1Ucbsh8zyMks8rJJHjX6,WiDaID,Q117288214
i-Rc1Ucbsh8zyMks8rJJHjX6,SwePoArID,sj9PGLAlnmUAAAAAABgeVQ
i-TyDbLDwsT2Ssr6vdh266Gr,WiDaID,Q117288584
i-TyDbLDwsT2Ssr6vdh266Gr,SwePoArID,sj9PGLAlnmUAAAAAABfQQw
i-JWP5dNNwLrpzc7u8cWLa39,WiDaID,Q117288641
i-JWP5dNNwLrpzc7u8cWLa39,SwePoArID,sj9PGLAlnmUAAAAAABgcaQ
i-YZy5UzHqZbM7Y8umtW5sjf,WiDaID,Q117288697
i-YZy5UzHqZbM7Y8umtW5sjf,SwePoArID,sj9PGLAlnmUAAAAAABgb-Q
i-2V14kMbwoqRCDnaJBAPWxH,WiDaID,Q117288719
i-2V14kMbwoqRCDnaJBAPWxH,SwePoArID,sj9PGLAlnmUAAAAAABgfNA
i-3y52vXfXcmS5WTo3fZpGkT,WiDaID,Q117288772
i-3y52vXfXcmS5WTo3fZpGkT,SwePoArID,sj9PGLAlnmUAAAAAABgasg
i-BG3ppKEV9tJVCs6dQEWdSL,WiDaID,Q117288940
i-BG3ppKEV9tJVCs6dQEWdSL,SwePoArID,sj9PGLAlnmUAAAAAABfNWw
i-Qk9ckHLNgsoYgsZhFeaze8,WiDaID,Q117288989
i-Qk9ckHLNgsoYgsZhFeaze8,SwePoArID,sj9PGLAlnmUAAAAAABfkSA
i-C35T2p8YzaajordcxyTv9z,WiDaID,Q117289037
i-C35T2p8YzaajordcxyTv9z,SwePoArID,sj9PGLAlnmUAAAAAABgR_A
i-7NY6bNiHjw7ozokGgFydkR,WiDaID,Q117289118
i-7NY6bNiHjw7ozokGgFydkR,SwePoArID,sj9PGLAlnmUAAAAAABgcGw
i-Y7Pg3p8Gp6PdXvyhJt96Pn,WiDaID,Q117289149
i-Y7Pg3p8Gp6PdXvyhJt96Pn,SwePoArID,sj9PGLAlnmUAAAAAABfPKw
i-9pniEQjQ1nuD311D7jnQjy,WiDaID,Q117289318
i-9pniEQjQ1nuD311D7jnQjy,SwePoArID,sj9PGLAlnmUAAAAAABgb-g
i-W4ytnPuPTvRtJf3k6ST5af,WiDaID,Q117289330
i-W4ytnPuPTvRtJf3k6ST5af,SwePoArID,sj9PGLAlnmUAAAAAABfkZQ
i-STsYuEYxr7CXGKiQNyTBYW,WiDaID,Q117289337
i-STsYuEYxr7CXGKiQNyTBYW,SwePoArID,sj9PGLAlnmUAAAAAABfkdA
i-Ls6294BnXY9yCbti1UwX4o,WiDaID,Q117289345
i-Ls6294BnXY9yCbti1UwX4o,SwePoArID,sj9PGLAlnmUAAAAAABgfRQ
i-G76oKsdVM5Xi98Rbf1oBV3,WiDaID,Q117289775
i-G76oKsdVM5Xi98Rbf1oBV3,SwePoArID,sj9PGLAlnmUAAAAAABfPmQ
i-U1rTPKYA5fBaKrsvKmvLnz,WiDaID,Q117309775
i-BWRJYa7Tr185rgSmDSjQgU,WiDaID,Q117314043
i-Fbr8NZHB3G14H5Wdpn95gM,WiDaID,Q117359725
i-KcdTfHgf3gb2L3pSHykunC,WiDaID,Q117378461
i-4bCqHMJzXGTNxBtAVhtq1W,WiDaID,Q117378629
i-MRMxWnnrUq84KbcoKsjTwk,WiDaID,Q117378928
i-8UvUvE6N7DTqSEQmDcqrsb,WiDaID,Q117426463
i-XFw6Aez9GFvC4zffvmaER,WiDaID,Q117428029
i-6pWs6xU5Lf7xxoGL28icWt,WiDaID,Q117463025
i-5gF1U3J7PuHQuysnqKyjBZ,WiDaID,Q117467164
i-5gF1U3J7PuHQuysnqKyjBZ,RiPeID,0244061841305
i-5gF1U3J7PuHQuysnqKyjBZ,SwePaPeGUID,0a32dcb1-1b45-4fd2-a66a-5381acc6037a
i-UA5ckFSjhrYHm2TBQW4PDR,WiDaID,Q117714137
i-UA5ckFSjhrYHm2TBQW4PDR,SwePoArID,sj9PGLAlnmUAAAAAABfsCQ
i-U85daejCqiYzKs66ytTcz,WiDaID,Q117884595
i-U85daejCqiYzKs66ytTcz,RiPeID,0381853591928
i-U85daejCqiYzKs66ytTcz,SwePaPeGUID,76a97c23-0eb9-4754-a886-1f765467120a
i-MTQ1QbRJPcUcVkCncd93s7,WiDaID,Q118591637
i-MTQ1QbRJPcUcVkCncd93s7,RiPeID,0747883322423
i-MTQ1QbRJPcUcVkCncd93s7,SwePaPeGUID,a84368d2-e8ab-4d8d-8fc6-1099083ec474
i-GqTMsNLLFn5C2MaEe9w2N1,WiDaID,Q118591652
i-GqTMsNLLFn5C2MaEe9w2N1,RiPeID,0845783625227
i-GqTMsNLLFn5C2MaEe9w2N1,SwePaPeGUID,404b5422-bc43-41ed-be54-a515b301200e
i-WYKuRMKM6tA1vcwdMWNGBQ,WiDaID,Q118848636
i-9AEiGfKs79aDrF7tqW6o2z,WiDaID,Q118849026
i-EgERDpRLMPYUJP8J6xLJWn,WiDaID,Q118859389
i-TtvnJp1acAbicTp7EQDMr2,WiDaID,Q118862441
i-LbPdY8fQpCR1e6ENof8T82,WiDaID,Q118869154
i-3FSp339dVf7hve3irY4ifb,WiDaID,Q118873862
i-Hec55PpbGGKBKPihBv2zjp,WiDaID,Q118873865
i-ANBUUEpZ7fny8muDcGY2Sn,WiDaID,Q118873866
i-UUi12uaj6juRSHRpuvMJGb,WiDaID,Q118873867
i-2wfYfbpr1SKETjcrKre2ps,WiDaID,Q118873868
i-MmcK4MN6rtwdAZYqQFwe5E,WiDaID,Q118873869
i-3iqh8M1mRpoNnWtmnbaPUe,WiDaID,Q118873870
i-HBmMYJZFCF2hFp911rkLLd,WiDaID,Q118873871
i-Zpuhrpb1waGfua75p65Pv,WiDaID,Q118873872
i-Y9xH6kmzzeT9WDbw7dYK93,WiDaID,Q118873873
i-6KGQ1CebqjccsMVRJ17HdY,WiDaID,Q118873874
i-TX2ab51zjHPSzvkj2J96i,WiDaID,Q118873875
i-TX2ab51zjHPSzvkj2J96i,RiPeID,0993103818993
i-TX2ab51zjHPSzvkj2J96i,SwePaPeGUID,a7c7c7b9-3c9c-491a-a2a2-b5102ea01412
i-DmGUZa81u2cGhyBZmcdGvf,WiDaID,Q118873876
i-RWHHpjXg7xo3nGajq9orcA,WiDaID,Q118873878
i-82MwvDv7xPN1fZSBKWshB8,WiDaID,Q118873879
i-82MwvDv7xPN1fZSBKWshB8,RiPeID,0231363411995
i-82MwvDv7xPN1fZSBKWshB8,SwePaPeGUID,7e620df6-3c92-460f-b7c7-017f2a000246
i-8pJqy5ekTiYsJKdTnJ27uj,WiDaID,Q118873880
i-8pJqy5ekTiYsJKdTnJ27uj,RiPeID,0317320289305
i-8pJqy5ekTiYsJKdTnJ27uj,SwePaPeGUID,9dd18740-91ee-4f68-a13d-97408f382721
i-Vnkpea58chrLh3HrSpwzd2,WiDaID,Q118873881
i-Vnkpea58chrLh3HrSpwzd2,RiPeID,0633602773606
i-Vnkpea58chrLh3HrSpwzd2,SwePaPeGUID,825ae56d-70e7-4b41-ab7f-5a765aa40255
i-Ny58gwGv1z41VZUMyyA7fF,WiDaID,Q118873882
i-U2jRCEf7iiFq3v1MVTh88k,WiDaID,Q118873883
i-U2jRCEf7iiFq3v1MVTh88k,RiPeID,0244659729601
i-U2jRCEf7iiFq3v1MVTh88k,SwePaPeGUID,65645554-cfec-493d-a2cd-626331cb4192
i-GdxSdxj7jrYBfw9aGJn2gk,WiDaID,Q118873884
i-5ehuugj1W28VKrpCt5Wtye,WiDaID,Q118892820
i-7WstngPiiEgB76HwUbWUxN,WiDaID,Q118946175
i-Fjd4MNrvC2pQQ5PT3qzrNp,WiDaID,Q118968654
i-P2ssmzM1m8o1FzBe1Uiez7,WiDaID,Q118978711
i-P2ssmzM1m8o1FzBe1Uiez7,RiPeID,0392711595808
i-P2ssmzM1m8o1FzBe1Uiez7,SwePaPeGUID,ebe84dca-534a-4c33-957f-4018ec8c9059
i-BPER7EvtHwcVum52SKD8SD,WiDaID,Q119009323
i-hoaodUZWE2baedMVwi9tL,WiDaID,Q119010359
i-BCiY4VtviNcVs4r1Gb3Js4,WiDaID,Q119019359
i-BCiY4VtviNcVs4r1Gb3Js4,RiPeID,0504070018507
i-BCiY4VtviNcVs4r1Gb3Js4,SwePaPeGUID,dc959d9b-edc2-41c4-a382-7f4c5533ccf7
i-SpqJwqYZAhh99fpnqFyTrn,WiDaID,Q119040333
i-AL1z9woUn69erbUoQ2x8Ce,WiDaID,Q12006677
i-AL1z9woUn69erbUoQ2x8Ce,RiPeID,0797281536419
i-AL1z9woUn69erbUoQ2x8Ce,SwePaPeGUID,506a45c5-7af4-4f1d-833a-a943f4462b72
i-8mQv5P6KHAoGEiUHhANB2Q,WiDaID,Q121934765
i-8mQv5P6KHAoGEiUHhANB2Q,RiPeID,0512645510895
i-8mQv5P6KHAoGEiUHhANB2Q,SwePaPeGUID,cc4afbfd-aaf0-492e-9945-840a796d5eb8
i-2J2wE3W8hwNZbGpwcXgC4m,WiDaID,Q122226620
i-2J2wE3W8hwNZbGpwcXgC4m,RiPeID,0371013828421
i-2J2wE3W8hwNZbGpwcXgC4m,SwePaPeGUID,ff40eb42-32f3-485f-a573-704d33565d7c
i-3MwbJPjHpsScrukDj5ohhN,WiDaID,Q1232072
i-3MwbJPjHpsScrukDj5ohhN,RiPeID,0553241385804
i-QN9BgTC9BuyAR5R3Rsq4z,WiDaID,Q123406542
i-QN9BgTC9BuyAR5R3Rsq4z,RiPeID,0275126649110
i-59GzwSB23e1tdcfxS3Mstm,WiDaID,Q124062059
i-59GzwSB23e1tdcfxS3Mstm,RiPeID,0287315215921
i-59GzwSB23e1tdcfxS3Mstm,SwePaPeGUID,45b42cb7-9fbe-4e3c-bc7c-2a2144c13ffb
i-7yzcmgHgwvdw4zkJiWVkhj,WiDaID,Q1253889
i-7yzcmgHgwvdw4zkJiWVkhj,DiSweNaBiID,34560
i-7yzcmgHgwvdw4zkJiWVkhj,SwePoArID,YB0QHyfj0hAAAAAAAABTmg
i-7yzcmgHgwvdw4zkJiWVkhj,UpUnAlID,alvin-person:1201
i-7yzcmgHgwvdw4zkJiWVkhj,UpUnAlID,alvin-person:37366
i-7yzcmgHgwvdw4zkJiWVkhj,SwePoArID,sj9PGLAlnmUAAAAAABfN5g
i-5qXYUeKZZW4ms54drBexu6,WiDaID,Q1267
i-5qXYUeKZZW4ms54drBexu6,DiSweNaBiID,12545
i-5qXYUeKZZW4ms54drBexu6,SwePoArID,j6S8rJvx9lAAAAAAAACeFQ
i-5qXYUeKZZW4ms54drBexu6,UpUnAlID,alvin-person:26485
i-HWWVGZcUSaZGHGdRYcnTju,WiDaID,Q1291317
i-HWWVGZcUSaZGHGdRYcnTju,DiSweNaBiID,16402
i-HWWVGZcUSaZGHGdRYcnTju,SwePoArID,sj9PGLAlnmUAAAAAAA7Swg
i-HWWVGZcUSaZGHGdRYcnTju,SwePoArID,sj9PGLAlnmUAAAAAABgc9Q
i-HK1EEzMjnsMm3rbAtX84b9,WiDaID,Q1333150
