swerik_id,bibtex_key,wiki_id,page
i-8wbMeTkVReRz8W8ow2uEho,AskerNorberg1996v1,Q111443541,75
i-8WGMX6q7rMnCgERJgAW1Cm,NorbergEA1986v3,Q110346241,74
i-8WwbpBFcyNSytAMDhivg3U,NorbergEA1986v3,Q110346241,128
i-8wXxnHnnptRtNwUBmBHP8W,NorbergEA1990v4,Q110346241,318
i-8Xg6rQ1B7v8aCzfZ3Jki9R,AskerNorberg1996v1,Q111443541,480
i-8Xg6rQ1B7v8aCzfZ3Jki9R,NorbergEA1986v3,Q110346241,265
i-8xJdTZwSqZSytpZc9s1P2M,NorbergEA1990v4,Q110346241,218
i-8xTNMP7CVTCRZUC85xfBv2,NorbergEA1992v5,Q110346241,306
i-8XUQMZkcTy5UrLLAFGh5Ah,NorbergAsker1996v2,Q111443541,404
i-8xwhJr3GiQ8oGuymkLFyKR,NorbergAsker1996v2,Q111443541,64
i-8xx95YKLjMC83YPJobGgTT,NorbergTjerneld1985v2,Q110346241,147
i-8yGuNy24hvMd2Z2td7mHze,NorbergEA1988v1,Q110346241,423
i-8yQhUdz9Nx88HudKyzraDE,NorbergEA1988v1,Q110346241,47
i-8yrd8fXpNiYeshuJ9CBor8,NorbergEA1990v4,Q110346241,472
i-8YUu6FdSHbMaWxHkRan8Va,NorbergEA1990v4,Q110346241,202
i-8YuxUyGc2HnpesE4HZAcZz,NorbergEA1988v1,Q110346241,149
i-8zen6gqoJKVpG7SVBDYFet,NorbergTjerneld1985v2,Q110346241,98
i-8ZMD47dtuvR29z3Y6yqcHd,NorbergEA1986v3,Q110346241,87
i-8ZNJWsBMhAczaaMoTcJqRT,NorbergEA1990v4,Q110346241,248
i-8zp4he8AQrCEaqtn8kZcTc,NorbergEA1988v1,Q110346241,124
i-8zp4he8AQrCEaqtn8kZcTc,NorbergEA1990v4,Q110346241,414
i-913aYXEiAr4Brs26JsKve9,NorbergEA1988v1,Q110346241,376
i-9176GQUFtfs5bLdpQnVS9M,NorbergEA1986v3,Q110346241,209
i-9176GQUFtfs5bLdpQnVS9M,NorbergEA1988v1,Q110346241,308
i-9176GQUFtfs5bLdpQnVS9M,NorbergEA1992v5,Q110346241,215
i-91SAXsUbmLaUj8YfQKHZ1n,NorbergAsker1996v2,Q111443541,285
i-91SAXsUbmLaUj8YfQKHZ1n,NorbergEA1990v4,Q110346241,139
i-92j4c5FkzDFwghYzLG8fVq,NorbergEA1988v1,Q110346241,423
i-92m93tAMUTKkSzFCqeubqH,NorbergEA1986v3,Q110346241,51
i-92St7w7rocnbikt1wMWuD9,NorbergTjerneld1985v2,Q110346241,373
i-941xKVssAyrgTFNe9CECJQ,NorbergEA1986v3,Q110346241,211
i-943UoRGNRSGAMuf3ei1pAs,AskerNorberg1996v1,Q111443541,468
i-943UoRGNRSGAMuf3ei1pAs,NorbergEA1986v3,Q110346241,224
i-94a67izxUsoBkEgSVVeZQK,NorbergEA1986v3,Q110346241,291
i-95F4sSt2W2tyXAwECzMBoc,AskerNorberg1996v1,Q111443541,58
i-95K5z35tn37uoiYoUqCBaa,NorbergEA1986v3,Q110346241,253
i-967Q9DmWbuMgaG62XNQNDR,NorbergAsker1996v2,Q111443541,447
i-967Q9DmWbuMgaG62XNQNDR,NorbergEA1992v5,Q110346241,343
i-96hHV3ALkrSUzCixZLWNaR,NorbergEA1986v3,Q110346241,223
i-96nBSnmqsaHst62vebU4eB,NorbergEA1986v3,Q110346241,281
i-97rkoRdFr5kvGgE9yZ7fBW,NorbergTjerneld1985v2,Q110346241,191
i-98N1HMQdQDhWnDhpZoi1by,NorbergEA1986v3,Q110346241,285
i-98YmR9vAxCy513DNUvVDH5,NorbergEA1990v4,Q110346241,428
i-998zuvZXsvbXuA7m2RRgZk,NorbergAsker1996v2,Q111443541,312
i-99apTmys3yg4ezCGCxtPbq,NorbergEA1990v4,Q110346241,167
i-99apTmys3yg4ezCGCxtPbq,NorbergEA1990v4,Q110346241,167
i-99Gtnfkc7dLsyQohEJEYBn,NorbergEA1988v1,Q110346241,145
i-99ornwsfDdeiuFqfTPvwWz,NorbergEA1990v4,Q110346241,511
i-9Ar1jXVCdxuLG4j6W3svGu,AskerNorberg1996v1,Q111443541,503
i-9aRLLJUPp6dkL6wGF6nZuc,AskerNorberg1996v1,Q111443541,356
i-9ASkBXA9k1EGNEuvr3rVgj,NorbergEA1986v3,Q110346241,108
i-9B4d4a6UtqsapvnQkHRiBw,NorbergEA1992v5,Q110346241,246
i-9b5dygstFooeZAKETPPzo2,AskerNorberg1996v1,Q111443541,458
i-9b5dygstFooeZAKETPPzo2,NorbergEA1986v3,Q110346241,192
i-9bfQSfVCLTvHZiJQpxNMkR,NorbergAsker1996v2,Q111443541,89
i-9ByMxGpDUrswk5Kmko1dAC,NorbergEA1990v4,Q110346241,319
i-9Bz6eD77dbibFG3TqSJZ4u,NorbergEA1990v4,Q110346241,434
i-9C6mLQs4QzU7geZ2uSMUpe,AskerNorberg1996v1,Q111443541,166
i-9C6mLQs4QzU7geZ2uSMUpe,NorbergEA1988v1,Q110346241,249
i-9CjDazXFvzcWCxA6Zkewr1,AskerNorberg1996v1,Q111443541,288
i-9CjDazXFvzcWCxA6Zkewr1,NorbergTjerneld1985v2,Q110346241,87
i-9cPaRoHDR9DLsNoEfU1LNN,NorbergEA1990v4,Q110346241,114
i-9csrSsTp3kPVAcfCYPLzkX,NorbergEA1988v1,Q110346241,164
i-9csSHEDuiLf5skfsfkp1Ub,NorbergEA1990v4,Q110346241,78
i-9CvkAU1JKjTkULuqucvebo,AskerNorberg1996v1,Q111443541,429
i-9cwpx6keR2x17KyT6hbxDB,NorbergAsker1996v2,Q111443541,489
i-9cxsGvSXQ9gJu9kgNvNoFn,NorbergAsker1996v2,Q111443541,461
i-9cYsFuLsrAUioQXvcyUNgJ,NorbergEA1990v4,Q110346241,144
i-9D97X6fo9to7QoKCna8LuM,NorbergAsker1996v2,Q111443541,112
i-9D97X6fo9to7QoKCna8LuM,NorbergEA1988v1,Q110346241,169
i-9dA83pW6aqwpFAFbEVXFAS,NorbergEA1990v4,Q110346241,317
i-9DETYuf2xa4o1AQ7HpbNMT,AskerNorberg1996v1,Q111443541,142
i-9DETYuf2xa4o1AQ7HpbNMT,NorbergEA1988v1,Q110346241,227
i-9Dgk5sb8PfHwvFgn8agAfm,NorbergTjerneld1985v2,Q110346241,88
i-9dSPCGCoE69Vw6g6QAmPNz,NorbergEA1986v3,Q110346241,67
i-9eC9BPLsrpdJeWTr8iBPeT,AskerNorberg1996v1,Q111443541,226
i-9EKrgr3Ba4x3Qu2BozYUEA,NorbergEA1992v5,Q110346241,150
i-9EVBHH2xJEGMABgsX8L45Q,NorbergEA1986v3,Q110346241,108
i-9FaEFPLt3oQFHYZzfytdP2,NorbergEA1990v4,Q110346241,171
i-9faG75S9uS5dwmJ9GTvda1,NorbergEA1986v3,Q110346241,293
i-9fDXbKSL4EGWadJh9sRFip,NorbergTjerneld1985v2,Q110346241,263
i-9fibvuHttW7hnzuhVZKV7i,NorbergEA1986v3,Q110346241,282
i-9fnjME1eW8K8kyikqsAoDW,NorbergEA1992v5,Q110346241,62
i-9FZ4w8Hg49p7i94HbueNCk,AskerNorberg1996v1,Q111443541,368
i-9GJTh6Ygp8gnwvQy8xcnJd,NorbergTjerneld1985v2,Q110346241,234
i-9GJUYyk1FqrAw36gAt5V7H,NorbergEA1988v1,Q110346241,195
i-9GkZmWA6j3AXTPSkudVbZ,AskerNorberg1996v1,Q111443541,289
i-9gw6tCpchuRJcG4S3PU6wP,NorbergEA1992v5,Q110346241,141
i-9HcVjqUUaRi25byWTYJ6eH,NorbergEA1988v1,Q110346241,245
i-9hG74ML7xpYycy9PPPCLrq,NorbergTjerneld1985v2,Q110346241,120
i-9hGKtwhDVvJSEkq4CXz1ii,NorbergEA1986v3,Q110346241,128
i-9idAyFKDmaYR8KCqbRYowd,NorbergEA1992v5,Q110346241,254
i-9iEQVLNm6X7rUXvq9ydNgk,NorbergEA1992v5,Q110346241,181
i-9ig2PDavZA2bYmLyk9DYjw,NorbergEA1988v1,Q110346241,357
i-9iNp1MZbdkNsrM73feEQmc,AskerNorberg1996v1,Q111443541,108
i-9iqLBgdAYEoR244dkazyYj,NorbergEA1992v5,Q110346241,90
i-9J1gmLVJSnGBRMzrAVvtvR,AskerNorberg1996v1,Q111443541,196
i-9J6rjw3utcJATqZ2vfEqtx,NorbergEA1988v1,Q110346241,132
i-9JBdyzqpHdCbPwHHz64Qqs,AskerNorberg1996v1,Q111443541,159
i-9jbeXPGrQfxx5oSytp9bfF,NorbergEA1990v4,Q110346241,508
i-9jhvJdksrB87LGgUuY4HrE,NorbergEA1990v4,Q110346241,100
i-9jKVe9z33h622yznGX79gp,NorbergEA1992v5,Q110346241,69
i-9jmWzNfPHSQcWxQe8zYvPU,NorbergTjerneld1985v2,Q110346241,208
i-9JsxBiraiBoy2MDeoaZACy,NorbergAsker1996v2,Q111443541,458
i-9jUGmzGyHsdf8ZZxHz35xE,NorbergTjerneld1985v2,Q110346241,370
i-9jz5ycDdUNuEbuww4Ui1YW,NorbergEA1990v4,Q110346241,66
i-9kQEhG7b4RhJm3feAQj7DQ,NorbergEA1992v5,Q110346241,265
i-9kWc6wneUpBp61seLvVTr9,NorbergEA1986v3,Q110346241,270
i-9kxSuouuwmqt1Fib8fHVwA,NorbergAsker1996v2,Q111443541,53
i-9MFHjq6CgKrRzcV8mJqNJd,NorbergAsker1996v2,Q111443541,50
i-9MFHjq6CgKrRzcV8mJqNJd,NorbergTjerneld1985v2,Q110346241,368
i-9mhZBB7AP9JCjQVZJRGsGS,NorbergTjerneld1985v2,Q110346241,348
i-9miqvNzN384nNnNXeuVKVu,NorbergEA1988v1,Q110346241,93
i-9mpjL7WndAk2vS1p76SEft,NorbergTjerneld1985v2,Q110346241,302
i-9msUCw725vKguNSQS4ikv4,NorbergAsker1996v2,Q111443541,448
i-9My6zQNwR987YADn41a1Q6,NorbergEA1988v1,Q110346241,69
i-9NFp9L9xoNGpV3XBh2fHox,NorbergEA1990v4,Q110346241,250
i-9NyAqYQHXK6ctRb6HgHd9R,NorbergEA1990v4,Q110346241,77
i-9NzPe84PpTkZS9PGFEPbNv,NorbergEA1992v5,Q110346241,216
i-9od8XMMEFpuGQ58mq2Csw5,AskerNorberg1996v1,Q111443541,393
i-9od8XMMEFpuGQ58mq2Csw5,NorbergTjerneld1985v2,Q110346241,337
i-9osx7gdXCsvHnf1J7JQnnY,NorbergAsker1996v2,Q111443541,249
i-9oymRiJJCuDafQz6ywVqQ4,NorbergAsker1996v2,Q111443541,370
i-9p3zYcCAyeaFU6YTz9qtsw,NorbergEA1990v4,Q110346241,81
i-9P9pMwjrnX38LhidwctarW,AskerNorberg1996v1,Q111443541,504
i-9PLN35eAW11kpHa4aVJ25k,NorbergEA1988v1,Q110346241,50
i-9pniEQjQ1nuD311D7jnQjy,NorbergEA1990v4,Q110346241,447
i-9pqBScm7qEYTEwntKZpTiM,NorbergEA1990v4,Q110346241,260
i-9pZ6GzfD2R22bxSydJmuYz,NorbergAsker1996v2,Q111443541,240
i-9pZ6GzfD2R22bxSydJmuYz,NorbergEA1990v4,Q110346241,399
i-9Q45RD3uYLp3AUHrZrQV3T,NorbergEA1986v3,Q110346241,194
i-9q7rZgxi59wWj9sHREqvJT,AskerNorberg1996v1,Q111443541,71
i-9q7rZgxi59wWj9sHREqvJT,AskerNorberg1996v1,Q111443541,71
i-9q7rZgxi59wWj9sHREqvJT,AskerNorberg1996v1,Q111443541,71
i-9QCqayEzEwDSfgWUUHHs92,NorbergEA1990v4,Q110346241,203
i-9QdPzWQizWUzv1EJz5xBUH,NorbergEA1988v1,Q110346241,453
i-9QQ4cnXFLEnLvTUUTUWU1C,NorbergEA1990v4,Q110346241,320
i-9qwc3VxwtKLym8d6MM3YkT,NorbergAsker1996v2,Q111443541,416
i-9RLcUvCSHfkEBCw4ME8ju8,NorbergEA1988v1,Q110346241,440
i-9Rm6Eb5yMkktw53BMFCfU1,NorbergTjerneld1985v2,Q110346241,340
i-9sbggAkNaaFH8ywMWFbLEk,AskerNorberg1996v1,Q111443541,165
i-9sCRQAt7PK4FUgLX6kWCiK,NorbergEA1988v1,Q110346241,381
i-9SHnAjHpLBQfhwqrNpggaV,NorbergEA1990v4,Q110346241,84
i-9SmZvBQ1JjEVvKGU1wJV8V,NorbergEA1992v5,Q110346241,98
i-9SqyWHQCE2TQTMebB2Em3P,NorbergAsker1996v2,Q111443541,362
i-9T1VcZJygBvugYuUMzkGjn,NorbergEA1990v4,Q110346241,126
i-9T9bti79sN5bBcZ1cgwb6q,NorbergTjerneld1985v2,Q110346241,160
i-9TrnWeXFDK3Uh1XKbxtcmy,NorbergEA1990v4,Q110346241,150
i-9tSgmQkmz5TxiEpuaWLf1v,NorbergEA1990v4,Q110346241,54
i-9tTQQwvoxmXJiQfaNwGXL4,NorbergAsker1996v2,Q111443541,207
i-9tTQQwvoxmXJiQfaNwGXL4,NorbergEA1990v4,Q110346241,309
i-9UANgY6uSfiLVzstXMbEPV,NorbergEA1990v4,Q110346241,240
i-9Up3oAkPcmkEWMgrLL5W41,AskerNorberg1996v1,Q111443541,222
i-9uQZPc39YosBbFHGUtpYgf,NorbergEA1988v1,Q110346241,381
i-9uQZPc39YosBbFHGUtpYgf,NorbergEA1990v4,Q110346241,115
i-9uS62EqsJWW4P5ZumD9Sgp,NorbergAsker1996v2,Q111443541,360
i-9UYqycUkhn1ehSciZgSn6m,NorbergTjerneld1985v2,Q110346241,162
i-9vaPeJXzHNY4GewzmyfoX1,NorbergEA1992v5,Q110346241,408
i-9vF9GLoMDyn8Hpm8LBX7nv,NorbergEA1992v5,Q110346241,254
i-9vMXbtY8tuv8GJ8te4me1T,AskerNorberg1996v1,Q111443541,315
i-9vMXbtY8tuv8GJ8te4me1T,NorbergTjerneld1985v2,Q110346241,137
i-9VXiGjcrFsmLfrPh2SM3RV,NorbergEA1986v3,Q110346241,272
i-9vzvR7ubRqamDbtf3hFRAW,NorbergEA1990v4,Q110346241,350
i-9W12Gpcqc3ogLGL4GEzLTs,NorbergEA1990v4,Q110346241,419
i-9WD2S5rDe1yyGDE3dzu9jo,NorbergEA1992v5,Q110346241,179
i-9wDWXwUuXhtHCJJVpBsxrn,NorbergTjerneld1985v2,Q110346241,339
i-9wF1b38LpGCCCg2P4b8nS1,NorbergEA1988v1,Q110346241,189
i-9wGNq3SSwPyfuXoCASDnJr,NorbergEA1992v5,Q110346241,67
i-9wN2nfyUfzSDZicp5e3dkR,NorbergEA1990v4,Q110346241,148
i-9wuGFV27d4wT614qHyapco,NorbergEA1990v4,Q110346241,392
i-9wV4fcZuqie3Ynp8i4E2mo,NorbergTjerneld1985v2,Q110346241,380
i-9wYeeuP3RWB6bA1svcTBE,NorbergEA1990v4,Q110346241,398
i-9X2XYXPBTEhd3dVshQ4PFJ,AskerNorberg1996v1,Q111443541,376
i-9xcTdsAB236nR9jJ9qZKvV,NorbergEA1986v3,Q110346241,61
i-9XHDwtcK1WinGBgwCyQx4G,NorbergEA1992v5,Q110346241,65
i-9XMd1rpWw6C27numwL2pi2,NorbergEA1992v5,Q110346241,338
i-9xnJYWRw1BWmFV8LVCC5EH,NorbergEA1988v1,Q110346241,398
i-9XuHqsad9Y4ZuW7LJvmnDf,NorbergEA1986v3,Q110346241,85
i-9Y4xyA9x1QxKAxWcTDiJ57,NorbergAsker1996v2,Q111443541,112
i-9Y4xyA9x1QxKAxWcTDiJ57,NorbergEA1990v4,Q110346241,143
i-9YdjuCLZM3rAee4wYQN5wp,NorbergEA1990v4,Q110346241,213
i-9YGU9DsvbhLihhVNnvsKND,AskerNorberg1996v1,Q111443541,144
i-9YHBfyjymitTPr4vy99fRs,NorbergEA1990v4,Q110346241,492
i-9Yj3oznPw2R7BCssHu4Mfe,NorbergEA1990v4,Q110346241,75
i-9ze7Agfk3sUS4gjAyEcBRi,NorbergEA1992v5,Q110346241,131
i-9ZfzFzDXHZKY5aBmYVFU3a,AskerNorberg1996v1,Q111443541,480
i-9ZJEdfip5n7qwmSL2BfYSA,NorbergEA1990v4,Q110346241,315
i-9zMaK3CVtpd6kY7dATfeep,AskerNorberg1996v1,Q111443541,486
i-9zRsgfuWT8wBQjciJNTNXW,NorbergEA1988v1,Q110346241,144
i-9zVzWnoioAar55EeacA9wU,NorbergTjerneld1985v2,Q110346241,207
i-9zXKiuNmSKJDEsoG3gjATF,NorbergTjerneld1985v2,Q110346241,291
i-A16XHDHnpsSEskwvgsUhaw,NorbergAsker1996v2,Q111443541,303
i-A1DmMyDvHEJCw6gARxn6Ev,NorbergEA1986v3,Q110346241,76
i-A1rXJfgfS6b5QQQgwn3Jm8,NorbergTjerneld1985v2,Q110346241,365
i-A1YdRbL2UQ3JDchun7nahz,NorbergEA1992v5,Q110346241,68
i-A299eggckA8HS7jSxqrvbz,AskerNorberg1996v1,Q111443541,176
i-A299eggckA8HS7jSxqrvbz,NorbergEA1988v1,Q110346241,260
i-A2jgxgPRi11BxUsPb2uNmM,AskerNorberg1996v1,Q111443541,346
i-A2SKxkXq7pZ5UV2ssX3g5g,NorbergEA1986v3,Q110346241,289
i-A37vmFDFqtaNCP1Zn7USP4,NorbergEA1992v5,Q110346241,130
i-A4jkDhz3Qhq16rRWcenUbw,NorbergEA1988v1,Q110346241,311
i-A57rs3Py2LnxnU1a4DJZfR,NorbergEA1992v5,Q110346241,367
i-A5JQXuHfaRp4u95HrYD9gd,NorbergEA1988v1,Q110346241,362
i-A6HKJELS9dEVb676FNQ5tp,NorbergEA1992v5,Q110346241,122
i-A7oyGrcQCHCGYURTKKXFvN,NorbergTjerneld1985v2,Q110346241,340
i-A8ft8hMHUcZDSE5fKdjGpq,NorbergAsker1996v2,Q111443541,86
i-A8LJ4FrqJ35S8tKsgfukzY,NorbergEA1990v4,Q110346241,116
i-A8WYbyYxrhjfUex6Z8WMVq,NorbergTjerneld1985v2,Q110346241,377
i-A8WzRmo8WwUKmVmAJX9cLc,NorbergTjerneld1985v2,Q110346241,56
i-A9Ayvp3K9sd8Pmw311ondn,NorbergEA1986v3,Q110346241,261
i-A9gFi7dPaz2uAdYRAB5NBW,NorbergTjerneld1985v2,Q110346241,391
i-A9vqDKZAyWHDYBf3ZrGCYN,NorbergEA1988v1,Q110346241,230
i-A9wTTx74ViuquWXmgF5vjj,NorbergAsker1996v2,Q111443541,400
i-Aa7GZWXKV4jaAkodU9F2T,NorbergEA1988v1,Q110346241,328
i-Aa8kdvoMdZzFJ7wbmcm1Sh,AskerNorberg1996v1,Q111443541,197
i-AaBGKkCU4qFAGwjd9YLfzH,NorbergEA1986v3,Q110346241,278
i-AAGtAmKub2DD5pa6CPqaxW,NorbergEA1990v4,Q110346241,303
i-AAqwCtq1uiCsRVNQ99pvu2,NorbergTjerneld1985v2,Q110346241,61
i-AbaNSxTWvU5n5aEtEmU4sS,NorbergEA1988v1,Q110346241,119
i-ABaSrrbKvV3cZxEgs6yiWG,NorbergEA1986v3,Q110346241,72
i-ABFN9YRCJxWR5CQLV4KEKc,NorbergTjerneld1985v2,Q110346241,77
i-ABHqHPdDMU18oR56JBTLbP,NorbergEA1990v4,Q110346241,147
i-AC8RFPqgo4aFfG6KooA2u5,AskerNorberg1996v1,Q111443541,225
i-AC8RFPqgo4aFfG6KooA2u5,NorbergEA1988v1,Q110346241,321
i-Ac9yxy2x5ktJ5wzveXCsFQ,NorbergAsker1996v2,Q111443541,196
i-ACVAPuDAAVNFDcYqCfRkK,NorbergAsker1996v2,Q111443541,241
i-ACVAPuDAAVNFDcYqCfRkK,NorbergEA1990v4,Q110346241,400
i-ACY8pQ3rqhZBZFNjZVeYJU,NorbergEA1986v3,Q110346241,284
i-AD4PVxoWFJ5WK9APNtM5vP,NorbergEA1990v4,Q110346241,148
i-AdqA2i9C9h8S2dLNFbX7KB,NorbergEA1990v4,Q110346241,73
i-ADwpi5gosLNrj8eqtdXe6o,NorbergTjerneld1985v2,Q110346241,286
i-AeRihY4YpUHoYMdpRJ5j33,NorbergEA1986v3,Q110346241,54
i-AEuL1tZkLG8yisHEPTUMjg,NorbergEA1988v1,Q110346241,277
i-AeygsPpZHRw5TndXwnCHQm,NorbergAsker1996v2,Q111443541,377
i-Af27F1xYCu7PKfDmUgU7Xb,NorbergAsker1996v2,Q111443541,208
i-Af27F1xYCu7PKfDmUgU7Xb,NorbergEA1990v4,Q110346241,312
i-AFafkqp43qaf9gEGTZMMhQ,NorbergTjerneld1985v2,Q110346241,53
i-AfBPHZLWRPsh7B4P9VGWFb,NorbergTjerneld1985v2,Q110346241,374
i-AFKRuqw65ewVGnDdU6pKeD,NorbergAsker1996v2,Q111443541,220
i-AFKRuqw65ewVGnDdU6pKeD,NorbergEA1990v4,Q110346241,345
i-AFqenDANYsfYo9enniesNh,NorbergTjerneld1985v2,Q110346241,405
i-AFUc4j3t58ghU1eJpFnKLi,NorbergTjerneld1985v2,Q110346241,227
i-AgDzv162Qd6emDzJqLgb4d,NorbergTjerneld1985v2,Q110346241,272
i-AGERzDgeCK5wHu4VB6sv87,NorbergEA1990v4,Q110346241,154
i-AgGMZzru6dKoQKBAEAC9qQ,NorbergEA1992v5,Q110346241,238
i-AgNCAWJHhFupxLXMubwF7R,NorbergEA1986v3,Q110346241,80
i-AGZfiA6EHSwo3gcCJR2xiv,NorbergTjerneld1985v2,Q110346241,66
i-Ah6esEHAmwpbkj7qdoxVev,NorbergEA1988v1,Q110346241,444
i-AhfUaLLE4KoRkwDYaExPfT,NorbergEA1988v1,Q110346241,319
i-AHMTURuCvt5jswfNK1Q8Qg,AskerNorberg1996v1,Q111443541,506
i-AhRKDyS7vZqKEaMUuU2aVs,NorbergAsker1996v2,Q111443541,479
i-Ahzryxd2b7naJSD37mfHNJ,NorbergAsker1996v2,Q111443541,93
i-Ai6D678svLCFNxzAAsM74L,NorbergEA1992v5,Q110346241,138
i-aihY66rhb8LqCkSn8GhKt,NorbergAsker1996v2,Q111443541,259
i-AipmLKPhUTxucoHSHc9KaD,NorbergTjerneld1985v2,Q110346241,161
i-AJCahuHrtMzn7qwctgkSw7,AskerNorberg1996v1,Q111443541,370
i-AJCahuHrtMzn7qwctgkSw7,NorbergTjerneld1985v2,Q110346241,265
i-Ajekh7GRdPd1C7AkYkX1qw,NorbergAsker1996v2,Q111443541,484
i-AJXktptSRuni1fw754JqsT,NorbergEA1986v3,Q110346241,122
i-AJYMmToguz9cYJxmuCbrBw,NorbergTjerneld1985v2,Q110346241,44
i-AkkdfpGktUNP8mcA1ApJ7P,NorbergEA1988v1,Q110346241,98
i-Akp6TAGeiXLBcodZf8itDp,NorbergEA1990v4,Q110346241,243
i-Akp6TAGeiXLBcodZf8itDp,NorbergTjerneld1985v2,Q110346241,85
i-Akry4qWgBXVHLyPnTaxeen,NorbergEA1986v3,Q110346241,283
i-Akw6TaNXU6i1CPtvUchuu3,NorbergTjerneld1985v2,Q110346241,275
i-Akzn9z23GnAQdeU8SSqyQ4,NorbergEA1990v4,Q110346241,144
i-AKZYwn5gCDj23JtMGqjTaK,AskerNorberg1996v1,Q111443541,161
i-AL1CrNrpoub4xWW7MHUhYk,NorbergEA1990v4,Q110346241,248
i-ALf1dLQQ1zU42JvCjYwPAf,NorbergEA1986v3,Q110346241,248
i-ALh3PHXDXv6YrkEMi4FuSj,NorbergAsker1996v2,Q111443541,365
i-ALVd7VosM3XKaoWie25FK8,NorbergEA1986v3,Q110346241,150
i-AM9FiHBfEfHmx9V5MLBTSB,NorbergEA1990v4,Q110346241,471
i-AM9FiHBfEfHmx9V5MLBTSB,NorbergEA1990v4,Q110346241,471
i-Amix13w5CwbirmoN46TB7n,NorbergEA1992v5,Q110346241,91
i-AMJmTeTPRiL1USX39mHZ6w,NorbergTjerneld1985v2,Q110346241,53
i-AmKppgrWPnLHER7xpP5Nar,NorbergEA1990v4,Q110346241,79
i-AMWvsAmfXhcB7kDsWLx8qY,NorbergAsker1996v2,Q111443541,165
i-AMWvsAmfXhcB7kDsWLx8qY,NorbergEA1990v4,Q110346241,220
i-ANAEMQsmJiYPJ3EqincHey,NorbergTjerneld1985v2,Q110346241,179
i-ANiCfxVv7RGYGKMSeQiRq,NorbergEA1990v4,Q110346241,110
i-AnkY8mcdfarCUByckew7sD,NorbergEA1988v1,Q110346241,455
i-AnkY8mcdfarCUByckew7sD,NorbergEA1990v4,Q110346241,513
i-AnkY8mcdfarCUByckew7sD,NorbergEA1992v5,Q110346241,258
i-AnrRW8P2FoZPwmfbQGBp8u,AskerNorberg1996v1,Q111443541,219
i-AnrRW8P2FoZPwmfbQGBp8u,NorbergEA1988v1,Q110346241,310
i-Ao65QGy15CSfY5Bs93ui2H,NorbergEA1988v1,Q110346241,315
i-AoRmp626pkU9Q5rUHCUN3a,NorbergEA1992v5,Q110346241,374
i-Ap6PaQn9pzDFdUtnP8xyzP,NorbergAsker1996v2,Q111443541,328
i-APdYmA6gEZ5MaLN6tJK7ae,NorbergAsker1996v2,Q111443541,480
i-ApHmSnfxK7X5tAzqwJM3Ve,NorbergEA1988v1,Q110346241,108
i-ApMdb3k8RRd3uNyrUKrRGM,NorbergEA1990v4,Q110346241,380
i-Apri7FgXXxnC71KLoUptE9,NorbergAsker1996v2,Q111443541,329
i-Apri7FgXXxnC71KLoUptE9,NorbergEA1992v5,Q110346241,53
i-ApS23bs5MqYzWtTbdEG2Jz,NorbergEA1990v4,Q110346241,403
i-ApUSkmTmSTvD6wvc5VeThD,NorbergEA1986v3,Q110346241,77
i-APZprqrYevJCzGDk2WxRM7,NorbergAsker1996v2,Q111443541,211
i-AqE93YNX5ebVmFiTaUg1Pq,NorbergEA1990v4,Q110346241,402
i-AQM8mzde8ixYG8gZEV93F4,NorbergEA1988v1,Q110346241,322
i-AQXTwzTQEJiySickVRFT1U,AskerNorberg1996v1,Q111443541,374
i-ArgDgyVkJdUq9Gq6HuxKoT,NorbergEA1988v1,Q110346241,145
i-ArgDgyVkJdUq9Gq6HuxKoT,NorbergEA1990v4,Q110346241,501
i-ARhFvspt3bc1nQS2KaREWV,NorbergEA1990v4,Q110346241,311
i-ARPckKnLjiLq7mJ1r6Psod,NorbergEA1990v4,Q110346241,383
i-ARQCpzRTv8ggWtQVRwi1x5,NorbergAsker1996v2,Q111443541,425
i-ARSF9aBhDAbqejYY3uDE6X,NorbergEA1990v4,Q110346241,267
i-AsgGVUhtw8VqZgcDkdv4Xv,NorbergEA1986v3,Q110346241,86
i-AsgGVUhtw8VqZgcDkdv4Xv,NorbergEA1990v4,Q110346241,174
i-AsKctAWx6ZcmMUPi7YHKuw,NorbergEA1988v1,Q110346241,359
i-Asq7NRpmkGRyqdnCrfGpjH,NorbergAsker1996v2,Q111443541,146
i-Asq7NRpmkGRyqdnCrfGpjH,NorbergEA1990v4,Q110346241,157
i-ASZGAumSZoEqnNdy4PgJAw,NorbergEA1990v4,Q110346241,252
i-ATcwa3wSYttW59H6uu1PFg,NorbergAsker1996v2,Q111443541,380
i-ATcwa3wSYttW59H6uu1PFg,NorbergEA1992v5,Q110346241,179
i-AtvKBXC4FZbodCNyRko9RA,NorbergAsker1996v2,Q111443541,170
i-ATZej4sqnWosVieztaCqD4,NorbergEA1990v4,Q110346241,230
i-Au5MnYkbRDPQPetSRettaC,NorbergEA1990v4,Q110346241,200
i-AuCKd7EHzKTWJ9RrDhp6Zh,NorbergTjerneld1985v2,Q110346241,395
i-AUCKptBWsFh38KS56FBcnz,NorbergEA1992v5,Q110346241,212
i-AuDFSNHXg72pSatxXN4KsX,NorbergEA1992v5,Q110346241,209
i-AUiKAHUouizyVHGxxpPv52,NorbergEA1988v1,Q110346241,319
