wiki_id,alias
Q5573300,Bergström i Stockholm
Q5573300,Bergström i Stocksund
Q5573351,Bergström i Bubbetorp
Q5573383,Bergström i Björsbyn
Q5573430,Bergström i Västerby
Q5573455,Bergström i Helsingborg
Q5573465,Bergström i Högsön
Q5573495,Bergström i Finnshyttan
Q5573548,Bergström i Stockholm
Q5573550,Bergström i Bäckland
Q5573639,Bergvall i Stockholm
Q5573763,Berlin i Stockholm
Q5573763,Berlin i Umeå
Q5573776,Berlin i Lund
Q5573792,Berling i Helsingborg
Q5573886,Berndes i Stockholm
Q5573908,Berndtsson i Bua
Q5574107,Bernström i Djursholms Ösby
Q5574112,Bernström i Stockholm
Q5574139,Berntson i Sveg
Q5574217,Beronius i Falun
Q5574697,Beskow i Stockholm
Q5574702,Beskow i Helsingborg
Q5575089,Bexelius i Stockholm
Q5575098,Bexelius i Mångbyn
Q5575104,Bexell i Torstorp
Q5575709,Biesèrt i Lennartsfors
Q5575715,Biesèrt i Töcksfors
Q5575914,Bildt i Stockholm
Q5576126,Billing i Stockholm
Q5576164,Billman i Karlskoga
Q5576219,Billström i Röa
Q5576225,Billström i Lund
Q5576607,Birke i Rönninge
Q5576869,Bissmark i Halmstad
Q5577001,Biörklund i Umeå
Q5577085,Bjerkander i Brismetorp
Q5577306,Bjurström i Hedemora
Q5577366,Björck i Falkenberg
Q5577378,Björck i Kristianstad
Q5577394,Björck i Stockholm
Q5577408,Björck i Göteborg
Q5577424,Björck i Borås
Q5577444,Björck i Djursholm
Q5577444,Björck i Jönköping
Q5577465,Björck i Göteborg
Q5577470,Björk i Jämtön
Q5577503,Björck i Sundsvall
Q5577506,Björk i Skärholmen
Q5577534,Björk i Tryde
Q5577577,Björk i Påarp
Q5577602,Björkenstam i Strömsnäs
Q5577709,Björklund i Stora Perstorp
Q5577726,Björklund i Hässleholm
Q5577746,Björklund i Rörön
Q5577746,Björklund i Sund
Q5577778,Björkman i Stockholm
Q5577778,Björkman i Äppelviken
Q5577789,Björkman i Groeryd
Q5577840,Björkman i Bromma
Q5577857,Björkman i Sunne
Q5577862,Björkman i Norrköping
Q5577909,Björkman i Lötens gård
Q5578035,Andersson i Björkäng
Q5578035,Andersson i Lindesberg
Q5578043,Björlin i Visby
Q5578212,Björn i Stockholm
Q5578265,Björnberg i Enköping
Q5578265,Björnberg i Uppsala
Q5578273,Björnberg i Oskarshamn
Q5578351,Björnsson i Borås
Q5578363,Björnstjerna i Stockholm
Q5578369,Björnstjerna i Stockholm
Q5578534,Bladh i Örsjö
Q5578540,Bladh i Malmö
Q5579064,Blidfors i Lund
Q5579356,Blom i Såtenäs
Q5579445,Blomberg i Härnösand
Q5579458,Blomberg i Stockholm
Q5579475,Blomberg i Uppsala
Q5579524,Blombäck i Kalix-Bredvik
Q5579584,Blomkvist i Lidköping
Q5579605,Blomquist i Växjö
Q5579614,Blomquist i Lund
Q5580297,Bodén i Hjo
Q5580341,Bodin i Trangärd
Q5580347,Bodin i Grausne
Q5580519,Boëthius i Uppsala
Q5580635,Bogren i Falköping
Q5580635,Bogren i Simonstorp
Q5580635,Bogren i Sjömo
Q5580824,Bohnstedt i Rinkesta
Q5580827,Bohnstedt i Hjälmarsnäs
Q5580868,Boija i Norrköping
Q5581049,Bokström i Visby
Q5581074,Bolander i Sala
Q5581167,Bolin i Göksby
Q5581360,Boman i Malmö
Q5581369,Boman i Göteborg
Q5581410,Boman i Kieryd
Q5581542,Bonde i Ericsberg
Q5581542,Bonde i Gimmersta
Q5581563,Bonde i Fållnäs
Q5581603,Bondeson i Karlsnäs
Q5581607,Bondeson i Svalöv
Q5581611,Bondeson i Strömsnäsbruk
Q5581616,Bondeson i Blomstermåla
Q5581635,Bondesson i Svalöv
Q5582044,Boo i Borås
Q5582047,Boo i By
Q5582292,Borell i Saltsjö-Storängen
Q5582355,Borg i Helsingborg
Q5582374,Borg i Södertälje
Q5582377,Borg i Harnäs
Q5582439,Borge i Stockholm
Q5582507,Borggren i Ängelholm
Q5582990,Bosæus i Uppsala
Q5583166,Bosson i Vinslöv
Q5583226,Boström i Tynnelsö
Q5583240,Boström i Sättna
Q5583260,Boström i Simmartorp
Q5583930,Bovin i Hedemora
Q5583930,Bovin i Sala
Q5584283,Braconier i Malmö
Q5584928,Brandt i Aspabruk
Q5585223,Bratt i Göteborg
Q5585253,Bratt i Dalkarlsberg
Q5585291,Bratt i Göteborg
Q5585390,von Braun i Rydaholm
Q5585861,Brehmer i Mårdnäs
Q5585861,Brehmer i Nynäs o Södertälje
Q5585861,Brehmer i Södertälje
Q5585998,Bremberg i Morön
Q5585998,Bremberg i Stockholm
Q5586815,Broander i Visby
Q5586932,Brock i Mariestad
Q5587013,Brodén i Skara
Q5587066,Brodin i Gävle
Q5587179,Brolin i Söderhamn
Q5587193,Brolin i Istrum
Q5587303,Bromée i Billsta
Q5587500,Broomé i Bårslöv
Q5587500,Broomé i Lidingö
Q5587578,Broström i Kristinehamn
Q5588019,Bruse i Färjestad
Q5588019,Bruse i Långbanshyttan
Q5588048,Bruce i Stockholm
Q5588146,Bruhn i Skepparslöv
Q5588155,Bruhn i Vallda
Q5588185,Brummer i Fröllinge
Q5588217,Brun i Hudiksvall
Q5588253,Brundin i Göteborg
Q5588557,Brusewitz i Limmared
Q5588689,Bruzelius i Gyllerup
Q5588938,Brädefors i Notviken
Q5588966,Bränholm i Mölnbacka
Q5588970,Brännberg i Lysekil
Q5589019,Brännström i Brännan
Q5589019,Brännström i Ljusvattnet
Q5589026,Brännström i Burträsk
Q5589038,Brännström i Skellefteå
Q5590158,af Burén i Flemminge
Q5590169,af Burén i Boxholm
Q5590180,af Burén i Boxholm
Q5590197,Burenstam Linder i Djursholm
Q5590200,Burenstam i Skyllberg
Q5590421,Burman i Byske
Q5590424,Burman i Erikssund
Q5590424,Burman i Gustavsberg
Q5590424,Burman i Merlo
Q5590427,Burman i Nedertorneå
Q5590456,Burman i Haparanda
Q5591245,Bülow i Lund
Q5591469,Bystedt i Sundsvall
Q5591493,Byström i Stockholm
Q5591592,Bäckgren i Markebäck
Q5591595,Bäcklin i Nyköping
Q5591597,Bäcklund i Falköping-Ranten
Q5591628,Bäckman i Näsbyn
Q5591643,Bäckström i Porsnäs
Q5591651,Bæckström i Kågedalen
Q5591660,Bäckström i Uttersberg
Q5591673,Bäckström i Sundsvall
Q5591679,Bäckström i Harrbäcken
Q5591682,Bäckström i Håkansön
Q5591686,Bäckström i Djursholm
Q5591731,Bäckström i Teg
Q5591765,Bäckström i Bjurholm
Q5591765,Bäckström i Teg
Q5591837,Bärg i Katrineholm
Q5591877,Bäärnhielm i Kungälv
Q5591891,Bågenholm i Hasselfors
Q5593837,Andersson i Stärte
Q5594513,Arnemark i Stockholm
Q5594777,Asplund i Östersund
Q5594937,Aulin i Eskilstuna
Q55955,Lindhagen i Stockholm
Q5596510,Bengtsson i Lilla Hyllinge
Q5596693,Berg i Brunntorp
Q5596960,Bergstrand i Kolmårdssanatoriet
Q5597697,Björling i Västra Hungvik
Q5598255,Boman i Avesta
Q5598486,Borgström i Åsbo
Q5598581,Boström i Bodbyn
Q5599215,Broberg i Bofors
Q5599597,Bruzelius i Kristianstad
Q5600385,Bökelund i Kalmar
Q5600469,Börjesson i Kattunga
Q5600489,Börjesson i Glömminge
Q5600515,Börjesson i Vråen
Q5600648,Caap i Luleå
Q5601098,af Callerholm i Hedemora
Q5601391,Camitz i Sala
Q5602213,Carbell i Stockholm
Q5602498,Carlberg i Abrahamsgård
Q5602498,Carlberg i Stockholm
Q5602525,Carlborg i Strömstad
Q5602582,Carlén i Stockholm
Q5602596,Carleson i Stockholm
Q5602664,Carlheim-Gyllensköld i Vallen
Q5602669,Carlheim-Gyllensköld i Kristianstad
Q5602814,Carlshamre i Kungälv
Q5602867,Carlson i Göteborg
Q5602867,Carlson i Stockholm
Q5602899,Carlson i Herrljunga
Q5602953,Carlson i Stockholm
Q5602997,Carlsson i Gävle
Q5603007,Carlsson i Carlsro
Q5603007,Carlsson i Hede
Q5603032,Carlsson i Ullvi
Q5603036,Carlsson i Västervik
Q5603039,Carlsson i Gävle
Q5603047,Carlsson i Bakeröd
Q5603051,Carlsson i Stockholm
Q5603080,Carlsson i Västerås
Q5603083,Carlsson i Vikmanshyttan
Q5603110,Carlsson i Göteborg
Q5603128,Carlsson i Tibro
Q5603137,Carlsson i Huskvarna
Q5603231,Carlsson i Hällsbäck
Q5603236,Carlsson i Fågelhem
Q5603283,Carlsson i Fittja
Q5603292,Carlsson i Börjelsbyn
Q5603332,Carlsson i Stockholm
Q5603335,Carlsson i Säffle
Q5603396,Carlsson i Solberga
Q5603432,Carlson i Falun
Q5603467,Carlsson i Frosterud
Q5603467,Carlsson i Malmberget
Q5603467,Carlsson i Skåre
Q5603482,Carlstein i Borås
Q5603503,Carlström i Övertorneå
Q5603515,Carlström i Helgagård
Q5603530,Carlsund i Motala
Q5604447,Casparsson i Brunna
Q5604477,Caspersson i Borgholm
Q5604537,Cassel i Stjärnsund
Q5604541,Cassel i Gunnerud
Q5605172,Cavalli i Malmö
Q5605319,Cawallin i Timrå
Q5605428,Cederberg i Saltsjöbaden
Q5605428,Cederberg i Stockholm och i Saltsjöbaden
Q5605428,Cederberg i Umeå
Q5605465,Cederborg i Stockholm
Q5605497,Cedercrantz i Kalmar
Q5605497,Cedercrantz i Kulltorp
Q5605676,Cederschiöld i Stockholm
Q5605687,Cederström i Beatelund
Q5605691,Cederström i Sanda
Q5605713,Cederström i Fredrikslund
Q5605978,Centerwall i Söderhamn
Q5606084,Cervin i Sunne
Q5606101,Cervin i Risby
Q5607471,Chenon i Krokfors
Q5608366,Christenson i Södertälje
Q5608369,Christenson i Malmö
Q5608372,Christenson i Fladevadsmölla
Q5608541,Christiernson i Helsingborg
Q5608556,Christiernsson i Helsingborg
Q5609230,Clairfelt i Kristianstad
Q5609574,Clarkson i Helsingborg
Q5609612,Clason i Lund
Q5609612,Clason i Stockholm
Q5609827,Clemedtson i Hällegård
Q5610736,Collander i Uddevalla
Q5610761,Colleen i Trollhättan
Q5611046,Collvin i Skara
Q5612133,Corneliusson i Kyrkosund
Q5612906,Crafoord i Karlskrona
Q5612921,Crafoord i Strömstad
Q5612981,Cramér i Visby
Q5613442,Croneborg i Sjöberg
Q5613446,Croneborg i Älvsbacka
Q5613568,Cronstedt i Västerås
Q5613767,Cruse i Stockholm
Q5614019,Culin i Laholm
Q5614917,Dahl i Kristianstad
Q5614967,Dahl i Sölvesborg
Q5614977,Dahl i Filipstad
Q5615201,Dahlberg i Bollstabruk
Q5615281,Dahlberg i Gammelstad
Q5615346,Dahlbäck i Jönköping
Q5615440,Dahlgren i Assarebyn
Q5615448,Dahlgren i Håsten
Q5615454,Dahlgren i Ransäter
Q5615490,Dahlgren i Mantorp
Q5615733,Dahlstedt i Vilhelmina
Q5615773,Dahlström i Knäppinge
Q5615862,Dahm i Kalmar
Q5616069,Dalgren i Västervik
Q5616432,Damström i Domnarvet
Q5616503,Danckwardt-Lillieström i Solberga
Q5616733,Danielson i Dyestad
Q5616750,Danielsson i Långnäs
Q5616960,Danmans i Edsbyn
Q5617030,Danström i Halmstad
Q5617211,Darin i Malmö
Q5618613,De Geer af Finnspång i Hanaskog
Q5618642,De Geer af Leufsta i Lövstabruk
Q5618647,De Geer af Finspång i Mariestad
Q5618652,De Geer i Lesjöfors
Q5618683,De Geer af Leufsta i Frötuna
Q5618783,De la Gardie i Borrestad
Q5618788,De la Gardie i Maltesholm
Q5618990,Ericsson i Åtvidaberg
Q5621134,Johansson i Hallagård
Q5621587,Dickson i Kyleberg
Q5621589,Dickson i Göteborg
Q5621589,Dickson i Stockholm
Q5621600,Dickson i Vikaryd
Q5621628,Dickson i Jönköping
Q5621628,Dickson i Malmö
Q5621707,Dieden i Malmö
Q5623074,Dofsén i Lima
Q5623312,Domeij i Örnsköldsvik
Q5623378,Gustafson i Domö
Q5623378,Gustafson i Järpås
Q5624121,Douglas i Linköping
Q5625211,Dufwa i Stockholm
Q5626919,Edberg i Borgsjö
Q5626921,Edberg i Göteborg
Q5626921,Edberg i Linköping
Q5626942,Edbom i Ljusdal
Q5627008,Edelstam i Nyköping
Q5627064,Edenman i Uppsala
Q5627271,Edlund i Västerås
Q5627413,Abrahamsson i Jönköping
Q5627416,Edström i Lund
Q5627420,Edström i Nordmaling
Q5627432,Edström i Knista
Q5628126,Ehrenborg i Hässleholm
Q5628172,Ehrengranat i Falkenberg
Q5628179,von Ehrenheim i Grönsö
Q5628451,Ehrensvärd i Tosterup
Q5628524,Ehrnberg i Simrishamn
Q5629530,Ekdahl i Södertälje
Q5629550,Ekdahl i Nyvång
Q5629675,Ekelund i Hults bruk
Q5629773,Ekenman i Näsbyholm
Q5629777,Ekenman i Värnamo
Q5629781,Ekenman i Karlshamn
Q5629781,Ekenman i Ulricehamn
Q5629799,af Ekenstam i Hösterum
Q5629799,af Ekenstam i Visby
Q5630009,Eklund i Skultuna
Q5630040,Eklund i Fällersta
Q5630101,Eklund i Stockholm
Q5630174,Eklundh i Lund
Q5630490,Ekman i Finspång
Q5630514,Ekman i Göteborg
Q5630527,Ekman i Kristinehamn
Q5630527,Ekman i Stockholm
Q5630550,Ekman i Stockholm
Q5630560,Ekman i Lesjöfors
Q5630602,Ekman i Göteborg
Q5630690,Ekman i Göteborg
Q5700991,Cöster i Uddevalla
Q5701778,Danielsson i Mörlanda
Q5707382,Ekstedt i Skee
Q5707505,Ekström i Säm
Q5707649,Ekström i Djupdalen
Q5707657,Ekström i Iggesund
Q5707689,Ekströmer i Klavreström
Q5707706,Ekströmer i Fågelfors
Q5708322,Elfstedt i Arboga
Q5708322,Elfstedt i Stockholm
Q5708424,Elfving i Bromma
Q5708769,Eliasson i Osby
Q5708797,Eliasson i Skuttungeby
Q5708812,Eliasson i Oktorp
Q5708826,Eliasson i Sundborn
Q5708836,Eliasson i Stockholm
Q5708890,Eliasson i Markaryd
Q5708904,Eliasson i Moholm
Q5709034,Elisson i Fagared
Q5709148,Elldin i Färnebol
Q5709446,Elliot i Stockholm
Q5710181,Elowson i Karlstad
Q5711007,Emthén i Höven
Q5711007,Emthén i Marsta
Q5711082,Enarsson i Laxarby
Q5711342,Enderstedt i Borås
Q5711655,Engberg i Härnösand
Q5711655,Engberg i Malmö
Q5711655,Engberg i Stockholm
Q5711655,Engberg i Uppsala
Q5712343,Bjärnum i Engkvist
Q5712735,Engman i Näsåker
Q5713029,Engström i Slite
Q5713371,Enhörning i Kubikenborg
Q5714494,Erickson i Bjärsby
Q5714526,Erickzon i Bjärsby
Q5714526,Erickzon i Skälsnäs
Q5714592,Ericsson i Rånnum
Q5714670,Ericson i Boxholm
Q5714707,Ericson i Stockholm
Q5714759,Ericsson i Borekulla
Q5714844,Ericson i Oberga
Q5714980,Ericsson i Stockholm
Q5714986,Ericsson i Väsby
Q5714995,Ericsson i Gåvetorp
Q5715124,Ericsson i Sörsjön
Q5715170,Ericsson i Ramsberg
Q5715248,Ericsson i Vallsta
Q5715273,Ericsson i Kinna
Q5715273,Ericsson i Stockholm
Q5715406,Ericsson i Ovanmyra
Q5715419,Ericsson i Vik
Q5715763,Erikson i Stocksund
Q5715803,"Erikson i Myckelgård, Gustaf"
Q5715925,Eriksson i Toftered
Q5715991,Eriksson i Rödsta
Q5716008,Eriksson i Undrom
Q5716080,Eriksson i Stockholm
Q5716147,Eriksson i Ljusdal
Q5716323,Eriksson i Kväcklingen
Q5716335,Eriksson i Stockholm
Q5716350,Eriksson i Hökhuvud
Q5716432,Eriksson i Mörviken
Q5716466,Eriksson i Älgered
Q5716662,Eriksson i Bäckmora
Q5716681,Eriksson i Frägsta
Q5716747,Eriksson i Arvika
Q5716846,Eriksson i Bäck
Q5717504,Eriksson i Överbyn
Q5717854,Erlansson i Främlinge
Q5718128,Eriksson i Björka
Q5718128,Ernfors i Björka
Q5718333,Eronn i Leksand
Q5718494,Ersson i Buska
Q5718494,Ersson i Hede
Q5718504,Ersson i Surssa
Q5718511,Ersson i Arnebo
Q5718519,Ersson i Sanne
Q5718524,Ersson i Vallsta
Q5718571,Ersson i Östnor
Q5719171,Eskilsson i Björsäter
Q5719184,Eskilsson i Likenäs
Q5719647,Essén i Göteborg
Q5720571,Eurén i Edebo
Q5722612,Fager i Onsala
Q5722697,Fagerholm i Stockholm
Q5722712,Fagerlin i Luleå
Q5724038,Falk i Jönköping
Q5724207,Falk i Gravendal
Q5724337,Falk i Falun
Q5724481,Falkenberg af Trystorp i Värmlands Säby
Q5724508,Falkenberg af Bålby i Brokind
Q5724602,Falkman i Malmö
Q5724702,Persson i Falla
Q5725116,Fant i Södertälje
Q5726007,Fast i Nässjö
Q5726510,Faxe i Jönköping
Q5726518,Faxe i Malmö
Q5727078,Fehr i Stockholm
Q5727115,Fehrman i Träslöv
Q5731455,Fischer i Stockholm
Q5732323,Fjellman i Ystad
Q5732483,Fjällbäck i Stockholm
Q5732551,Flach i Svensksund
Q5732911,Fleetwood i Odensviholm
Q5732950,Fleetwood i Kasimirsborg
Q5733141,Fleming af Liebelitz i Stockholm
Q5733290,Flensburg i Ronneby
Q5733305,Flensburg i Malmö
Q5734641,Fock i Stockholm
Q5734660,Fock i Falköping
Q5734704,Fock i Ruder
Q5734929,Fogelmarck i Vall
Q5735299,Folin i Storvik
Q5736648,Forsberg i Stolpetorp
Q5737631,Forssell i Hallstahammar
Q5737631,Forssell i Kolbäck
Q5737756,Forssling i Dunker
Q5738342,Fosser i Halleby
Q5740906,Franzén i Karlstad
Q5741409,Fredenberg i Sala
Q5741543,Fredholm i Saleby
Q5741552,Fredholm i Stockholm
Q5741646,Fredriksson i Eklunda
Q5743823,Fridolfsson i Vällingby
Q5744409,von Friesen i Stockholm
Q5744512,Johansson i Friggeråker
Q5745045,Frisk i Hudiksvall
Q5746220,Fränckel i Stockholm
Q5746237,Frändén i Kälarne
Q5746318,Fröberg i Härnösand
Q5746604,Fröman i Stockholm
Q5747245,Funck i Bolltorp
Q5748097,Fält i Eggby
Q5748259,Fåhræus i Stockholm
Q5748895,Gabrielsson i Teg
Q5749448,Gahn i Kåfalla
Q5751782,Gardell i Stenstugu
Q5751815,Gardell i Gans
Q5753607,Gavelin i Gällivare
Q5753625,Gavelius i Bollstabruk
Q5754375,von Gegerfelt i Jönköping
Q5754671,von Geijer i Stockholm
Q5754671,von Geijer i Trelleborg
Q5754722,von Geijer i Malmö
Q5754752,af Geijerstam i Ribbingsfors
Q5755093,Gelin i Karlstad
Q5755262,Gelotte i Tranås
Q5757453,Gethe i Kalmar
Q5757569,Gezelius i Falun
Q5757573,Gezelius i Falun
Q5759618,Gilljam i Stockholm
Q5765303,Gorthon i Helsingborg
Q5767122,Grafström i Stockholm
Q5767136,Grafström i Stockholm
Q5767860,Granath i Hudiksvall
Q5768918,Grape i Haparanda
Q5768933,Grapenson i Gällivare
Q5771737,Grill i Mariedam
Q5772288,Gripenstedt i Bysta
Q5772563,Groll i Kalmar
Q5773342,Grubbström i Umeå
Q5773583,Grundberg i Vänersborg
Q5773639,Grundell i Säve
Q5773997,Grym i Svanstein
Q5774246,Nilsson i Gränebo
Q5774566,Grönkvist i Molkom
Q5775166,Gudmundson i Vastad
Q5775203,Gudmundsson i Berte
Q5776203,Guldbrandsson i Norra Ämterud
Q5776226,Gullström i Stockholm
Q5776342,Gullberg i Skövde
Q5776520,Gumælius i Örebro
Q5776536,Gumælius i Örebro
Q5776789,Gunnarsson i Nälden
Q5776798,Gunnarsson i Axtorp
Q5777328,Gussing i Ystad
Q5777410,Gustafson i Stockholm
Q5777511,Casenberg i Kasenberg
Q5777511,Gustafson i Kasenberg
Q5777636,Gustafsson i Bogla
Q5777713,Gustafsson i Stockholm
Q5777808,Gustafsson i Välsnäs
Q5777827,Gustafsson i Stensholm
Q5777989,Gustafsson i Benestad
Q5778040,Gustafsson i Stockholm
Q5779439,Gyllenstierna af Lundholm i Bjärsgård
Q5779483,Gyllenstierna af Lundholm i Bjärsgård
Q5779576,Gyllensvärd i Fågelsång
Q5779975,Gärde i Stockholm
Q5780280,Göransson i Åsen
Q5780663,Göthberg i Munkfors
Q5781896,Hagberg i Malmö
Q5781989,Hagberg i Östhammar
Q5782085,Hage i Luleå
Q5782085,Hage i Stockholm
Q5782356,Hagerman i Stockholm
Q5782657,Hagman i Kungsholms Villastad
Q5782657,Hagman i Stockholm
Q5782657,Hagman i Ulvsunda
Q5782706,Hagnell i Enskede
Q5782765,Hagström i Härnösand
Q5782807,Hagström i Kyrktåsjö
Q5782935,Hahn i Örebro
Q5784568,Hallén i Arvika
Q5784568,Hallén i Torrskog
Q5784621,Hallendorff i Stockholm
Q5784822,Hallgren i Vingsleör
Q5784902,Hallin i Tofta gård
Q5784915,Hallin i Viskafors
Q5784931,Hallin i Rydboholm
Q5785420,Halvarsson i Hamra
Q5785833,Hamilton af Hageby i Boo
Q5785886,Hamilton i Hedensberg
Q5786123,Hamilton af Hageby i Boo
Q5786136,Hamilton af Hageby i Boo
Q5786143,Hamilton i Gävle
Q5786143,Hamilton i Stockholm
Q5786333,Hamilton i Ovesholm
Q5786502,Hammar i Öringe
Q5786648,Hammarberg i Göteborg
Q5786712,Hammarhjelm i Nynäs
Q5786752,Hammarlund i Stockholm
Q5786847,Hammarskjöld i Uppsala
Q5786852,Hammarskjöld i Linköping
Q5786852,Hammarskjöld i Stockholm
Q5786866,Hammarskjöld i Tuna
Q5786945,Hammarström i Stockholm
Q5786945,Hammarström i Växjö
Q5786964,Hammarström i Köping
Q5788657,Hansén i Bonsarve
Q5788840,Hanson i Berga
Q5788959,Hansson i Trollhättan
Q5789080,Hansson i Bäck
Q5789110,Hansson i Gårda
Q5789179,Hansson i Kullen
Q5789245,Hansson i Kristianstad
Q5789629,Hansson i Lilla Essinge
Q5789629,Hansson i Stockholm
Q5789629,Hansson i Äppelviken
Q5789670,Hansson i Torp
Q5792804,Hasselquist i Stockholm
Q5792849,Hasselrot i Semsholmen
Q5792855,Hasselrot i Lundegård
Q5792970,Hassler i Stockholm
Q5794593,Hazén i Forsheda
Q5795077,Hector i Nyskoga
Q5795712,Hederstierna i Halmstad
Q5795740,Hederstierna i Stockholm
Q5795740,Hederstierna i Västerås
Q5795804,Hedgren i Göteborg
Q5796156,Hedlund i Häste
Q5796156,Hedlund i Östersund
Q5796660,Hedvall i Göteborg
Q5797491,Heiding i Stora Tomteby
Q5797559,Heijkenskjöld i Ringaby
Q5797802,Heimer i Gäserud
Q5798361,Helander i Nyköping
Q5798850,Hellberg i Torshälla
Q5798883,Hellberg i Karlstad
Q5799040,Hellebladh i Valdemarsvik
Q5799181,Hellerström i Karlshamn
Q5799199,Hellgrén i Vilhelmina
Q5799292,Hellman i Fors
Q5799445,Hellner i Stockholm
Q5799761,Hellström i Luleå
Q5799761,Hellström i Stockholm
Q5801048,Henricson i Karlslund
Q5801470,Henriksson i Bromma
Q5802252,Herlenius i Storfors
Q5802301,Herlitz i Stockholm
Q5802636,Hermelin i Fröllinge
Q5802988,Herou i Stålbo
Q5803390,Herslow i Malmö
Q5803936,Hesselbom i Åmål
Q5804073,Hessle i Hjälmared
Q5804665,Heyman i Vårgårda
Q5807293,Hjalmarsson i Malmö
Q5807346,Hjelm i Hanlunda
Q5809268,von Hofsten i Kilagården
Q5810286,Holm i Gällivare
Q5810812,Holmberg i Växjö
Q5810880,Holmberg i Linköping
Q5811211,Holmdahl i Karlskrona
Q5811219,Holmdahl i Stockholm
Q5811441,Holmgren i Karlskrona
Q5811461,Holmgren i Varnhem
Q5811523,Holmgren i Stockholm
Q5811689,Holmlin i Norra Säm
Q5811880,Holmqvist i Malmö
Q5812181,Holmström i Gävle
Q5812224,Holmström i Stockholm
Q5813756,von Horn i Fållnäs
Q5813816,Horn af Rantzien
Q5816232,Huldt i Umeå
Q5816342,Hult i Kolbäck
Q5816360,Hult i Staby
Q5816706,Hultkrantz i Björnö
Q5817882,Huss i Sollefteå
Q5817928,Huss i Malmö
Q5818482,Hübinette i Gryttby
Q5818682,Hylander i Röe
Q5820037,Håkanson i Viskafors
Q5820675,Höglund i Göteborg
Q5820675,Höglund i Strömstad
Q5820694,Höglund i Stockholm
Q5821117,Höjer i Stockholm
Q5821376,Hörnfeldt i Hörnäs
Q5821403,Hörnsten i Bjästa
Q5821542,Höök i Edeby
Q5822164,Ifvarsson i Ränneslöv
Q5822171,Ifvarsson i Värestorp
Q5822221,Igel i Getebol
Q5822221,Igel i Karud
Q5823389,Ingeström i Varpnäs
Q5823548,Ingvarson i Karlshamn
Q5823548,Ingvarson i Sundsvall
Q5824299,Isacsson i Norra Åsum
Q5826241,Jacobsen i Tunadal
Q5826435,Jacobson i Vilhelmina
Q5826637,Jacobsson i Vindeln
Q5828357,Janson i Carlshed
Q5828576,Jansson i Bandhagen
Q5828585,Jansson i Hällefors
Q5828585,Jansson i Tumba
Q5828619,Jansson i Edsbäcken
Q5828619,Jansson i Filipstad
Q5828662,Jansson i Solna
Q5828686,Jansson i Ljusterö
Q5828721,Jansson i Krakerud
Q5854947,Engström i Visby
Q5855197,Ericson i Nygård
Q5855197,Ericson i Sandgärde
Q5855197,Ericson i Östersund
Q5856613,Falk i Kalmar
Q5864724,Gibson i Jonsered
Q5864749,Gibson i Jonsered
Q5873444,Henrikson i Heberg
Q5879567,Jansson i Saxhyttan
Q5879652,Jansson i Ellenö
Q5879719,Jansson i Djursätra
Q5879846,Jansson i Aspeboda
Q5879850,Jansson i Falun
Q5881042,Jeansson i Kalmar
Q5881050,Jeansson i Kalmar
Q5881301,Jehander i Hörle bruk
Q5882154,Jensen i Lund
Q5882474,Jeppsson i Åsum
Q5882484,Jeppsson i Mörrum
Q5882484,Jeppsson i Visby
Q5883054,Jesperson i Dorisborg
Q58837098,Jonas Andersson i Linghem
Q5885029,Johanson i Hörninge
Q5885056,Johanson i Grängesberg
Q5885056,Johanson i Norrtälje
Q5885067,Johanson i Valared
Q5885074,Johanson i Tväråselet
Q5885082,Johanson i Faleberg
Q5885088,Johanson i Vännäs
Q5885103,Johanson i Huskvarna
Q5885287,Johansson i Hässlås
Q5885300,Johansson i Lövåsen
Q5885317,Johansson i Stensjö
Q5885419,Johansson i Trollhättan
Q5885438,Johansson i Kalmar
Q5885446,Johansson i Lövholmen
Q5885676,Johansson i Helsingborg
Q5885746,Johansson i Berga
Q5885751,Johansson i Olstorp
Q5885758,Johansson i Uppmälby
Q5885765,Johansson i Sollefteå
Q5885782,Johansson i Södertälje
Q5885974,Johansson i Öckerö
Q5885983,Johansson i Kullerstad
Q5886041,Johansson i Lungvik
Q5886385,Johansson i Mysinge
Q5886540,Johansson i Strömsberg
Q5886549,Johansson i Fredrikslund
Q5886578,Johansson i Hornsberg
Q5886585,Johansson i Kälkebo
Q5886593,Johansson i Bergshyttan
Q5886593,Johansson i Noraskog
Q5886593,Johansson i Ringshyttan
Q5887257,Johansson i Brånalt
Q5887336,Johansson i Edsbyn
Q5887636,Johansson i Ljungby
Q5887636,Johansson i Stockholm
Q5887828,Johansson i Krogstorp
Q5887855,Johansson i Lyckåsgård
Q5887855,Johansson i Skärstad
Q5888233,Johansson-Dahr i Jönköping
Q5889533,Johnsson i Torsberg
Q5891385,Jonsson i Mora
Q5891463,Jonsson i Skog
Q5891513,Jonsson i Skutskär
Q5891534,Jonsson i Freluga
Q5891546,Jonsson i Fors
Q5891553,Jonsson i Nåberga
Q5891561,Jonsson i Myre
Q5891568,Jonsson i Lycksele
Q5891592,Jonsson i Skeppnetorp
Q5891690,Jonsson i Hökhult
Q5891896,Jonsson i Hov
Q5891896,Jonsson i Stockholm
Q5892004,Jonsson i Alsen
Q5892004,Jonsson i Järvsand
Q5892004,Jonsson i Strömsund
Q5892602,Josefson i Arrie
