wiki_id,start,end,district,role,party,source,chamber,government,born,dead,gender,riksdagen_id,location,name,primary_name,party_abbrev,person_id
Q6257544,1895-01-01,1896-12-31,,vice talman,,speaker,2,,1847-05-30,1924-05-18,man,,Stockholm,östberg,False,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,,speaker,2,,1847-05-30,1924-05-18,man,,Tureberg,gustaf fredrik östberg,True,,Q6257544
Q6257544,1895-01-01,1896-12-31,,vice talman,,speaker,2,,1847-05-30,1924-05-18,man,,Tureberg,östberg,False,,Q6257544
Q6257968,1940-01-01,1943-12-31,,andre vice talman,,speaker,2,,1887-08-26,1943-12-16,man,,Härnösand,axel ivar emanuel österström,False,,Q6257968
Q6257968,1940-01-01,1943-12-31,,andre vice talman,,speaker,2,,1887-08-26,1943-12-16,man,,Härnösand,ivar österström,True,,Q6257968
Q6257968,1940-01-01,1943-12-31,,andre vice talman,,speaker,2,,1887-08-26,1943-12-16,man,,Härnösand,österström,False,,Q6257968
Q707581,1979-10-01,1988-10-03,,talman,Socialdemokraterna,speaker,0,,1919-01-30,2000-04-12,man,033722755191,Varberg,bengtsson,False,S,Q707581
Q707581,1979-10-01,1988-10-03,,talman,Socialdemokraterna,speaker,0,,1919-01-30,2000-04-12,man,033722755191,Varberg,ingemund bengtsson,True,S,Q707581
Q707581,1979-10-01,1988-10-03,,talman,Socialdemokraterna,speaker,0,,1919-01-30,2000-04-12,man,033722755191,Varberg,sten bertil ingemund bengtsson,False,S,Q707581
Q879773,2002-09-30,2006-10-02,,talman,Socialdemokraterna,speaker,0,,1945-11-26,,man,0787533297400,,björn von sydow,True,S,Q879773
