swerik_id;surname;first_name;iort
i-Qma3CBohwCYyXYKwXAyXtw;Beck-Friis;C Joachim;Harg
i-5h3aAuqLtZGpXMkJuSPa55;Beck-Friis;Joachim T;Harg
i-FSJ4kw3boEHgUkPEAcBMPU;Beck-Friis;Johan G;Söderö
i-FSJ4kw3boEHgUkPEAcBMPU;Beck-Friis;Johan G;Stockholm
i-WfWPgLhWs26eJLUypACqHM;Beck-Friis;Lave R;Skövde
i-NqLemoQyCCUKJYxqL8AqiZ;Beckman;Anders F;Härnösand
i-J8SN3kz5efiDxb4pW84Q41;Beckman;Carl-Fredrik;Brandstad
i-SmANBDpEMp49AgxGMgLJX;Beckman;Ernst J;Stockholm
i-SmANBDpEMp49AgxGMgLJX;Beckman;Ernst J;Djursholm
i-T2qfd2gPbbrGjdUfD6ENGo;Beckman;Karl V;Linköping
i-U1HgHsSCQwRnuUvdRGojU4;Behm;E Herman;Sickelsjö
i-Lv2mbFpp5G81TKnVc9w9nC;Behmer;J Edvard;Norrtälje
i-JVCxUGEWB3wcv9bUXsEc9E;Beijer;Carl G;Malmö
i-FoWwxKnaSfisnVY2AfH7M5;Beijer;Gottfried;Malmö
i-U5jAbsuy2Q4pBtMcKSGCs8;Bellinder;August;Göteborg
i-U5jAbsuy2Q4pBtMcKSGCs8;Bellinder;August;Slutarp
i-U5jAbsuy2Q4pBtMcKSGCs8;Bellinder;August;Sveneby
i-R4o4Concr8HsySCtR8ZFa3;Benedicks;Bernhard;Gysinge
i-8yGuNy24hvMd2Z2td7mHze;Benedicks;Gustaf;Gysinge
i-T1ap33uiCrZLbphnHq6h6H;Bengtson;Bengt H;Solna
i-UBxbtWcFAZrNbZYbHDtKtN;Bengtson;Per;Glösbo
i-XxxhK5cXr2wqWtUSsWnphS;Bengtson;Torsten S;Danderyd
i-XxxhK5cXr2wqWtUSsWnphS;Bengtson;Torsten S;Jönköping
i-DWoRJk5rw6WHBeByBxHKMY;Bengtsson;Anders;Kärrsmossen
i-9jUGmzGyHsdf8ZZxHz35xE;Bengtsson;Bengt;Boberg
i-SAxFTKDtuinFfSsz4D7XNo;Bengtsson;Bengt;Gunneby
i-SPyNESitsDpSs9w2dSgcfh;Bengtsson;Bengt E;Järnbrott
i-SPyNESitsDpSs9w2dSgcfh;Bengtsson;Bengt E;Västra Frölunda
i-266bJc5RtSGNFxNkBXfTw6;Bengtsson;Carl I;Össlöv Nästagård
i-Ui4MNjsjiePyrsfZ1FnUm7;Bengtsson;Carl L;Örby Bosgård
i-HiVV5oHUvJvLx8V2dQFLFu;Bengtsson;C Emil;Kullen
i-9b5dygstFooeZAKETPPzo2;Bengtsson;Hugo V;Landskrona
i-PiA69Zron44x5fF1pHdUBo;Bengtsson;S B Ingemund;Varberg
i-RGcmzLqANYaoDDL2LmsTBj;Bengtsson;Johannes;Bjärnalt
i-K7erMP2uZexiJkgbeZMjod;Bengtsson;Johannes;Öxared
i-CvE9G8tRKYnVxdnpwQtaEa;Bengtsson;Jöns;Gullåkra
i-YKQ5ERUU94HdZVi11u4aDe;Bengtsson;Jöns;Lilla Hyllinge
i-3RnD8T9ms8CZMMrYjFAoRU;Bengtsson;Magnus;Göteborg
i-FEhBEDLo57j2bLex22jKPW;Bengtsson;Pål A;Borås
i-4B6aJinJu5TMisrcdsM8Um;Bengtsson;Sven;Norup
i-3bA9tDXsd3tKsh85jQ2Mes;Bengtsson;G Tore E;Halmstad
i-3MuEs2XfJdL7dc1ejaB7XH;Bengtsson;J Wilhelm;Häradsköp
i-43ePM4dk5fFKDKndkNTYar;Benjaminsson;Pehr;Tämta
i-YZEL7fGZ8MZ3sXegd3zeFp;Bennich;N Axel G;Stockholm
i-RPyvTRJApoSKJMVerP8PFZ;Berg;O Alfred;Staby
i-87wR89GbzeMtEXt3vdo2gb;Berg;Carl G;Karlshamn
i-W5tKWAkGKEMT39w2T3DGvH;Berg;Ernst G H;Eriksdal
i-W5tKWAkGKEMT39w2T3DGvH;Berg;Ernst G H;Haga
i-JRTixFAeMX5bnfubDTKRcE;Berg;J Fridtjuv;Stockholm
i-5TK4DT3e7n5uB9YY2uLM9A;Berg;S A Gunnar;Karlskrona
i-5Kw1QnMW7yfqbQdJjE1W1v;Berg;Gustaf B A;Brunntorp
i-YSW8Kg6NVNWR81nXxwY7Pw;Berg;Gustaf J G A;Eksjö
i-X6KitPSU2TNdk5LQ8nGa7W;Berg;J Harry;Nyköping
i-F25NVHcBHh8Wvt6w7kLUBA;Berg;K John;Stockholm
i-GiW7zxnS4J1KGakxdFC177;Berg;Lars;Luleå
i-GiW7zxnS4J1KGakxdFC177;Berg;Lars;Stockholm
i-KH95N7MQWjJmhPFwfuwd9L;Berg;Nils A:son;Munkfors
i-LUmtiWtj5vZmwTiHAnR69B;Berg;C Oscar;Stockholm
i-CstbzCQGy4imdVSWZesSu;Berg;F Oskar;Göteborg
i-Ny14vKXWnUPVbEj87JFh39;Berg;Richard W T;Eksjö
i-DHzCeaDVGVBvBuTUWsK7CK;Berg;Robert W F;Karlskrona
i-GQ1MJ8QjcAJESWYVppCm7s;Berg;J Theodor;Nääs
i-XVq7VMgxkg2ewPvkLyEVdg;Berg;J Volrath;Ekudden
i-VHm6YMPwVufzN3xeoA3b4v;Bergander;Lilly K;Nynäshamn
i-PLWwahyhL2fXnrUhGdbVjn;Berge;N Adolf;Hagalund
i-6BUB98yo7AWa3ytqrLBv21;Bergegren;Astrid;Norrköping
i-Ui91Fmc584Lk2HZp1ajoDa;Bergendahl;C Gustaf A;Ryholm
i-3AJzwm9j6UU8XMvjBy9XjF;Bergendahl;Klas Hugo;Växjö
i-CewRmErNoC8h2od6nrV18q;Berger;Anders A;Håkanbol
i-VghA3rHKAQACgNmukxWnwr;Berger;Ossian;Klippan
i-LoXDYGWub1gb91DidVVRYY;Berggren;Claes Johan;Östmark
i-JD2b2L5JxGFB1rfX74kAHN;Berggren;J Emil;Gammelstad
i-PJwS8PheA9nrAASc36mgK8;Berggren;Erik;Sundsvall
i-RszKEuYv8eMZ5L8A5Q8Fuw;Berggren;Erik N;Nora
i-9zVzWnoioAar55EeacA9wU;Berggren;Frans;Växjö
i-JrAgBWMNEog8oJvyA5w1Qa;Berggren;J Henrik;Karlskrona
i-GpZJp9yZv7rjY3JSWVZnWC;Bergh;K Ragnar;Luleå
i-WYKYyMpgmry8fYiHcFNTZN;Bergius;S Oscar G;Jönköping
i-WYKYyMpgmry8fYiHcFNTZN;Bergius;S Oscar G;Landskrona
i-92j4c5FkzDFwghYzLG8fVq;Berglind;Carl Wilhelm;Fläckebo
i-C1fZBCKUGy1gZCDs8Cfrc6;Berglund;Abraham;Klovsta
i-CKeMdsg9MbymP6ZEKomqw4;Berglund;Carl W L;Gimmene
i-PQJR8MsywmCq6UkY16BDMT;Berglund;Enar S H;Strömnäs
i-5KU1YWjCS7iAhCxYP8wCR7;Berglund;Fredrik;Luleå
i-5KU1YWjCS7iAhCxYP8wCR7;Berglund;Fredrik;Linköping
i-8bCQKT71VdBcHzz8yFjbEs;Berglund;Frida J;Luleå
i-5VBLJhr8RFi23oeNx4iKcJ;Berglund;J Helge;Stockholm
i-6zGwaSvsSPdCW62HQGW9ku;Berglund;Jan E;Enskede
i-SALGmqBpqCfRnNe51fhQg;Berglund;Johan Emil;Kramfors
i-SALGmqBpqCfRnNe51fhQg;Berglund;Johan Emil;Sollefteå
i-3yWrDERMu1skzYoVxEZJcz;Berglund;O Matteus;Askersund
i-JdC8fmaurdMQcePeV6vVug;Berglund;Sten V V;Forsed
i-BaoTdWzJCCPQoTCPVGY9A7;Berglund;J Valdemar;Arvidsjaur
i-27GnXLYmnvWWQ74zqN8XG1;Berglöf;P Elof;Ovansjö
i-NUyYiA4FVLLPSAatcw4E1K;Berglöf;Frans J E;Söderhamn
i-NUyYiA4FVLLPSAatcw4E1K;Berglöf;Frans J E;Varberg
i-R3ezo9eNq9173LWfrJPgK8;Bergman;Carl Johan;Visby
i-62hcuT4dPauXmw9K3r4nB4;Bergman;Carl Otto;Bodträskfors
i-62hcuT4dPauXmw9K3r4nB4;Bergman;Carl Otto;Gällivare
i-UmKXGvmQNTuK6rYTVnxC6c;Bergman;C Gustaf L;Stockholm
i-5FVdMDpYqfd1DagjigQmtP;Bergman;Ingebrikt;Tännäs
i-4soRBDKmFAx4KAEVfLkYe1;Bergman;Ingrid H;Svärdsjö
i-Vx6T7XXUYWdTteLg1ZSBWc;Bergman;Johan;Stockholm
i-RtRinU34czWQjxgzEgDUNH;Bergman;Per R;Göteborg
i-7Mn3sAoq9CusA9q6HjCYdB;Bergman;Sven Peter;Luleå
i-YMW7m5mLJE5Xc4Y47opTBu;Bergmanson;G Ulrik;Sundsvall
i-8tziXSxDrWMyeBSfxeQR2U;Bergmark;Axel M;Hedåker
i-RZJXKJgx2MZuWarm2B1ryx;Bergmark;J Oscar;Alingsås
i-Uz6f3kT2Abpy2RXiHEG5cm;Bergquist;Thorwald E N;Västerås
i-Uz6f3kT2Abpy2RXiHEG5cm;Bergquist;Thorwald E N;Stockholm
i-Uz6f3kT2Abpy2RXiHEG5cm;Bergquist;Thorwald E N;Äppelviken
i-Uz6f3kT2Abpy2RXiHEG5cm;Bergquist;Thorwald E N;Växjö
i-SxMRyNpuf1AM958dzVwm5b;Bergqvist;Jan G;Västra Frölunda
i-Pra5AmyY3ass9UYtDcqwJR;Bergqvist;Olof;Luleå
i-AFafkqp43qaf9gEGTZMMhQ;Bergstedt;Carl Fredrik;Skrukarp
i-WtyFGwYzR93sLjMdhFD6qZ;Bergstrand;E Gösta;Avesta
i-AMJmTeTPRiL1USX39mHZ6w;Bergstrand;Paul J;Kolmårdssanatoriet
i-RfdnkRedmQPyjdCQuJoKSz;Bergström;Albert;Bosjön
i-39LDPyv9DGid3mVz3CfdDJ;Bergström;P Albert;Norrköping
i-3DKytmgpnLCJYb8hSjHGUm;Bergström;P Axel;Kristianstad
i-3DKytmgpnLCJYb8hSjHGUm;Bergström;P Axel;Stockholm
i-3DKytmgpnLCJYb8hSjHGUm;Bergström;P Axel;Örebro
i-CymhXqr3fYxLD4TqyabRPP;Bergström;Carl;Skidsta
i-6Z6NDHqgCBHewDph5MhJjQ;Bergström;David K;Stockholm
i-6Z6NDHqgCBHewDph5MhJjQ;Bergström;David K;Stocksund
i-6Z6NDHqgCBHewDph5MhJjQ;Bergström;David K;Djursholm
i-4kU5YzjqnQadjquDxvadgY;Bergström;P Erik;Karlstad
i-PnDe7gNhupEFs28fHTkDMW;Bergström;Gustaf;Bubbetorp
i-X2XD7JrVM6rYB4vDf23Zsg;Bergström;Hans Fredrik;Björsbyn
i-FtDu6RJBJQN8GndUd7Pg2A;Bergström;Johan;Västerby
i-9Q45RD3uYLp3AUHrZrQV3T;Bergström;Karl A E;Helsingborg
i-WzXyAHxnTgrbooSGfnLneN;Bergström;Kristoffer;Högsön
i-AuDFSNHXg72pSatxXN4KsX;Bergström;Petrus;Bäckland
i-S8Uv1f9PBUkSY1GPGsvafE;Bergström;Per N;Stockholm
i-NbVtMbT3TLcJhJsLKu8B88;Bergström;L Wilhelm;Finnshyttan
i-788eSKUK6YVsRmMEe7jYKP;Bergvall;John H;Stockholm
i-6nm1bEqLNARNzgwHb1dTKH;Berlin;Jakob;Stockholm
i-6nm1bEqLNARNzgwHb1dTKH;Berlin;Jakob;Umeå
i-6nm1bEqLNARNzgwHb1dTKH;Berlin;Jakob;Stockholm
i-WQdu6MraZKg46K4qVrG243;Berlin;Karl Henrik;Härnösand
i-xDu3FkTiXeCQiNXfMUQ3v;Berlin;Nilsjohan;Lund
i-X4tTtS9wLMujhnTa9qtfFq;Berling;Edwin B;Helsingborg
i-Rm1m87HBM3kaa3tLx1XRKQ;Berndes;Gustaf F;Stockholm
i-Rm1m87HBM3kaa3tLx1XRKQ;Berndes;Gustaf F;Jakobsberg
i-S3eg8HSy1B2AEamregH9dM;Berndtsson;K Henry;Bua
i-VTzA3xzbV8V9psJLQQ62LE;Bernström;Erik A;Djursholms Ösby
i-XFu1gN89bz1x4j7roDrxFs;Bernström;John P F;Stockholm
i-W9eAXwX8UYD3iqaBGV9e6J;Berntson;Olof;Sveg
i-Ugd7sic1f6itLTPLMEnL2S;Beronius;Victor M;Falun
i-6o6vPVDdPvfqdc2JEEDtpx;Beskow;Gustaf E;Stockholm
i-JN7m5YpvpuorpXu1JgSkf1;Beskow;K Jakob;Helsingborg
i-6gXUN8d3NLSVcPN88H9cvf;Bexelius;Anton;Stockholm
i-2WwYPDGc9GytdbLU7PEMF8;Bexelius;Henrik;Mångbyn
i-4dQCqqFXRPDSoMuxf5jk5D;Bexell;E G Alfred D;Torstorp
i-UX6px4kAE7e8He2TJTTzaX;Biesért;J Elof;Lennartsfors
i-JGAExSRFwF5JRxQVVYs7Gn;Biesért;J C Niklas;Töcksfors
i-DdpGurNSK1gsC7JXZ7kFDP;Bildt;D A Gillis;Stockholm
i-RVnPrerq2uTAneqit2EKxd;Bildt;Knut G;Stockholm
i-Vz1YonVqFQfxtRvxRGT5sB;Billing;A Gottfrid L;Västerås
i-Vz1YonVqFQfxtRvxRGT5sB;Billing;A Gottfrid L;Lund
i-VGNV4PK1m2oc7keEdh2j1L;Billing;P C Walfrid;Stockholm
i-3VwqEFFacV4zXmNXTSMhSz;Billman;Tore G;Karlskoga
i-X982PMBvCx7RnTdjatyHBH;Billqvist;Johan Wilhelm;Skövde
i-XaiyQJ3qwYoTtdwFETFt9R;Billström;Janne E;Röa
i-B2pG9UoeZowv3W1y4urFYy;Billström;Lars;Lund
i-NQX3X3edpeqDbQG4eYhZLk;Birath;Bror K;Stockholm
i-VXG8kMCZePBb7hdhGDDpqG;Birke;G Emanuel;Rönninge
i-F7sXynodngMrLGUpq5f1k6;Bissmark;Georg F;Halmstad
i-Eg2dLs7LynNfSgbK3ZGcGd;Biörklund;Henning T;Umeå
i-3ZsQkLHxLMgAvADqNo2APr;Bjerkander;Gustaf;Brismetorp
i-UtoorFSj87hqotkRD83X3n;Bjurström;T Emanuel;Hedemora
i-DBdcSTUVm4sJQbDkngaUb3;Björck;Albert W;Göteborg
i-GvBe798bQfFYpnaboy7YCF;Björck;Anders P-A;Nässjö
i-WFsuJWdVKk2ypGbGB5owQJ;Björck;Blenda W;Tomelilla
i-92St7w7rocnbikt1wMWuD9;Björck;Carl H;Falkenberg
i-9ASkBXA9k1EGNEuvr3rVgj;Björck;K O Emanuel;Kristianstad
i-Ex2Sr4oaEDXh8raD7qTfv1;Björck;Frans G;Stockholm
i-QSYHiJ6G54WwZYYDpVnD4u;Björck;Gustaf D;Göteborg
i-XGWqnkmp2TJXdX22jEWCNo;Björck;John T;Borås
i-KtG9MZoKix4XYo4sC4WsUP;Björck;J F Rudolf;Sundsvall
i-EGzvssMCtUmig8cQyyyXqu;Björck;K A Wilhelm;Jönköping
i-EGzvssMCtUmig8cQyyyXqu;Björck;K A Wilhelm;Djursholm
i-P7ziZcNz8jtTwUom3CbCaV;Björk;J Arvid;Jämtön
i-MeXvsK7yXnvLwkvhiu6BrW;Björk;Kaj Å;Skärholmen
i-MeXvsK7yXnvLwkvhiu6BrW;Björk;Kaj Å;Enebyberg
i-9EVBHH2xJEGMABgsX8L45Q;Björk;Nils H;Tryde
i-J1Gyy6TG9QwKSQvFmcLC5C;Björk;Villiam E;Påarp
i-BmrZd3Rg3Z2t3PAsyemrvL;Björkenstam;Knut W;Strömsnäs
i-2Jx7WEDYHWuMCtxq8yapD7;Björklund;L Anton;Hässleholm
i-Uor6aEDsmrKc11vdciV6Xq;Björklund;J August;Stora Perstorp
i-TXTMjmW8M6sutYxwmKpuaD;Björklund;Olof;Sund
i-TXTMjmW8M6sutYxwmKpuaD;Björklund;Olof;Rörön
i-HG75w9uy7R57N3BxQiSTX5;Björkman;Anders Gustaf;Groeryd
i-J5MB5NGKmeLBE8vxTX95ug;Björkman;Carl Albin;Länghem
i-HwitR4a2J1haLtmPciyXon;Björkman;Alexis;Stockholm
i-HwitR4a2J1haLtmPciyXon;Björkman;Alexis;Äppelviken
i-FGusd4eXuptNKUobbCPboZ;Björkman;N G Folke;Bromma
i-SHtWSkMn1ftL5KCEMdPSaR;Björkman;Gustaf Adolf;Norrköping
i-P3j8nohtVPkhLKxtYDzRvN;Björkman;P Gustaf;Sunne
i-3tTabFqwkvahS47o9jHYvh;Björkman;Karl G;Lötens gård
i-AM9FiHBfEfHmx9V5MLBTSB;Björkänge;Karl A;Björkäng
i-AM9FiHBfEfHmx9V5MLBTSB;Björkänge;Karl A;Lindesberg
i-WkUkGYSPERNhC2T27k25Ny;Björlin;J Gustaf;Visby
i-BpbhXD9KYF8b5MTBrbGPWZ;Björling;Carl J;Västra Hungvik
i-RpQdmfcZBYyiMZdCdTYrto;Björling;Johan;Enskede
i-7K8Y7ew39MFUUo47dmSLSh;Björn;Carl G;Stockholm
i-7M2GVz37JK9MziYv1Hymck;Björnberg;K Eric;Enköping
i-7M2GVz37JK9MziYv1Hymck;Björnberg;K Eric;Uppsala
i-9fDXbKSL4EGWadJh9sRFip;Björnberg;Tor K E;Oskarshamn
i-vZs83m8SE13xH88MxSiK3;Björnsson;J Edvard;Borås
i-4sTq5SmEhPN9pD8w4LThEh;Björnstjerna;Carl M L;Stockholm
i-Pg1UH24brFgKCM8CVnjJ3T;Björnstjerna;J Magnus;Stockholm
i-4yKLYX6bdK5Z7rBVKCN1RT;Björnstjerna;Oscar M F;Stockholm
i-XBDCc94jeNM29EqJzX4L29;Bladh;Carl Johan;Örsjö
i-Jk4g3MXw9PJfF1NZRM6Z3C;Bladh;Eric H;Malmö
i-MspAodnmC9UGvo8qkUEHnc;Blanche;August T;Stockholm
i-KUavj3naU1jTnq3RDnaNqe;Blidberg;Pehr;Söderköping
i-BS6ps5HhwmHVnkWMJgVqae;Blidfors;T E Johannes;Lund
i-V9fAuVT5MgHSrH4XvinFXL;Block;Fredrik E A;Stockholm
i-HMtJGAv6SxejLYLDAEzumP;Blom;H G Lennart;Såtenäs
i-NRL4ihTDbU85MZraYMoTJm;Blomberg;Carl Johan;Härnösand
i-So9wC4TTQKv5y5xeguwfcC;Blomberg;Ernst F W;Stockholm
i-8gctUNkYspGPsGRN9k9THU;Blomberg;K Hugo;Uppsala
i-4dRmQJiY7LN6cow8WiYBwj;Blombäck;Dan B;Kalix-Bredvik
i-9tTQQwvoxmXJiQfaNwGXL4;Blomkvist;G Arne;Lidköping
i-K4wd37J1UFYGrckhmNMkuY;Blomquist;J Herman;Växjö
i-PcdS7JyPuvYA4gfnonrXTd;Blomquist;Per A B;Lund
i-AUmBd8T8oEP8tVpZMy3qz4;Boberg;Carl G;Stockholm
i-AUmBd8T8oEP8tVpZMy3qz4;Boberg;Carl G;Bistingsmåla
i-AUmBd8T8oEP8tVpZMy3qz4;Boberg;Carl G;Kalmar
i-UxamdRVz3MU2surCJx8gn3;Bodén;Carl E;Hjo
i-LoFMiXAZxgjLQWL3sNbXGS;Bodin;Karl W;Trangärd
i-M8khpPWtPA1GcXZd6QXZwF;Bodin;Lars G;Grausne
i-Dcv7orvbcwV75515Zn1HKJ;Boëthius;Simon J;Uppsala
i-3iQuXok1nbP9etJRwpsegC;Bogren;Oscar F;Falköping
i-3iQuXok1nbP9etJRwpsegC;Bogren;Oscar F;Simonstorp
i-3iQuXok1nbP9etJRwpsegC;Bogren;Oscar F;Sjömo
i-9jz5ycDdUNuEbuww4Ui1YW;Boheman;Erik C;Gränna
i-LQKP5CDY62YpFZWUbs7QiW;Bohman;B Gösta;Stockholm
i-A5JQXuHfaRp4u95HrYD9gd;Bohnstedt;C Edvard L;Rinkesta
i-YQVJCQSW4NWPJmxYfGu3f9;Bohnstedt;Knut E;Hjälmarsnäs
i-XjJSAF3ZesohNnEDqUn3Eo;Boija;K E Gustav;Norrköping
i-8g3J5JC2XCnPcVSbLrtfED;Bokström;C August;Visby
i-QxtcAkdsi14cChCzDiXJXh;Bolander;Alfred;Sala
i-P9nLyGFtHFbJgFc7FvCGrD;Bolin;Gustaf;Göksby
i-6S4xm2E6pmsmaiE2BwVKUu;Boman;Claes Eric;Malmö
i-HdDQYxRiHYqcNA8if825dE;Boman;C David A;Stafsund
i-B9JE2reNPJuJKbgj8XMNR;Boman;Gustaf;Göteborg
i-DALrnQJRfAh9VdHWZSTBni;Boman;Johan;Flatenberg
i-13PgYkuYe6x5jwCDMxQFhz;Boman;Märta K;Prästholmen
i-CYQXMbTJsLyt2Dt3gwbE3g;Boman;K E Rudolf;Kieryd
i-BMTxaGNqCLRjPTZWStMh8F;Boman;Sven B;Avesta
i-GogwNnaQ5DTJduArda1vUh;Bonde;Carl C:son;Gimmersta
i-GogwNnaQ5DTJduArda1vUh;Bonde;Carl C:son;Ericsberg
i-6cNQoGTSFwarfQ5W397zpn;Bonde;Carl J;Trolleholm
i-WNhQVQrarTs8MLGmvRT2Gn;Bonde;Knut P;Fållnäs
i-6zSWtU2gCC5UNZCv96L6ao;Bondeson;Bonde;Karlsnäs
i-7NJGhWZzuhPwCAawWis5wT;Bondeson;Lennart;Svalöv
i-WdNY8nhhFKybWyqEYsxaZm;Bondeson;Nils Anton;Strömsnäsbruk
i-UeJRNggJuEPWXugGprtkrP;Bondeson;Olof;Blomstermåla
i-4RTK64Ljrwc7M2ESXUbARz;Bondesson;Per;Svalöv
i-RoG3SmZk7uoa5c5BfDwRfH;Boo;Fritiof I;Borås
i-4Fpaw3XcFb6Gne8E62mhr1;Boo;Karl G H;By
i-4yegXF8AnFFFKByvbQXUyd;Borell;K G Theodor;Saltsjö-Storängen
i-DE86LDEC7dgsNMqreAPcdK;Borg;Fredrik T;Helsingborg
i-QCgdixScKoSHeN5oNtiVxs;Borg;Johan;Södertälje
i-YHQFSryrbRei4Y3mNMkiWx;Borg;Karl A O:son;Harnäs
i-AVRXLvGU2mSVYUvMHYuiQ2;Borge;Oscar F;Stockholm
i-X6AB8gopi5Buu3AUSRxPUA;Borggren;Lars;Ängelholm
i-JQ3iHhsjVjcREq7gga63xL;Borgström;Mårten;Åsbo
i-N6G4ZxPWrcoTbpKkvVqrMB;Bosæus;Nils W;Uppsala
i-GZoogxEzVqVUYFbhFp29C6;Bosson;Per N:son;Vinslöv
i-VaDiRMNpcvZQSwSeWxKege;Boström;Filip A;Tynnelsö
i-Dupw3qwYSE3y5mdMHBzQvA;Boström;E Gustaf B;Östanå
i-CjSFC5KzVjviPvMWRXCbe6;Boström;N Johan;Simmatorp
i-Eh28M5AZY2tWhNydPzRYf3;Boström;Johan O;Sättna
i-VuLqMbgdBDWY874zTU3wuB;Boström;Nils;Bodbyn
i-CwvK3x6KLx1cCJkKX96jJz;Bovin;Johan A;Sala
i-CwvK3x6KLx1cCJkKX96jJz;Bovin;Johan A;Hedemora
i-SDXESbdSdg4dUdTT6Tzmnx;Braconier;Jean;Malmö
i-JLnF8yRx1GXkRgfYY7DDYS;Brandt;Erik G C;Söderby
i-Hh9SCAcwQ6HHbjMsB1cuTy;Brandt;Erik R;Aspabruk
i-B23GjshyfGkPGKgYN7xpVQ;Brandt;E Henry;Sätila
i-Fdo3AEU8rkoPNuq1CJd5L6;Branting;Georg;Stockholm
i-VM3kn4h4mTkLoFpEyrhy5t;Branting;K Hjalmar;Stockholm
i-MGAyzPwpnMBkzU31HMpqP4;Branting-Westerståhl;Sonja;Stockholm
i-PBEJiCDqE8eh8P4Tgw8kNj;Bratt;Gustaf N E;Dalkarlsberg
i-YGQD7CvLy8Dd8LjCGiiRgW;Bratt;Ivan;Stockholm
i-V2gPMueZxyCbmn5eXeJaHP;Bratt;John C;Göteborg
i-H5pycNj6wdy4bmLN7bUSfN;Bratt;Lars Gustaf;Göteborg
i-KEtRFqLE6GYv678YXVhKHr;von Braun;Gustaf H P;Rydaholm
i-NQZ6qqzbReeUeRJkTrtEVf;Brehmer;S E Wilhelm;Mårdnäs
i-NQZ6qqzbReeUeRJkTrtEVf;Brehmer;S E Wilhelm;Nynäs
i-NQZ6qqzbReeUeRJkTrtEVf;Brehmer;S E Wilhelm;Södertälje
i-878wGKh7CgL3u3PS9wsgdP;Bremberg;F Oscar;Morön
i-878wGKh7CgL3u3PS9wsgdP;Bremberg;F Oscar;Stockholm
i-6btjpR3SPQAuEjnb3eHJem;Broander;Nils J;Visby
i-6CTWhgri3k7uHH9N7s1Gdn;Broberg;Hans B;Bofors
i-UBWmmXVvBp1oN8YVWqhAZB;Brock;Lars K;Mariestad
i-EirzkhdwfUoMhiGdb6EdVa;Brodén;Carl Johan;Skara
i-MnpRCQi1c4oPRb8RrpTepV;Brodin;Olof A;Gävle
i-BNopNRTJ6yxtE9N9JcRvtW;Brolin;J Gustaf;Söderhamn
i-ARhFvspt3bc1nQS2KaREWV;Brolin;Sven;Istrum
i-UAXjqY4e5qZHij5yLfdnMh;Broman;J Wilhelm;Stockholm
i-PPQzQpjxJgK9T8oVftkuFD;Bromée;Jöns;Billsta
i-3C2pZzS1wYjgNMiss84Dyp;Broomé;L Gustaf;Bårslöv
i-3C2pZzS1wYjgNMiss84Dyp;Broomé;L Gustaf;Lidingö
i-TUo8XdDHL6Q5hUgyWW5MGk;Broström;Dan;Göteborg
i-CVoCUBTPiiHqu1xJR1mYMs;Broström;A Fredrik;Kristinehamn
i-BRM4AiymSvYJ8CY7PeMc6F;Bruce;N Olof;Stockholm
i-TqEShkcphgcjdjEhQLUZjC;Bruhn;O August;Skepparslöv
i-jyumazMzQAF2YgmD6kxfH;Bruhn;Sven B;Vallda
i-RBYWqRkwcPtB9EqGt2HLkT;Brummer;Fredric;Fröllinge
i-77mVkUgB6xQBVi4V7iLMe1;Brun;J Julius;Hudiksvall
i-MaRHnNmw2sqAFYBugWDAH2;Brunberg;Otto Fredrik;Tving
i-7oTnqapnshRg18qXWm1AaJ;Brundin;Paul S;Göteborg
i-9wuGFV27d4wT614qHyapco;Bruse;Carl Gustaf 0:son;Långbanshyttan
i-9wuGFV27d4wT614qHyapco;Bruse;Carl Gustaf 0:son;Färjestad
i-BH3Wicu86qyFpe88FLoM4s;Brusewitz;Fredrik L;Limmared
i-3hBWuNwhsGccAD7RCpsccQ;Bruzelius;M Gundelach;Kristianstad
i-Y787TMysBJ97YEoP94XKAt;Bruzelius;A Sture;Gyllerup
i-RatAAcFWUQtWgsgaVmhEMh;Brånstad;J O Gunnar;Karlskrona
i-WxSJ518t8uzSX274hdbTf2;Brädefors;Johan H;Notviken
i-W5q9uNhxnGsYW1UzQohPLm;Bränholm;O Anton;Mölnbacka
i-Niq4WHb47qWzpgYWbjAE2Y;Brännberg;Carl M L;Lysekil
i-RNDaEQyBmXoug73iH61z2n;Brännström;J Ludwig;Ljusvattnet
i-RNDaEQyBmXoug73iH61z2n;Brännström;J Ludwig;Brännan
i-8gjMKxh9NN6zsdWahXvzZy;Brännström;Nils A;Burträsk
i-967Q9DmWbuMgaG62XNQNDR;Brännström;Roland J;Skellefteå
i-WznDfCH6YyNH8Yey7Nai8P;af Burén;Carl H P;Flemminge
i-3PaU5JJkcCnHdn6JLYUvSY;af Burén;C Pontus;Boxholm
i-A8WzRmo8WwUKmVmAJX9cLc;af Burén;D Pontus;Boxholm
i-WmTdAfV5HETvBJeXjPDkNq;Burenstam;Axel A;Skyllberg
i-9DETYuf2xa4o1AQ7HpbNMT;Burenstam Linder;H M Staffan;Djursholm
i-QzfDoAPniq8Uxe1v3JKFqk;Burman;A Fredrik;Byske
i-Hj6mnAJTAmcqcCP3XSg2aA;Burman;G Fredrik;Merlo
i-Hj6mnAJTAmcqcCP3XSg2aA;Burman;G Fredrik;Erikssund
i-Hj6mnAJTAmcqcCP3XSg2aA;Burman;G Fredrik;Gustavsberg
i-MbYpLQfZtjn59wD9ia9qcL;Burman;E Gustaf;Nedertorneå
