decade,name,born,municipality,district,chamber,year,id,gender,party,start,end
ea_2077_68140_1_1934,Gustaf Emanuel Heiman,1892,,,,1934,gustaf_emanuel_heiman_bc1fe3,man,,1934,1934
ea_2077_68140_1_1934,Allan Fredrik Adolf Holstensson,1878,,,,1934,allan_fredrik_adolf_holstensson_db154d,man,,1934,1934
ea_2077_68140_1_1934,Nils Johan Martin Svensson,1871,,,,1934,nils_johan_martin_svensson_dd37f0,man,,1934,1934
ea_2077_68140_1_1934,Johan Bernhard Johansson,1877,,,,1934,johan_bernhard_johansson_416f9f,man,,1934,1934
ea_2077_68140_1_1934,Georg Fredrik Bissmark,1871,,,,1934,georg_fredrik_bissmark_be7316,man,,1934,1934
ea_2077_68140_1_1934,Per Johan Gustafsson,1880,,,,1934,per_johan_gustafsson_787daa,man,,1934,1934
ea_2077_68140_1_1934,Arvid Thelin,1876,,,,1934,arvid_thelin_f933d8,man,,1934,1934
ea_2077_68140_1_1934,Johan August Larsson,1875,,Gotlands län,,1934,johan_august_larsson_70be26,man,,1934,1934
ea_2077_68140_1_1934,Carl Petrus Valdemar Nilsson,1881,,,,1934,carl_petrus_valdemar_nilsson_994aa0,man,,1934,1934
ea_2077_68140_1_1934,Sven Erik Anderson,1870,,,,1934,sven_erik_anderson_b98d84,man,,1934,1934
ea_2077_68140_1_1934,Ruben Wagnsson,1891,,,,1934,ruben_wagnsson_ee3a57,man,,1934,1934
ea_2077_68140_1_1934,Uno Andreas Wijkström,1872,,,,1934,uno_andreas_wijkstrom_07a368,man,,1934,1934
ea_2077_68140_1_1934,Lars Gunnar Bodin,1872,,,,1934,lars_gunnar_bodin_0332d6,man,,1934,1934
ea_2077_68140_1_1934,Gustaf Wilhelm Alexander Roos,1859,,,,1934,gustaf_wilhelm_alexander_roos_acf75b,man,,1934,1934
ea_2077_68140_1_1934,Nils Richard Wohlin,1881,,,,1934,nils_richard_wohlin_818348,man,,1934,1934
ea_2077_68140_1_1934,Johan Nilsson,1874,,,,1934,johan_nilsson_350c3f,man,,1934,1934
ea_2077_68140_1_1934,Fredrik William Linder,1876,,,,1934,fredrik_william_linder_389238,man,,1934,1934
ea_2077_68140_1_1934,Elof Bernhard Andersson,1873,,,,1934,elof_bernhard_andersson_03122d,man,,1934,1934
ea_2077_68140_1_1934,Johan Erik Forssberg,1865,,,,1934,johan_erik_forssberg_564d82,man,,1934,1934
ea_2077_68140_1_1934,Alexander Nilsson,1876,,,,1934,alexander_nilsson_f85935,man,,1934,1934
ea_2077_68140_1_1934,Gustaf Theodor Ehrnberg,1867,,,,1934,gustaf_theodor_ehrnberg_048ff7,man,,1934,1934
ea_2077_68140_1_1934,Anton Pettersson,1879,,,,1934,anton_pettersson_a33722,man,,1934,1934
ea_2077_68140_1_1934,Jacob Hansson,1878,,,,1934,jacob_hansson_0b3891,man,,1934,1934
ea_2077_68140_1_1934,Robert Vilhelm Färdinand Berg,1877,,Malmökus län,,1934,robert_vilhelm_fardinand_berg_26d457,man,,1934,1934
ea_2077_68140_1_1934,Nils August Nilsson,1867,,,,1934,nils_august_nilsson_bc4c60,man,,1934,1934
ea_2077_68140_1_1934,Anders Henriksson,1870,,,,1934,anders_henriksson_336a16,man,,1934,1934
ea_2077_68140_1_1934,Olof Olsson,1859,,,,1934,olof_olsson_11ae39,man,,1934,1934
ea_2077_68140_1_1934,Knut Ebbe Geijer,1864,,,,1934,knut_ebbe_geijer_bd4fc9,man,,1934,1934
ea_2077_68140_1_1934,Jöns Pålsson,1870,,,,1934,jons_palsson_8a3024,man,,1934,1934
ea_2077_68140_1_1934,Jöns Jönsson,1867,,,,1934,jons_jonsson_255983,man,,1934,1934
ea_2077_68140_1_1934,Ivar Erik Öhman,1868,,,,1934,ivar_erik_ohman_f61b35,man,,1934,1934
ea_2077_68140_1_1934,Edwin Bernhard Berling,1881,,,,1934,edwin_bernhard_berling_4fe6cf,man,,1934,1934
ea_2077_68140_1_1934,Axel Löfvander,1880,,,,1934,axel_lofvander_e74104,man,,1934,1934
ea_2077_68140_1_1934,Anton Hjalmarsson,1882,,,,1934,anton_hjalmarsson_039046,man,,1934,1934
ea_2077_68140_1_1934,Alfred Andersson,1886,,,,1934,alfred_andersson_f6fa64,man,,1934,1934
ea_2077_68140_1_1934,Anders Christenson Lindblad,1866,,,,1934,anders_christenson_lindblad_555f77,man,,1934,1934
ea_2077_68140_1_1934,Gustaf Boman,1861,,,,1934,gustaf_boman_84fdaa,man,,1934,1934
ea_2077_68140_1_1934,Oskar Anselm Nordborg,1875,,,,1934,oskar_anselm_nordborg_a2e1bc,man,,1934,1934
ea_2077_68140_1_1934,Hakon Lauritz Edgar Sjödahl,1887,,,,1934,hakon_lauritz_edgar_sjodahl_d4646c,man,,1934,1934
ea_2077_68140_1_1934,David Otto Mauritz Silverstolpe,1869,,Göteborgs och Bohus län,,1934,david_otto_mauritz_silverstolpe_a67808,man,,1934,1934
ea_2077_68140_1_1934,Jakob Ludvig Widell,1870,,,,1934,jakob_ludvig_widell_479969,man,,1934,1934
ea_2077_68140_1_1934,Sigfrid Hansson,1884,,,,1934,sigfrid_hansson_2e4a4f,,,1934,1934
ea_2077_68140_1_1934,John Aron Gustavson,1890,,,,1934,john_aron_gustavson_056653,man,,1934,1934
ea_2077_68140_1_1934,Axel Ludvig Sundberg,1869,,,,1934,axel_ludvig_sundberg_f4f95c,man,,1934,1934
ea_2077_68140_1_1934,Johan Adolf Theodor Nilsson,1872,,Älvsborgs län,,1934,johan_adolf_theodor_nilsson_9f3f87,man,,1934,1934
ea_2077_68140_1_1934,Axel Fredrik Vennersten,1863,,,,1934,axel_fredrik_vennersten_cd44bb,man,,1934,1934
ea_2077_68140_1_1934,Johan Edvard Björnsson,1878,,,,1934,johan_edvard_bjornsson_76ede9,man,,1934,1934
ea_2077_68140_1_1934,Carl Ludvig Bengtsson,1874,,,,1934,carl_ludvig_bengtsson_cc3f84,man,,1934,1934
ea_2077_68140_1_1934,Johan Johansson,1870,,,,1934,johan_johansson_3e0684,man,,1934,1934
ea_2077_68140_1_1934,Karl Johan Sandegård,1880,,,,1934,karl_johan_sandegard_6e93a9,man,,1934,1934
ea_2077_68140_1_1934,Karl Axel Salomon Nylander,1888,,,,1934,karl_axel_salomon_nylander_563f1d,man,,1934,1934
ea_2077_68140_1_1934,John Teodor Björck,1881,,Skaraborgs län,,1934,john_teodor_bjorck_0a99ef,man,,1934,1934
ea_2077_68140_1_1934,Viktor Edward Larson,1867,,,,1934,viktor_edward_larson_0a91a4,man,,1934,1934
ea_2077_68140_1_1934,Torsten Emanuel Ström,1885,,,,1934,torsten_emanuel_strom_1634af,man,,1934,1934
ea_2077_68140_1_1934,Johan Fritiof Gustafson,1889,,,,1934,johan_fritiof_gustafson_507d29,man,,1934,1934
ea_2077_68140_1_1934,Lantbrukare Wilhelm,1880,,,,1934,lantbrukare_wilhelm_bfc57b,,,1934,1934
ea_2077_68140_1_1934,August Wilhelm Johansson,1864,,,,1934,august_wilhelm_johansson_881e86,man,,1934,1934
ea_2077_68140_1_1934,Karl Emil Johansson,1876,,,,1934,karl_emil_johansson_320ce9,man,,1934,1934
ea_2077_68140_1_1934,Gustaf Alfred Strömberg,1880,,,,1934,gustaf_alfred_stromberg_808208,man,,1934,1934
ea_2077_68140_1_1934,Karl Wilhelm Bodin,1871,,,,1934,karl_wilhelm_bodin_e3eb2c,man,,1934,1934
ea_2077_68140_1_1934,Karl Johan Daniel Schlyter,1879,,,,1934,karl_johan_daniel_schlyter_619f58,man,,1934,1934
ea_2077_68140_1_1934,Johan Bergman,1864,,,,1934,johan_bergman_16bd38,man,,1934,1934
ea_2077_68140_1_1934,Nils Arvedson,1876,,,,1934,nils_arvedson_37c170,man,,1934,1934
ea_2077_68140_1_1934,Statsråd Östen,1886,,Örebro län,,1934,statsrad_osten_b6e1df,,,1934,1934
ea_2077_68140_1_1934,Anders Emanuel Örne,1881,,,,1934,anders_emanuel_orne_a12562,man,,1934,1934
ea_2077_68140_1_1934,Olof Harald Åkerberg,1883,,,,1934,olof_harald_akerberg_e09e7c,man,,1934,1934
ea_2077_68140_1_1934,Adolf Lindgren,1864,,,,1934,adolf_lindgren_17b72d,man,,1934,1934
ea_2077_68140_1_1934,Gottfrid Karlsson,1872,,,,1934,gottfrid_karlsson_996dbf,man,,1934,1934
ea_2077_68140_1_1934,Kerstin Hesselgren,1872,,Kopparbergs län,,1934,kerstin_hesselgren_c0e13b,woman,,1934,1934
ea_2077_68140_1_1934,Svante Herman Kvarnzelius,1864,,,,1934,svante_herman_kvarnzelius_a35125,man,,1934,1934
ea_2077_68140_1_1934,Erik Dalberg,1869,,,,1934,erik_dalberg_40b006,man,,1934,1934
ea_2077_68140_1_1934,Ernst Valdemar Åström,1876,,,,1934,ernst_valdemar_astrom_f7bd0d,man,,1934,1934
ea_2077_68140_1_1934,Theodor Emanuel Bjurström,1874,,Gävleborgs län,,1934,theodor_emanuel_bjurstrom_6966c2,man,,1934,1934
ea_2077_68140_1_1934,Carl Edmund Eriksson,1881,,,,1934,carl_edmund_eriksson_58428b,man,,1934,1934
ea_2077_68140_1_1934,Nils Sigfrid Nörliog,1880,,,,1934,nils_sigfrid_norliog_e89f73,man,,1934,1934
ea_2077_68140_1_1934,Per Granath,1882,,,,1934,per_granath_a179b9,man,,1934,1934
ea_2077_68140_1_1934,Carl August Carlsson,1873,,,,1934,carl_august_carlsson_cd078b,man,,1934,1934
ea_2077_68140_1_1934,Per Andersson,1876,,,,1934,per_andersson_7c5648,man,,1934,1934
ea_2077_68140_1_1934,Vollrath Henrik Sebastian Tham,1867,,Västernorrlands län och Jämtlands län,,1934,vollrath_henrik_sebastian_tham_926020,,,1934,1934
ea_2077_68140_1_1934,Carl Albert Lindhagen,1860,,,,1934,carl_albert_lindhagen_0541b8,man,,1934,1934
ea_2077_68140_1_1934,Carl Gustaf Velander,1884,,,,1934,carl_gustaf_velander_51f00d,man,,1934,1934
ea_2077_68140_1_1934,Janne Gustaf Wailes,1871,,,,1934,janne_gustaf_wailes_9ca0a4,,,1934,1934
ea_2077_68140_1_1934,Olof Leonard Tjällgren,1878,,,,1934,olof_leonard_tjallgren_979af9,man,,1934,1934
ea_2077_68140_1_1934,Ivar Teodor Vennerström,1881,,,,1934,ivar_teodor_vennerstrom_d9ffed,man,,1934,1934
ea_2077_68140_1_1934,Axel Samuel Emanuel Larsson,1883,,,,1934,axel_samuel_emanuel_larsson_578517,man,,1934,1934
ea_2077_68140_1_1934,Nils Axel Andersson,1891,,,,1934,nils_axel_andersson_c55e24,man,,1934,1934
ea_2077_68140_1_1934,Johan Mauritz Västberg,1886,,,,1934,johan_mauritz_vastberg_b8a29d,man,,1934,1934
ea_2077_68140_1_1934,Hans Leonard Hagström,1881,,Västerbottens län och Norrbottens län,,1934,hans_leonard_hagstrom_41a67e,man,,1934,1934
ea_2077_68140_1_1934,Olof Bergqvist,1862,,,,1934,olof_bergqvist_d3d5f0,man,,1934,1934
ea_2077_68140_1_1934,Carl Immanuel Asplund,1872,,,,1934,carl_immanuel_asplund_3a5e64,man,,1934,1934
ea_2077_68140_1_1934,Nils Gabrielsson,1876,,,,1934,nils_gabrielsson_cd979f,man,,1934,1934
ea_2077_68140_1_1934,Per Evert Arnliot Jonsson,1869,,,,1934,per_evert_arnliot_jonsson_53779d,man,,1934,1934
ea_2077_68140_1_1934,Pontus Sandström,1875,,,,1934,pontus_sandstrom_d70ae2,man,,1934,1934
ea_2077_68140_1_1934,Karl August Johanson,1881,,,,1934,karl_august_johanson_7b5bdd,man,,1934,1934
ea_2077_68140_1_1934,Carl Viktor Lindmark,1880,,,,1934,carl_viktor_lindmark_fd8e82,man,,1934,1934
ea_2077_68140_1_1934,Johan Magnus Bäckström,1876,,,,1934,johan_magnus_backstrom_9bb00e,man,,1934,1934
ea_2077_68140_1_1934,Salomon Arvid Achates Lindman,1862,,,,1934,salomon_arvid_achates_lindman_3323bc,man,,1934,1934
ea_2077_68140_1_1934,Jonas Arthur Engberg,1888,,,,1934,jonas_arthur_engberg_fbdd21,man,,1934,1934
ea_2077_68140_1_1934,Karl Edvard Johanson,1882,,,,1934,karl_edvard_johanson_808ea2,man,,1934,1934
ea_2077_68140_1_1934,Oscar Erik Nylander,1885,,,,1934,oscar_erik_nylander_bea079,man,,1934,1934
ea_2077_68140_1_1934,Karl Kilbom,1885,,,,1934,karl_kilbom_1d4aa1,man,,1934,1934
ea_2077_68140_1_1934,Carl Zeth Konstantin Höglund,1884,,,,1934,carl_zeth_konstantin_hoglund_9b1aaf,man,,1934,1934
ea_2077_68140_1_1934,Otto Samuel Holmdahl,1881,,,,1934,otto_samuel_holmdahl_407f82,man,,1934,1934
ea_2077_68140_1_1934,Axel Oskar Conrad Carleson,1868,,,,1934,axel_oskar_conrad_carleson_eea63f,man,,1934,1934
ea_2077_68140_1_1934,Bertha Wellin,1870,,,,1934,bertha_wellin_1747cb,woman,,1934,1934
ea_2077_68140_1_1934,Ernst Gustaf Eug Eriksson,1881,,,,1934,ernst_gustaf_eug_eriksson_0ad615,man,,1934,1934
ea_2077_68140_1_1934,Frans Ferdinand Severin,1889,,,,1934,frans_ferdinand_severin_d11f9f,man,,1934,1934
ea_2077_68140_1_1934,Carl Patric Ossbahr,1893,,,,1934,carl_patric_ossbahr_829b1d,man,,1934,1934
ea_2077_68140_1_1934,Edoff Emanuel Andersson,1892,,,,1934,edoff_emanuel_andersson_78712a,,,1934,1934
ea_2077_68140_1_1934,Carl Sigvard Cruse,1891,,,,1934,carl_sigvard_cruse_8fef58,man,,1934,1934
ea_2077_68140_1_1934,Gustaf Emil Arnemark,1888,,,,1934,gustaf_emil_arnemark_dfc711,man,,1934,1934
ea_2077_68140_1_1934,Carl August Emanuel Lindberg,1891,,Stockholms län,,1934,carl_august_emanuel_lindberg_ca4c0d,man,,1934,1934
ea_2077_68140_1_1934,Henning Vilhelm Leo,1885,,,,1934,henning_vilhelm_leo_f0b3a6,man,,1934,1934
ea_2077_68140_1_1934,Ragnar Lundqvist,1885,,,,1934,ragnar_lundqvist_309b57,man,,1934,1934
ea_2077_68140_1_1934,Carl Walter Martin Andersson,1886,,,,1934,carl_walter_martin_andersson_9b42cd,man,,1934,1934
ea_2077_68140_1_1934,Edvard Engelbert Thorell,1881,,,,1934,edvard_engelbert_thorell_005205,man,,1934,1934
ea_2077_68140_1_1934,Karl Einar Ahl,1890,,,,1934,karl_einar_ahl_be99ed,man,,1934,1934
ea_2077_68140_1_1934,Johannes Allan Andersson,1886,,,,1934,johannes_allan_andersson_a8e361,man,,1934,1934
ea_2077_68140_1_1934,Nils Svante Flyg,1891,,,,1934,nils_svante_flyg_955a9b,man,,1934,1934
ea_2077_68140_1_1934,Eskil Fredrik Vilhelm Eriksson,1900,,,,1934,eskil_fredrik_vilhelm_eriksson_aad8d1,man,,1934,1934
ea_2077_68140_1_1934,Folkskol- Gustafsson,1880,,Uppsala län,,1934,folkskol-_gustafsson_a5c41f,,,1934,1934
ea_2077_68140_1_1934,Karl August Olsson Borg,1866,,,,1934,karl_august_olsson_borg_9a3bec,man,,1934,1934
ea_2077_68140_1_1934,Anders Vilhelm Lundstedt,1882,,,,1934,anders_vilhelm_lundstedt_2a289b,man,,1934,1934
ea_2077_68140_1_1934,Carl Gustaf Olsson,1885,,,,1934,carl_gustaf_olsson_75e5b2,man,,1934,1934
ea_2077_68140_1_1934,Arthur Erik Elmroth,1892,,Södermanlands län,,1934,arthur_erik_elmroth_9c1a48,man,,1934,1934
ea_2077_68140_1_1934,Carl Johan Johansson,1867,,,,1934,carl_johan_johansson_8d083e,man,,1934,1934
ea_2077_68140_1_1934,Per Conrad Jonsson,1886,,,,1934,per_conrad_jonsson_cc3c17,man,,1934,1934
ea_2077_68140_1_1934,Johan Erik Lundbom,1876,,,,1934,johan_erik_lundbom_656433,man,,1934,1934
ea_2077_68140_1_1934,Knut Emil Johansson,1889,,,,1934,knut_emil_johansson_b80c20,man,,1934,1934
ea_2077_68140_1_1934,Carl Olov Harald Andersson,1888,,,,1934,carl_olov_harald_andersson_60a8ec,man,,1934,1934
ea_2077_68140_1_1934,Gustaf Olsson,1867,,,,1934,gustaf_olsson_fb6884,man,,1934,1934
ea_2077_68140_1_1934,Karl Selim Vallentin Ward,1888,,,,1934,karl_selim_vallentin_ward_17210f,man,,1934,1934
ea_2077_68140_1_1934,John Martin Skoglund,1892,,,,1934,john_martin_skoglund_616220,man,,1934,1934
ea_2077_68140_1_1934,Frans Oscar Ericson,1879,,,,1934,frans_oscar_ericson_e18672,man,,1934,1934
ea_2077_68140_1_1934,Axel Ivar Anderson,1891,,,,1934,axel_ivar_anderson_2f6cc8,man,,1934,1934
ea_2077_68140_1_1934,Johan Albert Hermansson,1887,,,,1934,johan_albert_hermansson_72ec15,man,,1934,1934
ea_2077_68140_1_1934,Karl Allan Westman,1883,,,,1934,karl_allan_westman_1587b8,man,,1934,1934
ea_2077_68140_1_1934,Carl Petter Vilhelm Sjögren,1869,,,,1934,carl_petter_vilhelm_sjogren_5bdd41,man,,1934,1934
ea_2077_68140_1_1934,Josef Hagman,1885,,,,1934,josef_hagman_a40fff,man,,1934,1934
ea_2077_68140_1_1934,Karl Henrik Falk,1890,,,,1934,karl_henrik_falk_d9e47d,man,,1934,1934
ea_2077_68140_1_1934,Sven August Olsson,1870,,,,1934,sven_august_olsson_95e969,man,,1934,1934
ea_2077_68140_1_1934,Sigrid Maria Fredrika Gillner-Ringenson,1891,,,,1934,sigrid_maria_fredrika_gillner-ringenson_3b332b,woman,,1934,1934
ea_2077_68140_1_1934,Carl Gösta Jacobsson,1895,,,,1934,carl_gosta_jacobsson_313c86,man,,1934,1934
ea_2077_68140_1_1934,Martin Lucas Petersson,1870,,,,1934,martin_lucas_petersson_a017c7,man,,1934,1934
ea_2077_68140_1_1934,Johan Erik Gereon Fast,1883,,,,1934,johan_erik_gereon_fast_e97266,man,,1934,1934
ea_2077_68140_1_1934,Karl Abel Mauritz Andersson,1887,,,,1934,karl_abel_mauritz_andersson_a15b6b,man,,1934,1934
ea_2077_68140_1_1934,Gustaf Emil Andersson,1890,,,,1934,gustaf_emil_andersson_bc9140,man,,1934,1934
ea_2077_68140_1_1934,Carl Oskar Johanson,1870,,,,1934,carl_oskar_johanson_d4f416,man,,1934,1934
ea_2077_68140_1_1934,Johan Georg Johnsson,1877,,,,1934,johan_georg_johnsson_f05315,man,,1934,1934
ea_2077_68140_1_1934,Oscar Ludvig Carlström,1879,,,,1934,oscar_ludvig_carlstrom_4fc706,man,,1934,1934
ea_2077_68140_1_1934,Gustaf Theodor Malmqvist,1883,,,,1934,gustaf_theodor_malmqvist_b44232,man,,1934,1934
ea_2077_68140_1_1934,Ryttm Greve,1895,,Jönköpings län,,1934,ryttm_greve_712e54,,,1934,1934
ea_2077_68140_1_1934,Ernst Otto Magnusson,1864,,,,1934,ernst_otto_magnusson_fdf2be,man,,1934,1934
ea_2077_68140_1_1934,Josef Herman Blomquist,1879,,,,1934,josef_herman_blomquist_e9fb14,man,,1934,1934
ea_2077_68140_1_1934,Gustaf Hjalmar Svensson,1881,,,,1934,gustaf_hjalmar_svensson_2a8eca,man,,1934,1934
ea_2077_68140_1_1934,Peter Magnus Olsson,1857,,,,1934,peter_magnus_olsson_0018db,man,,1934,1934
ea_2077_68140_1_1934,Victor Julius Mattsson,1887,,Kalmar län,,1934,victor_julius_mattsson_719a79,man,,1934,1934
ea_2077_68140_1_1934,Torsten Valdemar Lundell,1889,,,,1934,torsten_valdemar_lundell_cb647c,man,,1934,1934
ea_2077_68140_1_1934,Karl Ernst Magnusson,1873,,,,1934,karl_ernst_magnusson_3f9224,man,,1934,1934
ea_2077_68140_1_1934,Gustaf Arthur Heiding,1883,,,,1934,gustaf_arthur_heiding_2ba2a0,man,,1934,1934
ea_2077_68140_1_1934,Sven Albert Johansson,1875,,,,1934,sven_albert_johansson_230d0d,man,,1934,1934
ea_2077_68140_1_1934,Alfred Werner,1885,,,,1934,alfred_werner_f48ebb,man,,1934,1934
ea_2077_68140_1_1934,Lantbrukare August,1887,,,,1934,lantbrukare_august_5140ec,,,1934,1934
ea_2077_68140_1_1934,John Gustafsson,1899,,,,1934,john_gustafsson_20193d,man,,1934,1934
ea_2077_68140_1_1934,Gustaf Leonard Johnsson,1887,,,,1934,gustaf_leonard_johnsson_f49c2f,man,,1934,1934
ea_2077_68140_1_1934,Karl Einar Edvin Jonsson,1872,,Gotlands län,,1934,karl_einar_edvin_jonsson_9adf38,man,,1934,1934
ea_2077_68140_1_1934,Petter Theodor Gardell,1872,,,,1934,petter_theodor_gardell_07fd5f,man,,1934,1934
ea_2077_68140_1_1934,Gustaf Adolf Svedman,1878,,,,1934,gustaf_adolf_svedman_6a1b51,man,,1934,1934
ea_2077_68140_1_1934,Arvid Lars Johan Gardell,1887,,,,1934,arvid_lars_johan_gardell_725342,man,,1934,1934
ea_2077_68140_1_1934,John Jönsson,1862,,,,1934,john_jonsson_79dcd6,man,,1934,1934
ea_2077_68140_1_1934,Algot Åkesson Törnkvist,1879,,,,1934,algot_akesson_tornkvist_fb3d86,man,,1934,1934
ea_2077_68140_1_1934,Kommendör Frithiofsson,1872,,,,1934,kommendor_frithiofsson_b37fd1,,,1934,1934
ea_2077_68140_1_1934,Elof Wendel Hällgren,1887,,,,1934,elof_wendel_hallgren_3677e4,man,,1934,1934
ea_2077_68140_1_1934,Ola Jeppsson,1887,,Kristianstads län,,1934,ola_jeppsson_a73e76,man,,1934,1934
ea_2077_68140_1_1934,Nestor Hammarlund,1888,,,,1934,nestor_hammarlund_483a90,man,,1934,1934
ea_2077_68140_1_1934,Lars Anton Björklund,1881,,,,1934,lars_anton_bjorklund_58e9f1,man,,1934,1934
ea_2077_68140_1_1934,Nils Björk,1866,,,,1934,nils_bjork_295b29,man,,1934,1934
ea_2077_68140_1_1934,Sven Bengtsson,1866,,,,1934,sven_bengtsson_838846,man,,1934,1934
ea_2077_68140_1_1934,Arvid Louis Gerard Geer,1884,,,,1934,arvid_louis_gerard_geer_7096c3,man,,1934,1934
ea_2077_68140_1_1934,Ola Isacsson,1885,,,,1934,ola_isacsson_f29a70,man,,1934,1934
ea_2077_68140_1_1934,Swen Persson,1875,,,,1934,swen_persson_2581e3,man,,1934,1934
ea_2077_68140_1_1934,Karl Olof Emanuel Björck,1879,,,,1934,karl_olof_emanuel_bjorck_3c865d,man,,1934,1934
ea_2077_68140_1_1934,Allan Georg Fredrik Vougt,1895,,,,1934,allan_georg_fredrik_vougt_abfe0d,man,,1934,1934
ea_2077_68140_1_1934,Claes Lindskog,1870,,,,1934,claes_lindskog_23cafe,man,,1934,1934
ea_2077_68140_1_1934,Karl Anton Edvard Bergström,1888,,,,1934,karl_anton_edvard_bergstrom_86fb99,man,,1934,1934
ea_2077_68140_1_1934,Olof Andersson,1875,,,,1934,olof_andersson_3a77ca,man,,1934,1934
ea_2077_68140_1_1934,Erik Rudolf Hagberg,1891,,,,1934,erik_rudolf_hagberg_a72d2c,man,,1934,1934
ea_2077_68140_1_1934,Hans Edvin Svensson,1881,,,,1934,hans_edvin_svensson_852076,man,,1934,1934
ea_2077_68140_1_1934,Nils Henrik Christiernsson,1883,,,,1934,nils_henrik_christiernsson_f1f6e6,man,,1934,1934
ea_2077_68140_1_1934,Tage Fritiof Erlander,1901,,Malmöhus län,,1934,tage_fritiof_erlander_1ddaa9,man,,1934,1934
ea_2077_68140_1_1934,Per Edvin Sköld,1891,,,,1934,per_edvin_skold_13393b,man,,1934,1934
ea_2077_68140_1_1934,Nils Kortz Törnkvist,1868,,,,1934,nils_kortz_tornkvist_ca200f,man,,1934,1934
ea_2077_68140_1_1934,Janne Nilsson,1882,,,,1934,janne_nilsson_a7a5df,,,1934,1934
ea_2077_68140_1_1934,Carl Gustaf Liedberg,1893,,,,1934,carl_gustaf_liedberg_912a65,man,,1934,1934
ea_2077_68140_1_1934,Anders Olof Paulsen,1876,,,,1934,anders_olof_paulsen_b487aa,man,,1934,1934
ea_2077_68140_1_1934,Axel Alarik Pehrsson,1883,,,,1934,axel_alarik_pehrsson_d1fc14,man,,1934,1934
ea_2077_68140_1_1934,Axel Herman Landgren,1898,,,,1934,axel_herman_landgren_91db41,man,,1934,1934
ea_2077_68140_1_1934,Alfred Nilsson,1887,,,,1934,alfred_nilsson_72de03,man,,1934,1934
ea_2077_68140_1_1934,Albin Eriksson,1879,,,,1934,albin_eriksson_a8da44,man,,1934,1934
ea_2077_68140_1_1934,Axel Albert Lindqvist,1878,,,,1934,axel_albert_lindqvist_9cf605,man,,1934,1934
ea_2077_68140_1_1934,Oskar Linus Andersson,1875,,,,1934,oskar_linus_andersson_1cf19b,man,,1934,1934
ea_2077_68140_1_1934,Anders Petter Pettersson,1888,,,,1934,anders_petter_pettersson_f6d478,man,,1934,1934
ea_2077_68140_1_1934,Anders Birger Andersson,1878,,,,1934,anders_birger_andersson_ef9649,man,,1934,1934
ea_2077_68140_1_1934,Karl Hillgård,1898,,,,1934,karl_hillgard_a239e1,man,,1934,1934
ea_2077_68140_1_1934,Ernst Johannes Wigforss,1881,,,,1934,ernst_johannes_wigforss_df0d5a,man,,1934,1934
ea_2077_68140_1_1934,Olof Axel Edvard Lithander,1870,,,,1934,olof_axel_edvard_lithander_48a1e3,man,,1934,1934
ea_2077_68140_1_1934,Johan Albin Ström,1892,,,,1934,johan_albin_strom_66801c,man,,1934,1934
ea_2077_68140_1_1934,John Evert Konrad Frankenberg,1900,,,,1934,john_evert_konrad_frankenberg_2b6148,man,,1934,1934
ea_2077_68140_1_1934,Carl Olof Nilsson,1896,,,,1934,carl_olof_nilsson_cafbbf,man,,1934,1934
ea_2077_68140_1_1934,Per Pehrsson,1867,,,,1934,per_pehrsson_1abf62,man,,1934,1934
ea_2077_68140_1_1934,Carl Josef Ekman,1870,,,,1934,carl_josef_ekman_5cb031,man,,1934,1934
ea_2077_68140_1_1934,Karl Torsten Henrikson,1906,,,,1934,karl_torsten_henrikson_7d32c0,man,,1934,1934
ea_2077_68140_1_1934,Sven Ivar Sefve,1886,,Göteborgs och Bohus län,,1934,sven_ivar_sefve_7d11b3,man,,1934,1934
ea_2077_68140_1_1934,Anders Teodor Adolf Wallerius,1874,,,,1934,anders_teodor_adolf_wallerius_59c8ee,man,,1934,1934
ea_2077_68140_1_1934,Herman Andersson,1869,,,,1934,herman_andersson_f2b057,man,,1934,1934
ea_2077_68140_1_1934,Johannes Viktor Mårtensson,1885,,,,1934,johannes_viktor_martensson_162d27,man,,1934,1934
ea_2077_68140_1_1934,Ernst Valdemar Olsson,1898,,,,1934,ernst_valdemar_olsson_750b11,man,,1934,1934
ea_2077_68140_1_1934,Oscar Osberg,1872,,,,1934,oscar_osberg_094d6b,man,,1934,1934
ea_2077_68140_1_1934,Frans Einar Hansson,1890,,,,1934,frans_einar_hansson_eecbd8,man,,1934,1934
ea_2077_68140_1_1934,Einar Alexius Lind,1898,,Älvsborgs län,,1934,einar_alexius_lind_f07071,man,,1934,1934
ea_2077_68140_1_1934,Axel Ludvig Hansson,1888,,,,1934,axel_ludvig_hansson_74fc2c,man,,1934,1934
ea_2077_68140_1_1934,Anders Emil Hansson,1882,,,,1934,anders_emil_hansson_87f4dc,man,,1934,1934
ea_2077_68140_1_1934,Arthur Wilhelm Gustafson,1870,,,,1934,arthur_wilhelm_gustafson_7ff431,man,,1934,1934
ea_2077_68140_1_1934,Otto Severin Niklasson,1894,,,,1934,otto_severin_niklasson_8f7f2c,man,,1934,1934
ea_2077_68140_1_1934,Sjuntorp Råda,1881,,,,1934,sjuntorp_rada_e4cabb,,,1934,1934
ea_2077_68140_1_1934,Anders Birger Petersson,1885,,,,1934,anders_birger_petersson_79c013,man,,1934,1934
